"Search Terms","Hearings"
"Total Count","387"
"index","collection","packageId","granuleId","title","detailsLink","pdfLink","htmlLink","xmlLink","otherLink1","otherLink2","teaser","historical","publishdate"
"1","Congressional Hearings","CHRG-115shrg89104818","CHRG-115shrg89104818","Department of Defense Appropriations for Fiscal Year 2018","https://www.govinfo.gov/app/details/CHRG-115shrg89104818/CHRG-115shrg89104818","https://www.govinfo.gov/content/pkg/CHRG-115shrg89104818/pdf/CHRG-115shrg89104818.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg89104818/html/CHRG-115shrg89104818.htm","","",""," WITNESSES [Clerk's note.--The subcommittee was unable to hold hearings on nondepartmental witnesses. The statements and letters of those submitting written testimony are as follows:] Prepared Statement of the American Psychological Association The American Psychological Association (APA) is a scientific and professional organization of more than...","","2018-12-31"
"2","Congressional Hearings","CHRG-115shrg36338","CHRG-115shrg36338","Missing and Murdered: Confronting the Silent Crisis in Indian Country","https://www.govinfo.gov/app/details/CHRG-115shrg36338/CHRG-115shrg36338","https://www.govinfo.gov/content/pkg/CHRG-115shrg36338/pdf/CHRG-115shrg36338.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg36338/html/CHRG-115shrg36338.htm","","",""," ONE HUNDRED FIFTEENTH CONGRESS SECOND SESSION DECEMBER 12, 2018 Printed for the use of the Committee on Indian Affairs [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PUBLISHING OFFICE 36-338 PDF WASHINGTON : 2019 COMMITTEE ON INDIAN AFFAIRS JOHN HOEVEN, North Dakota, Chairman TOM UDALL, New Mexico, Vice Chairman JOHN BARRASSO, Wyoming ...","","2018-12-12"
"3","Congressional Hearings","CHRG-115shrg42873","CHRG-115shrg42873","United States Navy and Marine Corps Readiness","https://www.govinfo.gov/app/details/CHRG-115shrg42873/CHRG-115shrg42873","https://www.govinfo.gov/content/pkg/CHRG-115shrg42873/pdf/CHRG-115shrg42873.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg42873/html/CHRG-115shrg42873.htm","","",""," SUPPORT OF THE COMMITTEE ON ARMED SERVICES UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS SECOND SESSION DECEMBER 12, 2018 Printed for the use of the Committee on Armed Services [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 42-873 PDF WASHINGTON : 2021 COMMITTEE ON ARMED ...","","2018-12-12"
"4","Congressional Hearings","CHRG-115shrg35460","CHRG-115shrg35460","Implications of China's Presence and Investment in Africa","https://www.govinfo.gov/app/details/CHRG-115shrg35460/CHRG-115shrg35460","https://www.govinfo.gov/content/pkg/CHRG-115shrg35460/pdf/CHRG-115shrg35460.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg35460/html/CHRG-115shrg35460.htm","","",""," COMMITTEE ON ARMED SERVICES UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS SECOND SESSION DECEMBER 12, 2018 Printed for the use of the Committee on Armed Services Available via the World Wide Web: http://www.govinfo.gov/ U.S. GOVERNMENT PUBLISHING OFFICE 35-460 PDF WASHINGTON : 2019 For sale by the Superintendent of Documents, U.S. Government...","","2018-12-12"
"5","Congressional Hearings","CHRG-115shrg33662","CHRG-115shrg33662","Pending Legislation","https://www.govinfo.gov/app/details/CHRG-115shrg33662/CHRG-115shrg33662","https://www.govinfo.gov/content/pkg/CHRG-115shrg33662/pdf/CHRG-115shrg33662.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg33662/html/CHRG-115shrg33662.htm","","","","SENATE ONE HUNDRED FIFTEENTH CONGRESS SECOND SESSION ON S. 2395 S. 3533 H.R. 3607 S. 2895/H.R. 5613 S. 3534 H.R. 3961 S. 3291 S. 3571/H.R. 5420 H.R. 5005 S. 3439/H.R. 5532 S. 3646 H.R. 5706 S. 3468 S. 3609/H.R. 801 H.R. 6077 S. 3505 S. 3659 H.R. 6599 S. 3527/H.R. 5585 H.R. 1220 H.R. 6687 DECEMBER 12, 2018 [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] ...","","2018-12-12"
"6","Congressional Hearings","CHRG-115shrg40950","CHRG-115shrg40950","Nomination of Courtney Dunbar Jones, to Be a Judge of the United States Tax Court","https://www.govinfo.gov/app/details/CHRG-115shrg40950/CHRG-115shrg40950","https://www.govinfo.gov/content/pkg/CHRG-115shrg40950/pdf/CHRG-115shrg40950.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg40950/html/CHRG-115shrg40950.htm","","",""," SESSION ON THE NOMINATION OF COURTNEY DUNBAR JONES, TO BE A JUDGE OF THE UNITED STATES TAX COURT DECEMBER 11, 2018 [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Printed for the use of the Committee on Finance U.S. GOVERNMENT PUBLISHING OFFICE 40-950-PDF WASHINGTON : 2020 COMMITTEE ON FINANCE ORRIN G. HATCH, Utah, Chairman CHUCK GRASSLEY, Iowa RON WYDEN,...","","2018-12-11"
"7","Congressional Hearings","CHRG-115shrg34221","CHRG-115shrg34221","Oversight of the U.S. Securities and Exchange Commission","https://www.govinfo.gov/app/details/CHRG-115shrg34221/CHRG-115shrg34221","https://www.govinfo.gov/content/pkg/CHRG-115shrg34221/pdf/CHRG-115shrg34221.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg34221/html/CHRG-115shrg34221.htm","","",""," SENATE ONE HUNDRED FIFTEENTH CONGRESS SECOND SESSION ON EXAMINING THE WORK AND AGENDA OF THE U.S. SECURITIES AND EXCHANGE COMMISSION DECEMBER 11, 2018 Printed for the use of the Committee on Banking, Housing, and Urban Affairs [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available at: https: //www.govinfo.gov / ______ U.S. GOVERNMENT PUBLISHING ...","","2018-12-11"
"8","Congressional Hearings","CHRG-115shrg36433","CHRG-115shrg36433","Zimbabwe After the Elections","https://www.govinfo.gov/app/details/CHRG-115shrg36433/CHRG-115shrg36433","https://www.govinfo.gov/content/pkg/CHRG-115shrg36433/pdf/CHRG-115shrg36433.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg36433/html/CHRG-115shrg36433.htm","","",""," UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS SECOND SESSION DECEMBER 6, 2018 Printed for the use of the Committee on Foreign Relations [GRAPHICS NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 36-433 PDF WASHINGTON : 2019 For sale by the Superintendent of Documents, ...","","2018-12-06"
"9","Congressional Hearings","CHRG-115shrg34527","CHRG-115shrg34527","Proxy Process and Rules: Examining Current Practices and Potential Changes","https://www.govinfo.gov/app/details/CHRG-115shrg34527/CHRG-115shrg34527","https://www.govinfo.gov/content/pkg/CHRG-115shrg34527/pdf/CHRG-115shrg34527.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg34527/html/CHRG-115shrg34527.htm","","","","AFFAIRS UNITED STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS SECOND SESSION ON EXAMINING SEVERAL ASPECTS OF THE CORPORATE PROXY VOTING SYSTEM, INCLUDING THE ROLE OF PROXY ADVISORY FIRMS, THE SHAREHOLDER PROPOSAL PROCESS AND RETAIL SHAREHOLDER PARTICIPATION DECEMBER 6, 2018 Printed for the use of the Committee on Banking, Housing, and Urban Affairs [...","","2018-12-06"
"10","Congressional Hearings","CHRG-115shrg35239","CHRG-115shrg35239","Oversight of the Architect of the Capitol's Human Resources Policies","https://www.govinfo.gov/app/details/CHRG-115shrg35239/CHRG-115shrg35239","https://www.govinfo.gov/content/pkg/CHRG-115shrg35239/pdf/CHRG-115shrg35239.pdf","https://www.govinfo.gov/content/pkg/CHRG-115shrg35239/html/CHRG-115shrg35239.htm","","","","STATES SENATE ONE HUNDRED FIFTEENTH CONGRESS SECOND SESSION DECEMBER 6, 2018 Printed for the use of the Committee on Rules and Administration [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available on http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 35-239 WASHINGTON : 2019 COMMITTEE ON RULES AND ADMINISTRATION SECOND SESSION ROY BLUNT, ...","","2018-12-06"
