"Search Terms","Hearings"
"Total Count","95"
"index","collection","packageId","granuleId","title","detailsLink","pdfLink","htmlLink","xmlLink","otherLink1","otherLink2","teaser","historical","publishdate"
"1","Congressional Hearings","CHRG-116shrg43476","CHRG-116shrg43476","U.S. China: Winning the Economic Competition, Part II","https://www.govinfo.gov/app/details/CHRG-116shrg43476/CHRG-116shrg43476","https://www.govinfo.gov/content/pkg/CHRG-116shrg43476/pdf/CHRG-116shrg43476.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg43476/html/CHRG-116shrg43476.htm","","","","HOUSING,AND URBAN AFFAIRS UNITED STATES SENATE ONE HUNDRED SIXTEENTH CONGRESS FIRST SESSION ON EXAMINING THE HIGH STAKES OF THE STRATEGIC ECONOMIC COMPETITION BETWEEN THE UNITED STATES AND CHINA DECEMBER 16, 2020 Printed for the use of the Committee on Banking, Housing, and Urban Affairs Available at: https: //www.govinfo.gov / ______ U.S. ...","","2020-12-16"
"2","Congressional Hearings","CHRG-116shrg43336","CHRG-116shrg43336","From Languages to Homelands: Advancing Tribal Self-Governance and Cultural Sovereignty for Future Generations","https://www.govinfo.gov/app/details/CHRG-116shrg43336/CHRG-116shrg43336","https://www.govinfo.gov/content/pkg/CHRG-116shrg43336/pdf/CHRG-116shrg43336.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg43336/html/CHRG-116shrg43336.htm","","",""," ON INDIAN AFFAIRS UNITED STATES SENATE ONE HUNDRED SIXTEENTH CONGRESS SECOND SESSION DECEMBER 9, 2020 Printed for the use of the Committee on Indian Affairs [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PUBLISHING OFFICE 43-336 PDF WASHINGTON : 2021 COMMITTEE ON INDIAN AFFAIRS JOHN HOEVEN, North Dakota, Chairman TOM UDALL, New Mexico...","","2020-12-09"
"3","Congressional Hearings","CHRG-116shrg43278","CHRG-116shrg43278","State and Local Cybersecurity: Defending Our Communities from Cyber Threats Amid Covid 19","https://www.govinfo.gov/app/details/CHRG-116shrg43278/CHRG-116shrg43278","https://www.govinfo.gov/content/pkg/CHRG-116shrg43278/pdf/CHRG-116shrg43278.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg43278/html/CHRG-116shrg43278.htm","","","","SPENDING OVERSIGHT AND EMERGENCY MANAGEMENT of the COMMITTEE ON HOMELAND SECURITY AND GOVERNMENTAL AFFAIRS UNITED STATES SENATE ONE HUNDRED SIXTEENTH CONGRESS SECOND SESSION DECEMBER 2, 2020 Available via http://www.govinfo.gov Printed for the use of the Committee on Homeland Security and Governmental Affairs [GRAPHIC(S) NOT AVAILABLE IN TIFF ...","","2020-12-02"
"4","Congressional Hearings","CHRG-116shrg42932","CHRG-116shrg42932","Business Meeting","https://www.govinfo.gov/app/details/CHRG-116shrg42932/CHRG-116shrg42932","https://www.govinfo.gov/content/pkg/CHRG-116shrg42932/pdf/CHRG-116shrg42932.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg42932/html/CHRG-116shrg42932.htm","","",""," SESSION DECEMBER 2, 2020 Printed for the use of the Committee on Environment and Public Works [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 42-932 PDF WASHINGTON : 2021 COMMITTEE ON ENVIRONMENT AND PUBLIC WORKS ONE HUNDRED SIXTEENTH CONGRESS SECOND SESSION JOHN ...","","2020-12-02"
"5","Congressional Hearings","CHRG-116shrg43445","CHRG-116shrg43445","The Quarterly Cares Act Report to Congress","https://www.govinfo.gov/app/details/CHRG-116shrg43445/CHRG-116shrg43445","https://www.govinfo.gov/content/pkg/CHRG-116shrg43445/pdf/CHRG-116shrg43445.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg43445/html/CHRG-116shrg43445.htm","","",""," HUNDRED SIXTEENTH CONGRESS SECOND SESSION ON EXAMINING TESTIMONY FROM THE SECRETARY OF THE TREASURY AND THE CHAIRMAN OF THE FEDERAL RESERVE, AS REQUIRED UNDER TITLE IV OF THE CARES ACT DECEMBER 1, 2020 Printed for the use of the Committee on Banking, Housing, and Urban Affairs [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available at: https: //...","","2020-12-01"
"6","Congressional Hearings","CHRG-116shrg42427","CHRG-116shrg42427","Nomination Hearing for Members of the Federal Election Commission","https://www.govinfo.gov/app/details/CHRG-116shrg42427/CHRG-116shrg42427","https://www.govinfo.gov/content/pkg/CHRG-116shrg42427/pdf/CHRG-116shrg42427.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg42427/html/CHRG-116shrg42427.htm","","",""," SENATE ONE HUNDRED SIXTEENTH CONGRESS SECOND SESSION NOVEMBER 18, 2020 Printed for the use of the Committee on Rules and Administration [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available on http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 42-427 PDF WASHINGTON : 2021 COMMITTEE ON RULES AND ADMINISTRATION SECOND SESSION ROY BLUNT...","","2020-11-18"
"7","Congressional Hearings","CHRG-116shrg42886","CHRG-116shrg42886","Modernizing Federal Telework Moving Forward Using Lessons Learned During the Covid-19 Pandemic","https://www.govinfo.gov/app/details/CHRG-116shrg42886/CHRG-116shrg42886","https://www.govinfo.gov/content/pkg/CHRG-116shrg42886/pdf/CHRG-116shrg42886.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg42886/html/CHRG-116shrg42886.htm","","",""," REGULATORY AFFAIRS AND FEDERAL MANAGEMENT OF THE COMMITTEE ON HOMELAND SECURITY AND GOVERNMENTAL AFFAIRS UNITED STATES SENATE ONE HUNDRED SIXTEENTH CONGRESS SECOND SESSION NOVEMBER 18, 2020 Available via http://www.govinfo.gov Printed for the use of the Committee on Homeland Security and Governmental Affairs [GRAPHIC NOT AVAILABLE IN TIFF FORMAT]...","","2020-11-18"
"8","Congressional Hearings","CHRG-116shrg42358","CHRG-116shrg42358","Hearing to Review S. 959, Smithsonian American Women's History Museum Act; and S. 1267, National Museum of the American Latino Act","https://www.govinfo.gov/app/details/CHRG-116shrg42358/CHRG-116shrg42358","https://www.govinfo.gov/content/pkg/CHRG-116shrg42358/pdf/CHRG-116shrg42358.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg42358/html/CHRG-116shrg42358.htm","","",""," HEARING BEFORE THE COMMITTEE ON RULES AND ADMINISTRATION UNITED STATES SENATE ONE HUNDRED SIXTEENTH CONGRESS SECOND SESSION NOVEMBER 17, 2020 Printed for the use of the Committee on Rules and Administration [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available on http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 42-358 WASHINGTON : 2021 ...","","2020-11-17"
"9","Congressional Hearings","CHRG-116shrg43458","CHRG-116shrg43458","Modernizing the Endangered Species Act: Legislative Hearing on S. 4589, the Endangered Species Act Amendments of 2020","https://www.govinfo.gov/app/details/CHRG-116shrg43458/CHRG-116shrg43458","https://www.govinfo.gov/content/pkg/CHRG-116shrg43458/pdf/CHRG-116shrg43458.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg43458/html/CHRG-116shrg43458.htm","","",""," COMMITTEE ON ENVIRONMENT AND PUBLIC WORKS UNITED STATES SENATE ONE HUNDRED SIXTEENTH CONGRESS SECOND SESSION SEPTEMBER 23, 2020 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov MODERNIZING THE ENDANGERED SPECIES ACT: LEGISLATIVE...","","2020-09-23"
"10","Congressional Hearings","CHRG-116shrg42479","CHRG-116shrg42479","S. 3126, S. 3264, S. 3937, S. 4079, and S. 4556","https://www.govinfo.gov/app/details/CHRG-116shrg42479/CHRG-116shrg42479","https://www.govinfo.gov/content/pkg/CHRG-116shrg42479/pdf/CHRG-116shrg42479.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg42479/html/CHRG-116shrg42479.htm","","",""," CONGRESS SECOND SESSION SEPTEMBER 23, 2020 Printed for the use of the Committee on Indian Affairs [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PUBLISHING OFFICE 42-479 PDF WASHINGTON : 2021 COMMITTEE ON INDIAN AFFAIRS JOHN HOEVEN, North Dakota, Chairman TOM UDALL, New Mexico, Vice Chairman JOHN BARRASSO, Wyoming MARIA CANTWELL, ...","","2020-09-23"
