"Search Terms","Hearings"
"Total Count","337"
"index","collection","packageId","granuleId","title","detailsLink","pdfLink","htmlLink","xmlLink","otherLink1","otherLink2","teaser","historical","publishdate"
"1","Congressional Hearings","CHRG-116shrg40971","CHRG-116shrg40971","Doj Oig Fisa Report: Methodology, Scope, and Findings","https://www.govinfo.gov/app/details/CHRG-116shrg40971/CHRG-116shrg40971","https://www.govinfo.gov/content/pkg/CHRG-116shrg40971/pdf/CHRG-116shrg40971.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg40971/html/CHRG-116shrg40971.htm","","",""," STATES SENATE ONE HUNDRED SIXTEENTH CONGRESS FIRST SESSION DECEMBER 18, 2019 Available via the World Wide Web: http://www.govinfo.gov Printed for the use of the Committee on Homeland Security and Governmental Affairs U.S. GOVERNMENT PUBLISHING OFFICE 40-971 PDF WASHINGTON : 2021 COMMITTEE ON HOMELAND SECURITY AND GOVERNMENTAL AFFAIRS RON JOHNSON...","","2019-12-18"
"2","Congressional Hearings","CHRG-116shrg40771","CHRG-116shrg40771","Business Meeting","https://www.govinfo.gov/app/details/CHRG-116shrg40771/CHRG-116shrg40771","https://www.govinfo.gov/content/pkg/CHRG-116shrg40771/pdf/CHRG-116shrg40771.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg40771/html/CHRG-116shrg40771.htm","","",""," SESSION DECEMBER 17, 2019 Printed for the use of the Committee on Environment and Public Works [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 40-771 PDF WASHINGTON : 2021 COMMITTEE ON ENVIRONMENT AND PUBLIC WORKS ONE HUNDRED SIXTEENTH CONGRESS FIRST ...","","2019-12-17"
"3","Congressional Hearings","CHRG-116shrg39875","CHRG-116shrg39875","Erdos Nomination","https://www.govinfo.gov/app/details/CHRG-116shrg39875/CHRG-116shrg39875","https://www.govinfo.gov/content/pkg/CHRG-116shrg39875/pdf/CHRG-116shrg39875.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg39875/html/CHRG-116shrg39875.htm","","",""," SESSION to CONSIDER THE NOMINATION OF LANNY E. ERDOS TO BE DIRECTOR OF THE OFFICE OF SURFACE MINING RECLAMATION AND ENFORCEMENT AT THE DEPARTMENT OF THE INTERIOR DECEMBER 17, 2019 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Printed for the use of the Committee on Energy and Natural Resources Available via the World Wide Web: http://www.govinfo.gov...","","2019-12-17"
"4","Congressional Hearings","CHRG-116shrg38799","CHRG-116shrg38799","Nomination Hearing of James Brett Blanton for Architect of the Capitol","https://www.govinfo.gov/app/details/CHRG-116shrg38799/CHRG-116shrg38799","https://www.govinfo.gov/content/pkg/CHRG-116shrg38799/pdf/CHRG-116shrg38799.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg38799/html/CHRG-116shrg38799.htm","","",""," STATES SENATE ONE HUNDRED SIXTEENTH CONGRESS FIRST SESSION DECEMBER 12, 2019 Printed for the use of the Committee on Rules and Administration [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available on http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 38-799 WASHINGTON : 2020 COMMITTEE ON RULES AND ADMINISTRATION FIRST SESSION ROY BLUNT, Missouri,...","","2019-12-12"
"5","Congressional Hearings","CHRG-116shrg39563","CHRG-116shrg39563","Nomination of Radm Michael D. Weahkee to Serve as Director of the Indian Health Service, U.S. Department of Health and Human Services","https://www.govinfo.gov/app/details/CHRG-116shrg39563/CHRG-116shrg39563","https://www.govinfo.gov/content/pkg/CHRG-116shrg39563/pdf/CHRG-116shrg39563.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg39563/html/CHRG-116shrg39563.htm","","",""," HEARING before the COMMITTEE ON INDIAN AFFAIRS UNITED STATES SENATE ONE HUNDRED SIXTEENTH CONGRESS FIRST SESSION DECEMBER 11, 2019 Printed for the use of the Committee on Indian Affairs [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PUBLISHING OFFICE 39-563 PDF WASHINGTON : 2020 COMMITTEE ON INDIAN AFFAIRS JOHN HOEVEN, North Dakota, ...","","2019-12-11"
"6","Congressional Hearings","CHRG-116shrg40642","CHRG-116shrg40642","Nomination of Jovita Carranza to Be Administrator of the Small Business Administration","https://www.govinfo.gov/app/details/CHRG-116shrg40642/CHRG-116shrg40642","https://www.govinfo.gov/content/pkg/CHRG-116shrg40642/pdf/CHRG-116shrg40642.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg40642/html/CHRG-116shrg40642.htm","","",""," AND ENTREPRENEURSHIP UNITED STATES SENATE ONE HUNDRED SIXTEENTH CONGRESS FIRST SESSION DECEMBER 11, 2019 Printed for the use of the Committee on Small Business and Entrepreneurship [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 40-642 PDF WASHINGTON : 2020...","","2019-12-11"
"7","Congressional Hearings","CHRG-116shrg39874","CHRG-116shrg39874","The Upcoming Implementation of the International Maritime Organization's New Global Sulfur Standard for Marine Fuels, Which Is Set to Take Effect on January 1, 2020","https://www.govinfo.gov/app/details/CHRG-116shrg39874/CHRG-116shrg39874","https://www.govinfo.gov/content/pkg/CHRG-116shrg39874/pdf/CHRG-116shrg39874.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg39874/html/CHRG-116shrg39874.htm","","",""," TAKE EFFECT ON JANUARY 1, 2020 HEARING BEFORE THE COMMITTEE ON ENERGY AND NATURAL RESOURCES UNITED STATES SENATE ONE HUNDRED SIXTEENTH CONGRESS FIRST SESSION DECEMBER 10, 2019 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Printed for the use of the Committee on Energy and Natural Resources Available via the World Wide Web: http://www.govinfo.gov _____...","","2019-12-10"
"8","Congressional Hearings","CHRG-116shrg40426","CHRG-116shrg40426","Illicit Mining: Threats to U.S. National Security and International Human Rights","https://www.govinfo.gov/app/details/CHRG-116shrg40426/CHRG-116shrg40426","https://www.govinfo.gov/content/pkg/CHRG-116shrg40426/pdf/CHRG-116shrg40426.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg40426/html/CHRG-116shrg40426.htm","","","",", TRANSNATIONAL CRIME, CIVILIAN SECURITY, DEMOCRACY, HUMAN RIGHTS, AND GLOBAL WOMEN'S ISSUES OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE ONE HUNDRED SIXTEENTH CONGRESS FIRST SESSION DECEMBER 5, 2019 Printed for the use of the Committee on Foreign Relations [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: ...","","2019-12-05"
"9","Congressional Hearings","CHRG-116shrg43315","CHRG-116shrg43315","Servicemember, Family, and Veteran Suicides and Prevention Strategies","https://www.govinfo.gov/app/details/CHRG-116shrg43315/CHRG-116shrg43315","https://www.govinfo.gov/content/pkg/CHRG-116shrg43315/pdf/CHRG-116shrg43315.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg43315/html/CHRG-116shrg43315.htm","","",""," ARMED SERVICES UNITED STATES SENATE ONE HUNDRED SIXTEENTH CONGRESS FIRST SESSION DECEMBER 4, 2019 Printed for the use of the Committee on Armed Services [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Available via: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 43-315 PDF WASHINGTON : 2021 COMMITTEE ON ARMED SERVICES JAMES M. INHOFE, ...","","2019-12-04"
"10","Congressional Hearings","CHRG-116shrg40845","CHRG-116shrg40845","Oversight of the Millennium Challenge Corporation","https://www.govinfo.gov/app/details/CHRG-116shrg40845/CHRG-116shrg40845","https://www.govinfo.gov/content/pkg/CHRG-116shrg40845/pdf/CHRG-116shrg40845.pdf","https://www.govinfo.gov/content/pkg/CHRG-116shrg40845/html/CHRG-116shrg40845.htm","","","","SIXTEENTH CONGRESS FIRST SESSION DECEMBER 4, 2019 Printed for the use of the Committee on Foreign Relations [GRAPHIC NOT AVAILABLE IN TIFF FORMAT] Available via the World Wide Web: http://www.govinfo.gov U.S. GOVERNMENT PUBLISHING OFFICE 40-845 PDF WASHINGTON : 2020 COMMITTEE ON FOREIGN RELATIONS JAMES E. RISCH, Idaho, Chairman MARCO RUBIO, Florida...","","2019-12-04"
