,Date,Time,URL,Title,Location,Committee,Date Scraped,witnesses,transcripts,witness_transcripts,video_url,Unnamed: 0,Unnamed: 0.1
151,11/15/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=9A307B2D-B63E-4E9E-BA65-C7FBEBE3A368,Promoting American Leadership in Reducing Air Emissions Through Innovation,,Enviroment,2022-03-22,"['Kipp Coddington', 'Zoe Lipman', 'Ross Eisenberg', '']","['https://www.epw.senate.gov/public/_cache/files/1/6/1657f1e6-d57f-4f78-82ae-8769b2659f9d/B44C671C1EF995C9E34E0712EC22732A.coddington-testimony-11.15.17.pdf', '', 'https://www.epw.senate.gov/public/_cache/files/a/0/a05eaf14-4215-4f68-9e92-85b56c2b3e52/CC7D64D18497D9A47A0D24DCE6810CEE.eisenberg-testimony-11.15.17.pdf', '']","[('Kipp Coddington', 'https://www.epw.senate.gov/public/_cache/files/1/6/1657f1e6-d57f-4f78-82ae-8769b2659f9d/B44C671C1EF995C9E34E0712EC22732A.coddington-testimony-11.15.17.pdf'), ('Zoe Lipman', ''), ('Ross Eisenberg', 'https://www.epw.senate.gov/public/_cache/files/a/0/a05eaf14-4215-4f68-9e92-85b56c2b3e52/CC7D64D18497D9A47A0D24DCE6810CEE.eisenberg-testimony-11.15.17.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw111517&auto_play=false,151.0,1.0
152,11/14/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=03FBE169-C399-40EB-AF89-C3C5FADBD524,"Hearing on S. 1857, S. 203, S. 839 and S. 1934",,Enviroment,2022-03-22,"['Paul Williams', 'Christopher J. Kersting', 'Davis Henry', 'Emily Hammond', 'John Walke', '']","['https://www.epw.senate.gov/public/_cache/files/b/6/b6e0f779-2204-4586-ade2-b6bdcaea7341/B767516456C2FFCAF391126CFB88BF66.williams-testimony-11.14.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/b/4/b4d8ea7d-ff84-4336-9ab8-b5d85bde1656/691068838E734FEFD3B4BB2798C17752.kersting-testimony-11.14.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/7/a/7abdbd85-e0e3-4702-870f-ba5c3db9bab8/0628D60C59BCCBF702A8E3BE80A5B651.henry-testimony-11.14.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/0/c/0c715420-de20-4e15-99df-d21c4920cd6e/17BC30805F8BEB0DCA9015C24796FB88.hammond-testimony-11.14.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/1/0/105c5824-6dcf-42c5-b135-f3ae0efeb146/57B3BAB97CD92A72B94BCDC5E690D6C9.walke-testimony-11.14.17.pdf', '']","[('Paul Williams', 'https://www.epw.senate.gov/public/_cache/files/b/6/b6e0f779-2204-4586-ade2-b6bdcaea7341/B767516456C2FFCAF391126CFB88BF66.williams-testimony-11.14.2017.pdf'), ('Christopher J. Kersting', 'https://www.epw.senate.gov/public/_cache/files/b/4/b4d8ea7d-ff84-4336-9ab8-b5d85bde1656/691068838E734FEFD3B4BB2798C17752.kersting-testimony-11.14.2017.pdf'), ('Davis Henry', 'https://www.epw.senate.gov/public/_cache/files/7/a/7abdbd85-e0e3-4702-870f-ba5c3db9bab8/0628D60C59BCCBF702A8E3BE80A5B651.henry-testimony-11.14.2017.pdf'), ('Emily Hammond', 'https://www.epw.senate.gov/public/_cache/files/0/c/0c715420-de20-4e15-99df-d21c4920cd6e/17BC30805F8BEB0DCA9015C24796FB88.hammond-testimony-11.14.2017.pdf'), ('John Walke', 'https://www.epw.senate.gov/public/_cache/files/1/0/105c5824-6dcf-42c5-b135-f3ae0efeb146/57B3BAB97CD92A72B94BCDC5E690D6C9.walke-testimony-11.14.17.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw111417&auto_play=false,152.0,2.0
153,11/8/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=C89CF8F8-14B8-4104-BB67-F333CFC582F5,Hearing on the Nominations of Kathleen Hartnett White to be a Member of the Council on Environmental Quality and Andrew Wheeler to be Deputy Administrator of the Environmental Protection Agency.,,Enviroment,2022-03-22,"['John Cornyn', 'Steve Stivers', 'Kathleen Hartnett White', 'Andrew Wheeler', '']","['', '', '', 'https://www.epw.senate.gov/public/_cache/files/e/f/efd4608d-ccce-424c-8b69-c0028762f82e/0B8C698CADDEC5AFBCE6AAB1CEC2F771.wheeler-testimony-11.08.2017.pdf', '']","[('John Cornyn', ''), ('Steve Stivers', ''), ('Kathleen Hartnett White', ''), ('Andrew Wheeler', 'https://www.epw.senate.gov/public/_cache/files/e/f/efd4608d-ccce-424c-8b69-c0028762f82e/0B8C698CADDEC5AFBCE6AAB1CEC2F771.wheeler-testimony-11.08.2017.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw110817&auto_play=false,153.0,3.0
154,10/25/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=615CD735-CB92-42B2-99D9-888AAD0CDBB6,"S. ______, the Wildfire Prevention and Mitigation Act of 2017",,Enviroment,2022-03-22,"['Bill Crapser', 'Miles Moretti', 'Dylan Kruse', '']","['', 'https://www.epw.senate.gov/public/_cache/files/e/b/eb53520e-f276-4890-ae88-11d33307c916/ED3D05E795EAC7B757D1EFE3812575C8.moretti-testimony-10.25.17.pdf', 'https://www.epw.senate.gov/public/_cache/files/8/1/814fa90a-1969-43bb-8f99-48e75d99277a/0CB045D637B1B700001780EFFDCCCB78.kruse-testimony-10.25.2017.pdf', '']","[('Bill Crapser', ''), ('Miles Moretti', 'https://www.epw.senate.gov/public/_cache/files/e/b/eb53520e-f276-4890-ae88-11d33307c916/ED3D05E795EAC7B757D1EFE3812575C8.moretti-testimony-10.25.17.pdf'), ('Dylan Kruse', 'https://www.epw.senate.gov/public/_cache/files/8/1/814fa90a-1969-43bb-8f99-48e75d99277a/0CB045D637B1B700001780EFFDCCCB78.kruse-testimony-10.25.2017.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw102517&auto_play=false,154.0,4.0
155,10/25/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=BD78EA94-E89F-4BF0-8342-4F0C313C91A5,Committee Business Meeting,,Enviroment,2022-03-22,[''],[''],"[('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw102517&auto_play=false,155.0,5.0
156,10/18/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=24ACD9E8-E186-42ED-B227-1D86F7813E49,POSTPONED: Committee Business Meeting ,,Enviroment,2022-03-22,[],[],[],,156.0,6.0
157,10/5/17,9:30 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=ECAA936B-FC99-4D3B-89E4-BC94AE37E844,Hearing on the Nomination of Paul Trombino III to be Administrator of the Federal Highway Administration,,Enviroment,2022-03-22,"['Paul Trombino III', '']","['https://www.epw.senate.gov/public/_cache/files/b/b/bb9f1755-dc40-4481-b033-0a61b91739de/105A6BA58004FC9A47624F695D931F29.trombino-testimony-10.05.2017.pdf', '']","[('Paul Trombino III', 'https://www.epw.senate.gov/public/_cache/files/b/b/bb9f1755-dc40-4481-b033-0a61b91739de/105A6BA58004FC9A47624F695D931F29.trombino-testimony-10.05.2017.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw100517&auto_play=false,157.0,7.0
158,10/4/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=37CC8314-16F1-4D4F-9A26-297EF3D8E49D,"“Hearing on the Nominations of Michael Dourson, Matthew Leopold, David Ross, and William Wehrum to be Assistant Administrators of the Environmental Protection Agency, and Jeffery Baran to be a Member of the Nuclear Regulatory Commission.”",,Enviroment,2022-03-22,"['Michael Dourson', 'Matthew Leopold', 'David Ross', 'William Wehrum', 'Jeffery Baran', '']","['https://www.epw.senate.gov/public/_cache/files/9/1/91f73d15-3c53-4343-b2b4-ae0020ff62bf/DD533E92D7EA41126DB7B5D9D64D46D5.dourson-testimony-09.20.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/0/7/070571e0-c6a4-4152-a8c3-2bab0de94ee4/92FDD86C48EAE2E399D545455C135E6F.leopold-testimony-09.20.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/8/b/8b50f50e-423c-4052-b2b2-5c26104aa89a/514E0524BB7D5C85C0FF062F6722E60F.ross-testimony-09.20.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/7/9/795c38b1-4062-4ab7-9653-bef1dfb6c7a8/F8D3CC0D3E67907F4D50CA9EB3F06CB2.wehrum-testimony-09.20.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/3/3/331d5167-6423-4d76-adb1-6b8c188324ad/67D89FEB532366C32A264541DF15E409.baran-testimony-09.20.2017.pdf', '']","[('Michael Dourson', 'https://www.epw.senate.gov/public/_cache/files/9/1/91f73d15-3c53-4343-b2b4-ae0020ff62bf/DD533E92D7EA41126DB7B5D9D64D46D5.dourson-testimony-09.20.2017.pdf'), ('Matthew Leopold', 'https://www.epw.senate.gov/public/_cache/files/0/7/070571e0-c6a4-4152-a8c3-2bab0de94ee4/92FDD86C48EAE2E399D545455C135E6F.leopold-testimony-09.20.2017.pdf'), ('David Ross', 'https://www.epw.senate.gov/public/_cache/files/8/b/8b50f50e-423c-4052-b2b2-5c26104aa89a/514E0524BB7D5C85C0FF062F6722E60F.ross-testimony-09.20.2017.pdf'), ('William Wehrum', 'https://www.epw.senate.gov/public/_cache/files/7/9/795c38b1-4062-4ab7-9653-bef1dfb6c7a8/F8D3CC0D3E67907F4D50CA9EB3F06CB2.wehrum-testimony-09.20.2017.pdf'), ('Jeffery Baran', 'https://www.epw.senate.gov/public/_cache/files/3/3/331d5167-6423-4d76-adb1-6b8c188324ad/67D89FEB532366C32A264541DF15E409.baran-testimony-09.20.2017.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw100417&auto_play=false,158.0,8.0
159,9/27/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=8D56D171-7DFF-4BF7-B83A-87BEC1D91A42,Hearing on Forest Management to Mitigate Wildfires: Legislative Solutions,,Enviroment,2022-03-22,"['Steve Daines', 'Orrin Hatch', 'Jon Tester', 'John Thune', 'Jessica Crowder', 'Lawson Fite', ""Collin O'Mara"", '']","['', '', '', '', 'https://www.epw.senate.gov/public/_cache/files/5/f/5fb90bcc-9b0e-43cf-b663-1de3757d2dfe/8E994FA4AB69A1CAD26F04C7A2D416C6.crowder-testimony-v2-09.27.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/2/e/2e26be99-5456-48c0-bcfb-2304c4b61e07/44A1A800933836C2832F3115E905A2D3.fite-testimony-09.27.2017.pdf', '', '']","[('Steve Daines', ''), ('Orrin Hatch', ''), ('Jon Tester', ''), ('John Thune', ''), ('Jessica Crowder', 'https://www.epw.senate.gov/public/_cache/files/5/f/5fb90bcc-9b0e-43cf-b663-1de3757d2dfe/8E994FA4AB69A1CAD26F04C7A2D416C6.crowder-testimony-v2-09.27.2017.pdf'), ('Lawson Fite', 'https://www.epw.senate.gov/public/_cache/files/2/e/2e26be99-5456-48c0-bcfb-2304c4b61e07/44A1A800933836C2832F3115E905A2D3.fite-testimony-09.27.2017.pdf'), (""Collin O'Mara"", ''), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw092717&auto_play=false,159.0,9.0
160,9/13/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=46419E63-564B-465A-8B6A-96D9F990FDF8,"Expanding and Accelerating the Deployment and Use of Carbon Capture, Utilization, and Sequestration",,Enviroment,2022-03-22,"['Matthew Fry', 'David Greeson', 'S. Julio Friedmann', '']","['https://www.epw.senate.gov/public/_cache/files/6/5/652f109b-c33c-4054-bcb6-d92d5a825666/BB8B2C37209CB099AE276F746FDE9458.fry-testimony-09.13.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/c/c/cc38b124-4842-4794-b883-21e1cd08f2c2/AA4D18981D364A7D686D95523F8EB5FD.greeson-testimony-09.13.2017.pdf', '', '']","[('Matthew Fry', 'https://www.epw.senate.gov/public/_cache/files/6/5/652f109b-c33c-4054-bcb6-d92d5a825666/BB8B2C37209CB099AE276F746FDE9458.fry-testimony-09.13.2017.pdf'), ('David Greeson', 'https://www.epw.senate.gov/public/_cache/files/c/c/cc38b124-4842-4794-b883-21e1cd08f2c2/AA4D18981D364A7D686D95523F8EB5FD.greeson-testimony-09.13.2017.pdf'), ('S. Julio Friedmann', ''), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw091317&auto_play=false,160.0,0.0
161,8/22/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=2570AAEF-523E-4D57-A4AA-E9728C68E7F1,Oversight of the Army Corps' Management of the Missouri River,,Enviroment,2022-03-22,"['David Ponganis', 'Steve Harding', 'Paul Lepisto', 'Jeanne Goodman']","['https://www.epw.senate.gov/public/_cache/files/e/7/e7cab15d-348d-4969-b181-f690a1348316/8EE2EB73F59CE27B7C01B498800BB950.ponganis-testimony-08.22.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/2/d/2dd5c565-f007-4fa6-be4a-9376943ce8b7/150C9FFD5E4C9AB866F4207F2706CF9D.harding-testimony-08.22.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/3/7/37f42416-4c08-455a-bccb-392d21409d87/B9A8B50A2E05B48775172DBB0B1424DD.lepisto-testimony-08.22.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/c/8/c852262b-6ae4-4b31-a7cc-9a4e3c5d8d4e/BFB1E8D06803FCBA55DFEC41D740D195.jgtestimony.pdf']","[('David Ponganis', 'https://www.epw.senate.gov/public/_cache/files/e/7/e7cab15d-348d-4969-b181-f690a1348316/8EE2EB73F59CE27B7C01B498800BB950.ponganis-testimony-08.22.2017.pdf'), ('Steve Harding', 'https://www.epw.senate.gov/public/_cache/files/2/d/2dd5c565-f007-4fa6-be4a-9376943ce8b7/150C9FFD5E4C9AB866F4207F2706CF9D.harding-testimony-08.22.2017.pdf'), ('Paul Lepisto', 'https://www.epw.senate.gov/public/_cache/files/3/7/37f42416-4c08-455a-bccb-392d21409d87/B9A8B50A2E05B48775172DBB0B1424DD.lepisto-testimony-08.22.2017.pdf'), ('Jeanne Goodman', 'https://www.epw.senate.gov/public/_cache/files/c/8/c852262b-6ae4-4b31-a7cc-9a4e3c5d8d4e/BFB1E8D06803FCBA55DFEC41D740D195.jgtestimony.pdf')]",,161.0,1.0
162,8/2/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=3C2544C2-0031-4813-8230-A7143EE5D6D2,FBI Headquarters Consolidation Project – What Happened and What’s Next,,Enviroment,2022-03-22,"['Michael Gelber', 'Richard L. Haley II', 'David Wise', '']","['https://www.epw.senate.gov/public/_cache/files/9/d/9dc8d6df-1219-4f04-b1fc-dac6651a84b9/2A1918FCC006E088344CFFAA143EBC81.gelber-gsa-testimony-08.02.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/e/0/e0308557-7a6f-4ec5-bb13-a12f22349c7b/A0E95FFB24AA6F30BE3B97701C12D17C.haley-testimony-doj-fbi-08.02.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/9/8/98d0f3fd-3189-4c4f-815e-ca40671284b5/7857900EB273EEEB594BEA18F228E255.wise-gao-testimony-08.02.2017.pdf', '']","[('Michael Gelber', 'https://www.epw.senate.gov/public/_cache/files/9/d/9dc8d6df-1219-4f04-b1fc-dac6651a84b9/2A1918FCC006E088344CFFAA143EBC81.gelber-gsa-testimony-08.02.2017.pdf'), ('Richard L. Haley II', 'https://www.epw.senate.gov/public/_cache/files/e/0/e0308557-7a6f-4ec5-bb13-a12f22349c7b/A0E95FFB24AA6F30BE3B97701C12D17C.haley-testimony-doj-fbi-08.02.2017.pdf'), ('David Wise', 'https://www.epw.senate.gov/public/_cache/files/9/8/98d0f3fd-3189-4c4f-815e-ca40671284b5/7857900EB273EEEB594BEA18F228E255.wise-gao-testimony-08.02.2017.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw080217&auto_play=false,162.0,2.0
163,8/1/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=39BE016E-71C1-49C1-90F7-A85514F5CEE4,Oversight of the U.S. Environmental Protection Agency’s Superfund Program,,Enviroment,2022-03-22,"['Jeffery A. Steers', 'Steven C. Nadeau', 'Katherine N. Probst', '']","['https://www.epw.senate.gov/public/_cache/files/7/1/7190a53d-96b6-49ef-bfa5-f87ee97766b4/27BFFD21494C75E53560CCE794FE69A3.steers-testimony-08.01.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/5/f/5ff8e93b-9c02-4d6a-99e2-71f9d4f4a223/D781C5D9F0918DD6683564D45B995E78.nadeau-testimony-08.01.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/7/1/71f9acb4-5a28-42aa-a19b-bed50b942a41/831D1E08709E8478935392F255D55E24.probst-testimony-08.01.17.pdf', '']","[('Jeffery A. Steers', 'https://www.epw.senate.gov/public/_cache/files/7/1/7190a53d-96b6-49ef-bfa5-f87ee97766b4/27BFFD21494C75E53560CCE794FE69A3.steers-testimony-08.01.2017.pdf'), ('Steven C. Nadeau', 'https://www.epw.senate.gov/public/_cache/files/5/f/5ff8e93b-9c02-4d6a-99e2-71f9d4f4a223/D781C5D9F0918DD6683564D45B995E78.nadeau-testimony-08.01.2017.pdf'), ('Katherine N. Probst', 'https://www.epw.senate.gov/public/_cache/files/7/1/71f9acb4-5a28-42aa-a19b-bed50b942a41/831D1E08709E8478935392F255D55E24.probst-testimony-08.01.17.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw080117&auto_play=false,163.0,3.0
164,7/26/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=D9333483-0E73-4DB6-BC99-506EB883651B,Committee Business Meeting,,Enviroment,2022-03-22,[''],[''],"[('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw072617&auto_play=false,164.0,4.0
165,7/25/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=B65EC8DE-D144-4109-A469-5B5F77A16540,Developing and Deploying Advanced Clean Energy Technologies,,Enviroment,2022-03-22,"['Lamar Alexander', 'Brian Anderson', 'Jason Begger', 'Steve Bohlen', 'Moe Khaleel', 'Kemal Pasamehmetoglu', '']","['', 'https://www.epw.senate.gov/public/_cache/files/e/1/e1d6f65d-1426-478c-a2a7-6b228c832741/4752CD6B5B627A4B38F860BA0029CE8B.anderson-testimony-07.25.17.pdf', 'https://www.epw.senate.gov/public/_cache/files/4/6/465c755b-5a7c-4727-bb2d-b8b8146ff785/D570C57C97FDC7921A6AD56D9B6519B3.begger-testimony-07.25.2017.pdf', '', 'https://www.epw.senate.gov/public/_cache/files/8/6/86e42419-5ceb-4901-a0fd-cd667d954f64/C6F26337E205106F0DC9EFB103DFF38E.khaleel-testimony-07.25.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/1/4/14858044-161b-430e-9173-757a222a8d7a/914D8CE5E215408FEA04BA9A5C454FA3.pasamehmetoglu-testimony-07.25.2017.pdf', '']","[('Lamar Alexander', ''), ('Brian Anderson', 'https://www.epw.senate.gov/public/_cache/files/e/1/e1d6f65d-1426-478c-a2a7-6b228c832741/4752CD6B5B627A4B38F860BA0029CE8B.anderson-testimony-07.25.17.pdf'), ('Jason Begger', 'https://www.epw.senate.gov/public/_cache/files/4/6/465c755b-5a7c-4727-bb2d-b8b8146ff785/D570C57C97FDC7921A6AD56D9B6519B3.begger-testimony-07.25.2017.pdf'), ('Steve Bohlen', ''), ('Moe Khaleel', 'https://www.epw.senate.gov/public/_cache/files/8/6/86e42419-5ceb-4901-a0fd-cd667d954f64/C6F26337E205106F0DC9EFB103DFF38E.khaleel-testimony-07.25.2017.pdf'), ('Kemal Pasamehmetoglu', 'https://www.epw.senate.gov/public/_cache/files/1/4/14858044-161b-430e-9173-757a222a8d7a/914D8CE5E215408FEA04BA9A5C454FA3.pasamehmetoglu-testimony-07.25.2017.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw072517&auto_play=false,165.0,5.0
166,7/20/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=0E706F62-B7D6-42D2-9B58-8C17EF41FCCC,Innovative Financing and Funding: Addressing America’s Crumbling Water Infrastructure,,Enviroment,2022-03-22,"['Mike Frazee', 'Andrew Kricun', 'Josh Ellis', '']","['https://www.epw.senate.gov/public/_cache/files/c/e/cef8294d-7ebd-40cf-ba81-63774c5d0319/B5B4242DAB24EE070F233586C9CAFEF3.mike-frazee-testimony-07.20.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/7/2/72702dd2-7494-4382-beb9-7d7d97e09b7f/516984DC84303DD8A89674C7D04C3088.kricun-testimony-07.20.17.pdf', 'https://www.epw.senate.gov/public/_cache/files/f/1/f1ee219a-d8b2-4a80-acca-f946fdb8da2d/BCA8C7F2EEB71E8746E795B863605885.ellis-testimony-07.20.2017.pdf', '']","[('Mike Frazee', 'https://www.epw.senate.gov/public/_cache/files/c/e/cef8294d-7ebd-40cf-ba81-63774c5d0319/B5B4242DAB24EE070F233586C9CAFEF3.mike-frazee-testimony-07.20.2017.pdf'), ('Andrew Kricun', 'https://www.epw.senate.gov/public/_cache/files/7/2/72702dd2-7494-4382-beb9-7d7d97e09b7f/516984DC84303DD8A89674C7D04C3088.kricun-testimony-07.20.17.pdf'), ('Josh Ellis', 'https://www.epw.senate.gov/public/_cache/files/f/1/f1ee219a-d8b2-4a80-acca-f946fdb8da2d/BCA8C7F2EEB71E8746E795B863605885.ellis-testimony-07.20.2017.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw072017&auto_play=false,166.0,6.0
167,7/19/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=E916EAD3-3FD3-4DEA-9082-E4EC0B8CEB75,"Legislative Hearing on S. 1514, the Hunting Heritage and Environmental Legacy Preservation (HELP) for Wildlife Act",,Enviroment,2022-03-22,"['Brian Nesvik', 'Jeff Crow', 'Dale Hall', 'John Vucetich', 'Kim Coble', '']","['https://www.epw.senate.gov/public/_cache/files/4/9/499a6608-37c1-4bd2-83b1-f8fef4d3bbf3/9AACA5C3A97D21132962DC636BFD19F2.nesvik-testimony-07.19.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/2/5/2512ea1f-9f04-4ddb-9614-7278ebf5fc15/37D64C62E50506DA730F5C7F54130C08.crow-testimony-07.19.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/a/6/a6865b07-cb2f-48e1-9135-1b5fc168ce80/FE5723ECC711587F13274E9786726BCC.hall-witness-testimony-07.19.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/f/b/fba506f0-cc6a-4bf7-8c76-ba532169c0f3/2BAAC8A1DE0502E60EAC7EC146B9CD49.vucetich-testimony-07.19.2017.pdf', 'https://www.epw.senate.gov/public/_cache/files/3/b/3b951d7d-5bb9-42e8-ae62-0c582c9debf2/47F3C4F29FAF025E6190F740104CD857.coble-testimony-07.19.2017.pdf', '']","[('Brian Nesvik', 'https://www.epw.senate.gov/public/_cache/files/4/9/499a6608-37c1-4bd2-83b1-f8fef4d3bbf3/9AACA5C3A97D21132962DC636BFD19F2.nesvik-testimony-07.19.2017.pdf'), ('Jeff Crow', 'https://www.epw.senate.gov/public/_cache/files/2/5/2512ea1f-9f04-4ddb-9614-7278ebf5fc15/37D64C62E50506DA730F5C7F54130C08.crow-testimony-07.19.2017.pdf'), ('Dale Hall', 'https://www.epw.senate.gov/public/_cache/files/a/6/a6865b07-cb2f-48e1-9135-1b5fc168ce80/FE5723ECC711587F13274E9786726BCC.hall-witness-testimony-07.19.2017.pdf'), ('John Vucetich', 'https://www.epw.senate.gov/public/_cache/files/f/b/fba506f0-cc6a-4bf7-8c76-ba532169c0f3/2BAAC8A1DE0502E60EAC7EC146B9CD49.vucetich-testimony-07.19.2017.pdf'), ('Kim Coble', 'https://www.epw.senate.gov/public/_cache/files/3/b/3b951d7d-5bb9-42e8-ae62-0c582c9debf2/47F3C4F29FAF025E6190F740104CD857.coble-testimony-07.19.2017.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw071917&auto_play=false,167.0,7.0
168,7/12/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=FB637924-3245-4C8E-93EC-D86B1CE43A3B,"The Use of TIFIA and Innovative Financing in Improving Infrastructure to Enhance Safety, Mobility, and Economic Opportunity",,Enviroment,2022-03-22,"['Anne Mayer', 'Jennifer Aument', 'Christopher Coes', '']","['https://www.epw.senate.gov/public/_cache/files/2/7/27b383e6-3fae-4279-9e99-822dc4906bd9/9871398AB56D5AA163C4E63C353B8E58.anne-mayer-testimony-07.12.17.pdf', 'https://www.epw.senate.gov/public/_cache/files/b/1/b1847bbb-683a-481a-9134-25d8b0ef4eaf/F33358CCD65227C3DB58CEAF811C8CC7.jennifer-aument-testimony-07.12.17.pdf', 'https://www.epw.senate.gov/public/_cache/files/c/6/c64ff7c0-6d9c-4b71-8e03-a8c20037dafd/0C1E091FA8DE4595ADE33D7CFD6278FF.christopher-coes-testimony-07.12.17.pdf', '']","[('Anne Mayer', 'https://www.epw.senate.gov/public/_cache/files/2/7/27b383e6-3fae-4279-9e99-822dc4906bd9/9871398AB56D5AA163C4E63C353B8E58.anne-mayer-testimony-07.12.17.pdf'), ('Jennifer Aument', 'https://www.epw.senate.gov/public/_cache/files/b/1/b1847bbb-683a-481a-9134-25d8b0ef4eaf/F33358CCD65227C3DB58CEAF811C8CC7.jennifer-aument-testimony-07.12.17.pdf'), ('Christopher Coes', 'https://www.epw.senate.gov/public/_cache/files/c/6/c64ff7c0-6d9c-4b71-8e03-a8c20037dafd/0C1E091FA8DE4595ADE33D7CFD6278FF.christopher-coes-testimony-07.12.17.pdf'), ('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw071217&auto_play=false,168.0,8.0
169,7/12/17,9:45 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=90C8323E-5AED-48C7-A02A-A3F1394F8642,COMMITTEE BUSINESS MEETING,,Enviroment,2022-03-22,[''],[''],"[('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw071217&auto_play=false,169.0,9.0
170,6/15/17,10:00 AM,https://www.epw.senate.gov/public/index.cfm/hearings?ID=17E4D421-68EE-46D5-A5A6-B5B751F3019D,"Business Meeting to consider the nomination of Kristine Svinicki, Member (Reappointment), U.S. Nuclear Regulatory Commission",,Enviroment,2022-03-22,[''],[''],"[('', '')]",https://www.senate.gov/isvp?type=live&comm=epw&filename=epw061517&auto_play=false,170.0,0.0
