,Date,Time,URL,Title,Location,Committee,Date Scraped,witnesses,transcripts,witness_transcripts,video_url,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1
30,09/17/2003,,https://www.commerce.senate.gov/2003/9/nominations-hearing,Nominations Hearing,,Commerce,2022-03-22,"['Gwendolyn Brown', 'Charles D. Snelling', 'Karan Bhatia']","['', '', '']","[('Gwendolyn Brown', ''), ('Charles D. Snelling', ''), ('Karan Bhatia', '')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce091703p&auto_play=false&wmode=opaque,30.0,30.0,30.0,30.0,29.0,29.0,22.0,22.0
31,09/17/2003,,https://www.commerce.senate.gov/2003/9/consumer-privacy-and-government-technology-mandates-in-the-digital-media-marketplace,Consumer Privacy and Government Technology Mandates in the Digital Media Marketplace,,Commerce,2022-03-22,"['Norm Coleman', 'Sam Brownback', 'James D. Ellis', 'John Rose', 'Alan Davidson', 'Cary Sherman', 'William Barr', 'Christopher Murray', 'Mr Jack Valenti', 'Edward Felten', 'Lawrence J. Blanford']","['', '', '', '', '', '', '', '', '', '', '']","[('Norm Coleman', ''), ('Sam Brownback', ''), ('James D. Ellis', ''), ('John Rose', ''), ('Alan Davidson', ''), ('Cary Sherman', ''), ('William Barr', ''), ('Christopher Murray', ''), ('Mr Jack Valenti', ''), ('Edward Felten', ''), ('Lawrence J. Blanford', '')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce091703&auto_play=false&wmode=opaque,31.0,31.0,31.0,31.0,30.0,30.0,23.0,23.0
32,09/9/2003,,https://www.commerce.senate.gov/2003/9/oversight-of-transportation-security,Oversight of Transportation Security,,Commerce,2022-03-22,"['John McCain', 'Peter Guerrero', 'Admiral Thomas Collins', 'Margaret Wrightson', 'Admiral James Loy', 'Jeffrey N. Shane']","['', '', '', '', '', '']","[('John McCain', ''), ('Peter Guerrero', ''), ('Admiral Thomas Collins', ''), ('Margaret Wrightson', ''), ('Admiral James Loy', ''), ('Jeffrey N. Shane', '')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce090903&auto_play=false&wmode=opaque,32.0,32.0,32.0,32.0,31.0,31.0,24.0,24.0
33,09/4/2003,,https://www.commerce.senate.gov/2003/9/a-new-kind-of-science,A New Kind of Science,,Commerce,2022-03-22,['Stephen Wolfram'],[''],"[('Stephen Wolfram', '')]",,33.0,33.0,33.0,33.0,32.0,32.0,25.0,25.0
34,09/3/2003,,https://www.commerce.senate.gov/2003/9/lease-of-boeing-tankers-to-u.s-air-force,Lease of Boeing Tankers to U.S. Air Force,,Commerce,2022-03-22,"['John McCain', 'Christopher Bolkcom', 'Douglas Holtz-Eakin', 'James G. Roche', 'Neal P. Curtin', '. Gen. John B. Sams Jr. (F Retired)', 'Eric Miller', 'J. Richard Nelson', 'Steven Ellis']","['', '', '', '', '', '', '', '', '']","[('John McCain', ''), ('Christopher Bolkcom', ''), ('Douglas Holtz-Eakin', ''), ('James G. Roche', ''), ('Neal P. Curtin', ''), ('. Gen. John B. Sams Jr. (F Retired)', ''), ('Eric Miller', ''), ('J. Richard Nelson', ''), ('Steven Ellis', '')]",https://www.senate.gov/isvp/?type=arch&comm=commerce&filename=commerce090303p&auto_play=false&wmode=opaque,34.0,34.0,34.0,34.0,33.0,33.0,26.0,26.0
35,09/3/2003,,https://www.commerce.senate.gov/2003/9/columbia-accident-investigation-board-(caib-report-on-shuttle-tragedy-live-on-c-span-3,Columbia Accident Investigation Board (CAIB) Report on Shuttle Tragedy -- LIVE on C-SPAN 3,,Commerce,2022-03-22,"['John McCain', ""Sean O'Keefe"", 'Admiral Harold Gehman (Retired)']","['', '', '']","[('John McCain', ''), (""Sean O'Keefe"", ''), ('Admiral Harold Gehman (Retired)', '')]",,35.0,35.0,35.0,35.0,34.0,34.0,27.0,27.0
36,07/31/2003,,https://www.commerce.senate.gov/2003/7/internet-corporation-assigned-names-and-numbers-(icann,Internet Corporation Assigned Names and Numbers (ICANN),,Commerce,2022-03-22,"['Nancy J. Victory', 'Paul Twomey', 'Ari Balough', 'Alan Davidson', 'Paul Stahura']","['', '', '', '', '']","[('Nancy J. Victory', ''), ('Paul Twomey', ''), ('Ari Balough', ''), ('Alan Davidson', ''), ('Paul Stahura', '')]",,36.0,36.0,36.0,36.0,35.0,35.0,28.0,28.0
37,07/31/2003,,https://www.commerce.senate.gov/2003/7/executive-session,Executive Session,,Commerce,2022-03-22,[],[],[],,37.0,37.0,37.0,37.0,36.0,36.0,29.0,29.0
38,07/30/2003,,https://www.commerce.senate.gov/2003/7/space-exploration,Space Exploration,,Commerce,2022-03-22,"['General Richard C. Brigadier Zilmer', 'Michael J.S. Belton', 'Louis J. Lanzerotti', 'Gregory W. Withee']","['', '', '', '']","[('General Richard C. Brigadier Zilmer', ''), ('Michael J.S. Belton', ''), ('Louis J. Lanzerotti', ''), ('Gregory W. Withee', '')]",,38.0,38.0,38.0,38.0,37.0,37.0,30.0,30.0
39,07/24/2003,,https://www.commerce.senate.gov/2003/7/space-commercialization,Space Commercialization,,Commerce,2022-03-22,"['Dennis Tito', 'Jon B. Kutler', 'Phil McAlister', 'Jeff Greason', 'Elon Musk']","['', '', '', '', '']","[('Dennis Tito', ''), ('Jon B. Kutler', ''), ('Phil McAlister', ''), ('Jeff Greason', ''), ('Elon Musk', '')]",,39.0,39.0,39.0,39.0,38.0,38.0,31.0,31.0
40,07/23/2003,,https://www.commerce.senate.gov/2003/7/public-interest-and-localism,Public Interest and Localism,,Commerce,2022-03-22,"['John McCain', 'Dave Davis', 'Dean Martin Kaplan', 'Robert Corn-Revere', 'Barry M. Faber', 'L. Brent Bozell III']","['', '', '', '', '', '']","[('John McCain', ''), ('Dave Davis', ''), ('Dean Martin Kaplan', ''), ('Robert Corn-Revere', ''), ('Barry M. Faber', ''), ('L. Brent Bozell III', '')]",,40.0,40.0,40.0,40.0,39.0,39.0,32.0,32.0
41,07/16/2003,,https://www.commerce.senate.gov/2003/7/proposed-extension-of-the-internet-tax-moratorium,Proposed Extension of the Internet Tax Moratorium,,Commerce,2022-03-22,"['Paul Misener', 'Billy Hamilton', 'Joseph Ripp', 'Mark Beshears']","['', '', '', '']","[('Paul Misener', ''), ('Billy Hamilton', ''), ('Joseph Ripp', ''), ('Mark Beshears', '')]",,41.0,41.0,41.0,41.0,40.0,40.0,34.0,34.0
42,07/16/2003,,https://www.commerce.senate.gov/2003/7/the-marine-mammal-protection-act-(mmpa,The Marine Mammal Protection Act (MMPA),,Commerce,2022-03-22,"['David Cottingham', 'Rebecca Lent', 'Vice Admiral Charles W. Moore', 'Marshall P. Jones Jr.', 'Nina Young', 'Peter Tyack', 'Rear Admiral Richard D. West (Ret.)', 'Charles Johnson']","['', '', 'https://www.commerce.senate.gov/services/files/A5DF29CE-9BAB-4FE5-84D1-F79D4F3283C3', '', '', 'https://www.commerce.senate.gov/services/files/95D97555-BF56-4712-B9BB-DD633AFB3C76', '', '']","[('David Cottingham', ''), ('Rebecca Lent', ''), ('Vice Admiral Charles W. Moore', 'https://www.commerce.senate.gov/services/files/A5DF29CE-9BAB-4FE5-84D1-F79D4F3283C3'), ('Marshall P. Jones Jr.', ''), ('Nina Young', ''), ('Peter Tyack', 'https://www.commerce.senate.gov/services/files/95D97555-BF56-4712-B9BB-DD633AFB3C76'), ('Rear Admiral Richard D. West (Ret.)', ''), ('Charles Johnson', '')]",,42.0,42.0,42.0,42.0,41.0,41.0,35.0,35.0
43,07/8/2003,,https://www.commerce.senate.gov/2003/7/media-ownership-(radio-consolidation,Media Ownership (Radio Consolidation),,Commerce,2022-03-22,"['Alex Kolobielski', 'Lewis W. Dickey Jr.', 'Jon Mandel', 'Simon Renshaw']","['', '', '', '']","[('Alex Kolobielski', ''), ('Lewis W. Dickey Jr.', ''), ('Jon Mandel', ''), ('Simon Renshaw', '')]",,43.0,43.0,43.0,43.0,42.0,42.0,36.0,36.0
44,07/8/2003,,https://www.commerce.senate.gov/2003/7/nominations-hearing,Nominations Hearing,,Commerce,2022-03-22,"['Nicole Nason', 'Pamela Jones Harbour']","['', '']","[('Nicole Nason', ''), ('Pamela Jones Harbour', '')]",,44.0,44.0,44.0,44.0,43.0,43.0,37.0,37.0
45,07/7/2003,,https://www.commerce.senate.gov/2003/7/future-of-the-james-river-“ghost-fleet,Future of the James River “Ghost Fleet”,,Commerce,2022-03-22,"['Jo Ann Davis', 'William G. Schubert', 'Joe S. Frank', 'David K. Paylor', 'Patricia Jackson', 'M. Kirkland Cox']","['', '', '', '', '', '']","[('Jo Ann Davis', ''), ('William G. Schubert', ''), ('Joe S. Frank', ''), ('David K. Paylor', ''), ('Patricia Jackson', ''), ('M. Kirkland Cox', '')]",,45.0,45.0,45.0,45.0,44.0,44.0,38.0,38.0
46,06/26/2003,,https://www.commerce.senate.gov/2003/6/executive-session,Executive Session,,Commerce,2022-03-22,[],[],[],,46.0,46.0,46.0,46.0,45.0,45.0,39.0,39.0
47,06/24/2003,,https://www.commerce.senate.gov/2003/6/reform-of-the-united-states-olympic-committee-(usoc,Reform of the United States Olympic Committee (USOC),,Commerce,2022-03-22,"['Donald Fehr', 'Dick Ebersol', 'Harvey W. Schiller', 'Donna de Varona', 'Roberta Cooper Ramo', 'Jim Scherr', 'Rachel Godino', 'Robert Marbut', 'Robert Balk', 'Bill Stapleton']","['', '', '', '', '', '', '', '', '', '']","[('Donald Fehr', ''), ('Dick Ebersol', ''), ('Harvey W. Schiller', ''), ('Donna de Varona', ''), ('Roberta Cooper Ramo', ''), ('Jim Scherr', ''), ('Rachel Godino', ''), ('Robert Marbut', ''), ('Robert Balk', ''), ('Bill Stapleton', '')]",,47.0,47.0,47.0,47.0,46.0,46.0,40.0,40.0
48,06/17/2003,,https://www.commerce.senate.gov/2003/6/consumer-product-safety-commission-(cpsc-reauthorization,Consumer Product Safety Commission (CPSC) Reauthorization,,Commerce,2022-03-22,"['Mary Sheila Gall', 'Thomas Moore', 'Hal Stratton', 'R. David Pittle', 'Stephen Gold', 'Robert Polk', 'Alan Korn', 'Rachel Weintraub', 'Gary Kline']","['', '', '', '', '', '', '', '', '']","[('Mary Sheila Gall', ''), ('Thomas Moore', ''), ('Hal Stratton', ''), ('R. David Pittle', ''), ('Stephen Gold', ''), ('Robert Polk', ''), ('Alan Korn', ''), ('Rachel Weintraub', ''), ('Gary Kline', '')]",,48.0,48.0,48.0,48.0,47.0,47.0,42.0,42.0
49,06/16/2003,,https://www.commerce.senate.gov/2003/6/nomination-hearing,Nomination Hearing,,Commerce,2022-03-22,[],[],[],,49.0,49.0,49.0,49.0,48.0,48.0,43.0,43.0
50,06/12/2003,,https://www.commerce.senate.gov/2003/6/hearing-on-advances-in-adult-and-non-embryonic-stem-cell-research,Hearing on Advances in Adult and Non-Embryonic Stem Cell Research,,Commerce,2022-03-22,"['Pablo Rubinstein M..D.', 'David C. Hess', 'Jean D. Peduzzi-Nelson', 'Joanne Kurtzberg', 'John W. McDonald', 'Stephen R. Sprague', 'Keone Penn', 'Steven L. Barsh']","['', '', '', '', '', '', '', '']","[('Pablo Rubinstein M..D.', ''), ('David C. Hess', ''), ('Jean D. Peduzzi-Nelson', ''), ('Joanne Kurtzberg', ''), ('John W. McDonald', ''), ('Stephen R. Sprague', ''), ('Keone Penn', ''), ('Steven L. Barsh', '')]",,50.0,50.0,50.0,50.0,49.0,49.0,45.0,45.0
51,06/12/2003,,https://www.commerce.senate.gov/2003/6/global-overfishing-and-international-fisheries-management,Global Overfishing and International Fisheries Management,,Commerce,2022-03-22,"['Admiral Thomas Collins', 'John F. Turner', 'Rebecca Lent', 'Patrick J. Sullivan', 'Richard Ruais', 'Ransom A. Myers', 'Lisa Speer']","['', '', '', '', '', '', '']","[('Admiral Thomas Collins', ''), ('John F. Turner', ''), ('Rebecca Lent', ''), ('Patrick J. Sullivan', ''), ('Richard Ruais', ''), ('Ransom A. Myers', ''), ('Lisa Speer', '')]",,51.0,51.0,51.0,51.0,50.0,50.0,46.0,46.0
52,06/11/2003,,https://www.commerce.senate.gov/2003/6/federal-trade-commission-(ftc-reauthorization,Federal Trade Commission (FTC) Reauthorization,,Commerce,2022-03-22,"['Gordon Smith', 'U.S. Conrad Burns', 'Thomas B. Leary', 'Timothy Muris', 'Mozelle W. Thompson', 'Orson Swindle', 'Ari Schwartz', 'Sarah Deutsch', 'Susan Grant', 'Scott Cooper', 'Marc Rotenberg']","['', '', '', '', '', '', '', '', '', '', '']","[('Gordon Smith', ''), ('U.S. Conrad Burns', ''), ('Thomas B. Leary', ''), ('Timothy Muris', ''), ('Mozelle W. Thompson', ''), ('Orson Swindle', ''), ('Ari Schwartz', ''), ('Sarah Deutsch', ''), ('Susan Grant', ''), ('Scott Cooper', ''), ('Marc Rotenberg', '')]",,52.0,52.0,52.0,52.0,51.0,51.0,47.0,47.0
53,06/10/2003,,https://www.commerce.senate.gov/2003/6/federal-motor-carrier-safety-administration-reauthorization,Federal Motor Carrier Safety Administration Reauthorization,,Commerce,2022-03-22,"['Annette M. Sandberg', 'Douglas G. Duncan', 'LaMont Byrd', 'Joseph M. Harrison', 'Peter Hurst', 'Joan B. Claybrook']","['', '', '', '', '', '']","[('Annette M. Sandberg', ''), ('Douglas G. Duncan', ''), ('LaMont Byrd', ''), ('Joseph M. Harrison', ''), ('Peter Hurst', ''), ('Joan B. Claybrook', '')]",,53.0,53.0,53.0,53.0,52.0,52.0,48.0,48.0
54,06/6/2003,,https://www.commerce.senate.gov/2003/6/carbon-sequestration-field-hearing,Carbon Sequestration - Field Hearing,,Commerce,2022-03-22,"['Chuck Rice', 'William G. Hohenstein', 'James R. Mahoney', 'Peggy Blackman', 'Melissa Carey', 'Michael Walsh', 'Ted Hartsig']","['', '', '', '', '', '', '']","[('Chuck Rice', ''), ('William G. Hohenstein', ''), ('James R. Mahoney', ''), ('Peggy Blackman', ''), ('Melissa Carey', ''), ('Michael Walsh', ''), ('Ted Hartsig', '')]",,54.0,54.0,54.0,54.0,53.0,53.0,49.0,49.0
55,06/5/2003,,https://www.commerce.senate.gov/2003/6/maritime-administration-title-xi-loan-program,Maritime Administration Title XI Loan Program,,Commerce,2022-03-22,"['Thomas J. McCool', 'William G. Schubert', 'Kenneth Mead']","['', '', '']","[('Thomas J. McCool', ''), ('William G. Schubert', ''), ('Kenneth Mead', '')]",,55.0,55.0,55.0,55.0,54.0,54.0,50.0,50.0
56,06/5/2003,,https://www.commerce.senate.gov/2003/6/intercity-passenger-rail-finance,Intercity Passenger Rail Finance,,Commerce,2022-03-22,"['Robert Serlin', 'Allan Rutter', 'Sonny Hall', 'Jeff Morales', 'Edward Hamberger', 'James (Rocky) Query']","['', '', '', '', '', '']","[('Robert Serlin', ''), ('Allan Rutter', ''), ('Sonny Hall', ''), ('Jeff Morales', ''), ('Edward Hamberger', ''), ('James (Rocky) Query', '')]",,56.0,56.0,56.0,56.0,55.0,55.0,51.0,51.0
57,06/4/2003,,https://www.commerce.senate.gov/2003/6/fcc-oversight,FCC Oversight,,Commerce,2022-03-22,"['Kevin J. Martin', 'Kathleen Q. Abernathy', 'Michael J. Copps', 'Jonathan S. Adelstein', 'Michael K. Powell']","['https://www.commerce.senate.gov/services/files/09AFB80B-7ABE-4F12-B50E-332E982ED61E', 'https://www.commerce.senate.gov/services/files/B9230F86-B1EE-49D1-9FAC-6AC43C9B7383', 'https://www.commerce.senate.gov/services/files/5200FF9C-ABE7-47A9-A2DE-EEE8F863C438', '', 'https://www.commerce.senate.gov/services/files/C2ED5DAE-4CEA-42D9-9204-3F81FD567625']","[('Kevin J. Martin', 'https://www.commerce.senate.gov/services/files/09AFB80B-7ABE-4F12-B50E-332E982ED61E'), ('Kathleen Q. Abernathy', 'https://www.commerce.senate.gov/services/files/B9230F86-B1EE-49D1-9FAC-6AC43C9B7383'), ('Michael J. Copps', 'https://www.commerce.senate.gov/services/files/5200FF9C-ABE7-47A9-A2DE-EEE8F863C438'), ('Jonathan S. Adelstein', ''), ('Michael K. Powell', 'https://www.commerce.senate.gov/services/files/C2ED5DAE-4CEA-42D9-9204-3F81FD567625')]",,57.0,57.0,57.0,57.0,56.0,56.0,52.0,52.0
58,06/3/2003,,https://www.commerce.senate.gov/2003/6/space-propulsion,Space Propulsion,,Commerce,2022-03-22,"['Edward J. Weiler', 'Larry Knauer', 'Byron K. Wood', 'Frank Sietzen', 'James H. Crocker']","['', '', '', '', '']","[('Edward J. Weiler', ''), ('Larry Knauer', ''), ('Byron K. Wood', ''), ('Frank Sietzen', ''), ('James H. Crocker', '')]",,58.0,58.0,58.0,58.0,57.0,57.0,53.0,53.0
59,05/22/2003,,https://www.commerce.senate.gov/2003/5/rural-wireless-technology,Rural Wireless Technology,,Commerce,2022-03-22,"['Mary L. Landrieu', 'Thomas W. Hazlett', 'Larry Roadman', 'Antoinette Bush', 'Andrew S. Wright', 'Harold Kirkpatrick']","['', '', '', '', '', '']","[('Mary L. Landrieu', ''), ('Thomas W. Hazlett', ''), ('Larry Roadman', ''), ('Antoinette Bush', ''), ('Andrew S. Wright', ''), ('Harold Kirkpatrick', '')]",,59.0,59.0,59.0,59.0,58.0,58.0,54.0,54.0
60,05/22/2003,,https://www.commerce.senate.gov/2003/5/national-highway-traffic-safety-administration-(nhtsa-reauthorization,National Highway Traffic Safety Administration (NHTSA) Reauthorization,,Commerce,2022-03-22,"['Peter Guerrero', 'Jeffrey Runge', 'Jackie Gillan', 'Rick Berman', 'Katheryn Swanson', 'Wendy Hamilton', 'Josephine Cooper']","['', '', '', '', '', '', '']","[('Peter Guerrero', ''), ('Jeffrey Runge', ''), ('Jackie Gillan', ''), ('Rick Berman', ''), ('Katheryn Swanson', ''), ('Wendy Hamilton', ''), ('Josephine Cooper', '')]",,60.0,60.0,60.0,60.0,59.0,59.0,55.0,55.0
61,05/22/2003,,https://www.commerce.senate.gov/2003/5/media-ownership,Media Ownership,,Commerce,2022-03-22,"['Wayne Allard', 'Tom Fontana', 'Rupert Murdoch', 'Kent W. Mikkelsen']","['', '', '', '']","[('Wayne Allard', ''), ('Tom Fontana', ''), ('Rupert Murdoch', ''), ('Kent W. Mikkelsen', '')]",,61.0,61.0,61.0,61.0,60.0,60.0,56.0,56.0
62,05/21/2003,,https://www.commerce.senate.gov/2003/5/tea-21-reauthorization,TEA-21 Reauthorization,,Commerce,2022-03-22,['Norman Y. Mineta'],[''],"[('Norman Y. Mineta', '')]",,62.0,62.0,62.0,62.0,61.0,61.0,57.0,57.0
63,05/21/2003,,https://www.commerce.senate.gov/2003/5/spam-(unsolicited-commercial-e-mail,Spam (Unsolicited Commercial E-Mail),,Commerce,2022-03-22,"['Mark Dayton', 'Charles E. Schumer', 'Orson Swindle', 'Mozelle W. Thompson', 'Ronald Scelson', 'Enrique Salem', 'Marc Rotenberg', 'Ted Leonsis', 'Trevor Hughes']","['', '', '', '', '', '', '', '', '']","[('Mark Dayton', ''), ('Charles E. Schumer', ''), ('Orson Swindle', ''), ('Mozelle W. Thompson', ''), ('Ronald Scelson', ''), ('Enrique Salem', ''), ('Marc Rotenberg', ''), ('Ted Leonsis', ''), ('Trevor Hughes', '')]",,63.0,63.0,63.0,63.0,62.0,62.0,58.0,58.0
64,05/20/2003,,https://www.commerce.senate.gov/2003/5/bering-sea/aleutian-island-crab-rationalization-plan,Bering Sea/Aleutian Island Crab Rationalization Plan,,Commerce,2022-03-22,"['Patty Murray', 'Frank Kelty', 'Dave Fraser', 'Kevin Duffy', 'Arni Thomson']","['', '', '', '', '']","[('Patty Murray', ''), ('Frank Kelty', ''), ('Dave Fraser', ''), ('Kevin Duffy', ''), ('Arni Thomson', '')]",,64.0,64.0,64.0,64.0,63.0,63.0,59.0,59.0
65,05/20/2003,,https://www.commerce.senate.gov/2003/5/ceo-compensation,CEO Compensation,,Commerce,2022-03-22,"['Prof. Brian Hall', 'Peter C. Clapman', 'Joseph E. Bachelder', 'Sean Harrigan', 'Damon A. Silvers']","['', '', '', '', '']","[('Prof. Brian Hall', ''), ('Peter C. Clapman', ''), ('Joseph E. Bachelder', ''), ('Sean Harrigan', ''), ('Damon A. Silvers', '')]",,65.0,65.0,65.0,65.0,64.0,64.0,60.0,60.0
66,05/15/2003,,https://www.commerce.senate.gov/2003/5/marine-mammal-protection-act-postponed,Marine Mammal Protection Act - - - -  POSTPONED.,,Commerce,2022-03-22,"['John E. Reynolds III', 'Marshall P. Jones Jr.', 'Vice Admiral Charles W. Moore Jr.', 'Rebecca Lent', 'Charles Johnson', 'Rear Admiral Richard D West UNS (Ret.)', 'Peter Tyack', 'Nina Young']","['', '', '', '', '', '', '', '']","[('John E. Reynolds III', ''), ('Marshall P. Jones Jr.', ''), ('Vice Admiral Charles W. Moore Jr.', ''), ('Rebecca Lent', ''), ('Charles Johnson', ''), ('Rear Admiral Richard D West UNS (Ret.)', ''), ('Peter Tyack', ''), ('Nina Young', '')]",,66.0,66.0,66.0,66.0,65.0,65.0,61.0,61.0
67,05/15/2003,,https://www.commerce.senate.gov/2003/5/title-xi-reform-hearing-is-postponed,Title XI Reform- - - - -Hearing is POSTPONED.,,Commerce,2022-03-22,"['William G. Schubert', 'Kenneth Mead', 'Thomas J. McCool']","['', '', '']","[('William G. Schubert', ''), ('Kenneth Mead', ''), ('Thomas J. McCool', '')]",,67.0,67.0,67.0,67.0,66.0,66.0,62.0,62.0
68,05/14/2003,,https://www.commerce.senate.gov/2003/5/space-shuttle-columbia-investigation,Space Shuttle Columbia  Investigation,,Commerce,2022-03-22,"[""Sean O'Keefe"", 'Admiral Harold Gehman']","['', '']","[(""Sean O'Keefe"", ''), ('Admiral Harold Gehman', '')]",,68.0,68.0,68.0,68.0,67.0,67.0,63.0,63.0
69,05/13/2003,,https://www.commerce.senate.gov/2003/5/media-ownership-(broadcast-television,Media Ownership (Broadcast Television),,Commerce,2022-03-22,"['William Dean Singleton', 'Mel Karmazin', 'Jim Goodmon', 'Frank A. Blethen', 'Kent Mikkelsen']","['', '', '', '', '']","[('William Dean Singleton', ''), ('Mel Karmazin', ''), ('Jim Goodmon', ''), ('Frank A. Blethen', ''), ('Kent Mikkelsen', '')]",,69.0,69.0,69.0,69.0,68.0,68.0,64.0,64.0
70,05/8/2003,,https://www.commerce.senate.gov/2003/5/nomination-of-annette-sandburg-to-be-administrator-of-the-federal-motor-carrier-safety-administration-(fmcsa,Nomination of Annette Sandburg to be Administrator of the Federal Motor Carrier Safety Administration (FMCSA),,Commerce,2022-03-22,[],[],[],,70.0,70.0,70.0,70.0,69.0,69.0,65.0,65.0
71,05/7/2003,,https://www.commerce.senate.gov/2003/5/the-future-fo-the-hydrogen-fuel-cell,The Future fo the Hydrogen Fuel Cell,,Commerce,2022-03-22,"['David K. Garman', 'John Marburger III', 'Francis R. Preli Jr.', 'Byron McCormick']","['', '', '', '']","[('David K. Garman', ''), ('John Marburger III', ''), ('Francis R. Preli Jr.', ''), ('Byron McCormick', '')]",,71.0,71.0,71.0,71.0,70.0,70.0,66.0,66.0
72,05/7/2003,,https://www.commerce.senate.gov/2003/5/climate-change,Climate Change,,Commerce,2022-03-22,"['Diana M. Liverman', 'Andrew Solow', 'Anthony C. Janetos', 'Thomas E. Graedel', 'Richard Alley']","['', '', '', '', '']","[('Diana M. Liverman', ''), ('Andrew Solow', ''), ('Anthony C. Janetos', ''), ('Thomas E. Graedel', ''), ('Richard Alley', '')]",,72.0,72.0,72.0,72.0,71.0,71.0,67.0,67.0
73,05/6/2003,,https://www.commerce.senate.gov/2003/5/media-ownership-video-markets,Media Ownership ( Video Markets),,Commerce,2022-03-22,"['William B. Shear', 'Leo Hindery Jr.', 'Gene Kimmelman', 'James Robbins', 'Charles F. Dolan', 'James M. Gleason']","['', '', '', '', '', '']","[('William B. Shear', ''), ('Leo Hindery Jr.', ''), ('Gene Kimmelman', ''), ('James Robbins', ''), ('Charles F. Dolan', ''), ('James M. Gleason', '')]",,73.0,73.0,73.0,73.0,72.0,72.0,68.0,68.0
74,05/1/2003,,https://www.commerce.senate.gov/2003/5/nanotechnology,Nanotechnology,,Commerce,2022-03-22,"['James Roberto', 'Clayton Teague', 'James Murday', 'Jun Jiao', 'Davis Baird', 'James R. Von Ehr II', 'Kent A. Murphy']","['', '', '', '', '', '', '']","[('James Roberto', ''), ('Clayton Teague', ''), ('James Murday', ''), ('Jun Jiao', ''), ('Davis Baird', ''), ('James R. Von Ehr II', ''), ('Kent A. Murphy', '')]",,74.0,74.0,74.0,74.0,73.0,73.0,69.0,69.0
75,05/1/2003,,https://www.commerce.senate.gov/2003/5/executive-session,Executive Session,,Commerce,2022-03-22,[],[],[],,75.0,75.0,75.0,75.0,74.0,74.0,70.0,70.0
76,04/30/2003,,https://www.commerce.senate.gov/2003/4/fire-research-act,Fire Research Act,,Commerce,2022-03-22,"['Dave Camp', 'Curt Weldon', 'R. David Paulison', 'Arden L. Bement Jr.', 'James M. Shannon', ""Kevin O'Connor"", 'Chief Philip C. Stittleburg', 'Chief Randy R. Bruegman']","['', '', '', '', '', '', '', '']","[('Dave Camp', ''), ('Curt Weldon', ''), ('R. David Paulison', ''), ('Arden L. Bement Jr.', ''), ('James M. Shannon', ''), (""Kevin O'Connor"", ''), ('Chief Philip C. Stittleburg', ''), ('Chief Randy R. Bruegman', '')]",,76.0,76.0,76.0,76.0,75.0,75.0,71.0,71.0
77,04/29/2003,,https://www.commerce.senate.gov/2003/4/amtrak,AMTRAK,,Commerce,2022-03-22,"['David Gunn', 'Michael P. Jackson', 'Kenneth Mead', 'David D. King', 'John Winner', 'Hank Dittmar', 'Alan Landes', 'Michael Pracht']","['', '', '', '', '', '', '', '']","[('David Gunn', ''), ('Michael P. Jackson', ''), ('Kenneth Mead', ''), ('David D. King', ''), ('John Winner', ''), ('Hank Dittmar', ''), ('Alan Landes', ''), ('Michael Pracht', '')]",,77.0,77.0,77.0,77.0,76.0,76.0,72.0,72.0
78,04/14/2003,,https://www.commerce.senate.gov/2003/4/fueling-the-northwest-economy-through-innovation,Fueling the Northwest Economy Through Innovation,,Commerce,2022-03-22,[],[],[],,78.0,78.0,78.0,78.0,77.0,77.0,73.0,73.0
79,04/10/2003,,https://www.commerce.senate.gov/2003/4/neurobiological-research-and-the-impact-of-media,Neurobiological Research and the Impact of Media,,Commerce,2022-03-22,"['Joanne Cantor', 'Dale Kunkel', 'Michael Rich', 'John Murray', 'Daniel R. Anderson']","['', '', '', '', '']","[('Joanne Cantor', ''), ('Dale Kunkel', ''), ('Michael Rich', ''), ('John Murray', ''), ('Daniel R. Anderson', '')]",,79.0,79.0,79.0,79.0,78.0,78.0,74.0,74.0
80,04/10/2003,,https://www.commerce.senate.gov/2003/4/faa-reauthorization,FAA Reauthorization,,Commerce,2022-03-22,"['Marion Blakey', 'Read Van de Water']","['', '']","[('Marion Blakey', ''), ('Read Van de Water', '')]",,80.0,80.0,80.0,80.0,79.0,79.0,75.0,75.0
81,04/9/2003,,https://www.commerce.senate.gov/2003/4/transportation-and-border-security,Transportation and Border Security,,Commerce,2022-03-22,['Tom Ridge'],[''],"[('Tom Ridge', '')]",,81.0,81.0,81.0,81.0,80.0,80.0,76.0,76.0
