,Date,Time,URL,Title,Location,Committee,Date Scraped,video_url,witnesses,transcripts,witness_transcripts
45,6/12/19,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=C3A06CAC-0B40-41DB-A5F7-FE704D9D8259,Reauthorization of the SBA’s Contracting Programs,,SBC,2022-03-22,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz061219&auto_play=false,"['Robb Wong', 'William Shear', 'Vicki Marino', 'Delali Dzirasa', 'Laurie Sayles']","['https://www.sbc.senate.gov/public/_cache/files/0/c/0c63a59e-c67c-4a17-a384-c02c6483ee19/09AACF50125F1E2E5AF6C5E4F58DD973.wong-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/6/f/6fe4549f-1b80-4b0f-a0ca-d2b79e828d58/EEAF67A423EB077B3E3F3081182ED91C.shear-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/d/8/d8c29836-cb20-46c3-958b-251e0147fc55/48B3CB3550A46B4C2241B59F9E7950FE.marino-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/d/8/d86c3b59-2f30-42f5-9178-d6c465f02afc/3BB5DAEFC46EBF61159B59E6072E6CB0.dzirasa-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/5/d/5d78686d-c113-48fa-bdc1-105dc93af8fb/2BAEBE19563AD4D152511FAF03D8D3A7.sayles-testimony.pdf']","[('Robb Wong', 'https://www.sbc.senate.gov/public/_cache/files/0/c/0c63a59e-c67c-4a17-a384-c02c6483ee19/09AACF50125F1E2E5AF6C5E4F58DD973.wong-testimony.pdf'), ('William Shear', 'https://www.sbc.senate.gov/public/_cache/files/6/f/6fe4549f-1b80-4b0f-a0ca-d2b79e828d58/EEAF67A423EB077B3E3F3081182ED91C.shear-testimony.pdf'), ('Vicki Marino', 'https://www.sbc.senate.gov/public/_cache/files/d/8/d8c29836-cb20-46c3-958b-251e0147fc55/48B3CB3550A46B4C2241B59F9E7950FE.marino-testimony.pdf'), ('Delali Dzirasa', 'https://www.sbc.senate.gov/public/_cache/files/d/8/d86c3b59-2f30-42f5-9178-d6c465f02afc/3BB5DAEFC46EBF61159B59E6072E6CB0.dzirasa-testimony.pdf'), ('Laurie Sayles', 'https://www.sbc.senate.gov/public/_cache/files/5/d/5d78686d-c113-48fa-bdc1-105dc93af8fb/2BAEBE19563AD4D152511FAF03D8D3A7.sayles-testimony.pdf')]"
46,5/22/19,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=BB928C83-E877-4422-B934-546234BD047A,Reauthorization of the SBA Office of Advocacy,,SBC,2022-03-22,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz052219&auto_play=false,"['Major Clark III', 'Winslow Sargeant', 'John Arensmeyer', 'Jeanette Hernandez Prenger', 'Rick Baumann']","['https://www.sbc.senate.gov/public/_cache/files/1/8/185b8300-4629-40f3-a8e6-34466cedbe6b/30D9506856F6F273DCD2286C4836E0F0.clark-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/1/c/1c6cc8d1-1ce3-490e-a954-39c0c2a7ba8c/C1E71AFE5B9001C4646A7C7E3CA0043B.sargeant-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/b/6/b61b160a-19a3-4b5b-b42e-5b3e3c38a638/9BCDA0106143EA3197E6DE1CEC06BB80.arensmeyer-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/e/0/e0f053c3-66ad-434c-a23d-922f3a0432b3/3F98B824DC03197E989F31C65FF4FE9F.prenger-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/a/2/a299499f-2e05-45e4-9754-b9df51209803/F27DB29849E78A35EE848612688BDADC.baumann-testimony.pdf']","[('Major Clark III', 'https://www.sbc.senate.gov/public/_cache/files/1/8/185b8300-4629-40f3-a8e6-34466cedbe6b/30D9506856F6F273DCD2286C4836E0F0.clark-testimony.pdf'), ('Winslow Sargeant', 'https://www.sbc.senate.gov/public/_cache/files/1/c/1c6cc8d1-1ce3-490e-a954-39c0c2a7ba8c/C1E71AFE5B9001C4646A7C7E3CA0043B.sargeant-testimony.pdf'), ('John Arensmeyer', 'https://www.sbc.senate.gov/public/_cache/files/b/6/b61b160a-19a3-4b5b-b42e-5b3e3c38a638/9BCDA0106143EA3197E6DE1CEC06BB80.arensmeyer-testimony.pdf'), ('Jeanette Hernandez Prenger', 'https://www.sbc.senate.gov/public/_cache/files/e/0/e0f053c3-66ad-434c-a23d-922f3a0432b3/3F98B824DC03197E989F31C65FF4FE9F.prenger-testimony.pdf'), ('Rick Baumann', 'https://www.sbc.senate.gov/public/_cache/files/a/2/a299499f-2e05-45e4-9754-b9df51209803/F27DB29849E78A35EE848612688BDADC.baumann-testimony.pdf')]"
47,5/15/19,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=57BB929E-D1E5-4311-9B69-FFDFD46D405A,Reauthorization of the SBA’s Innovation Programs,,SBC,2022-03-22,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz051519&auto_play=false,"['Joseph Shepard', 'John Williams', 'Stephen Ezell', 'Jere W. Glover', 'Sridhar Kota', 'Stephen L. Hoffman']","['https://www.sbc.senate.gov/public/_cache/files/5/0/505e34dc-d17a-4629-999d-6cf9a551ce5a/20843D4D1D25183032332FCA731BA29B.shepard-williams-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/5/0/505e34dc-d17a-4629-999d-6cf9a551ce5a/20843D4D1D25183032332FCA731BA29B.shepard-williams-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/6/8/68c6c715-b02a-427d-9758-04053aee0adb/00301F338FBD811368530986B054931E.ezell-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/f/4/f4742acf-8ad8-4efa-ad40-cdf4ff268d1d/77B96AC6611020E3B539BD12D88C978F.glover-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/e/1/e1c28d8b-882c-4c48-971f-4774c89406a7/D0E730A8BAEECD169AD30B5264AB9C11.kota-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/6/1/61973854-b159-4999-b07c-6927d43e4cea/D824D3F3F48242285FC9A07EAA08DA33.hoffman-testimony.pdf']","[('Joseph Shepard', 'https://www.sbc.senate.gov/public/_cache/files/5/0/505e34dc-d17a-4629-999d-6cf9a551ce5a/20843D4D1D25183032332FCA731BA29B.shepard-williams-testimony.pdf'), ('John Williams', 'https://www.sbc.senate.gov/public/_cache/files/5/0/505e34dc-d17a-4629-999d-6cf9a551ce5a/20843D4D1D25183032332FCA731BA29B.shepard-williams-testimony.pdf'), ('Stephen Ezell', 'https://www.sbc.senate.gov/public/_cache/files/6/8/68c6c715-b02a-427d-9758-04053aee0adb/00301F338FBD811368530986B054931E.ezell-testimony.pdf'), ('Jere W. Glover', 'https://www.sbc.senate.gov/public/_cache/files/f/4/f4742acf-8ad8-4efa-ad40-cdf4ff268d1d/77B96AC6611020E3B539BD12D88C978F.glover-testimony.pdf'), ('Sridhar Kota', 'https://www.sbc.senate.gov/public/_cache/files/e/1/e1c28d8b-882c-4c48-971f-4774c89406a7/D0E730A8BAEECD169AD30B5264AB9C11.kota-testimony.pdf'), ('Stephen L. Hoffman', 'https://www.sbc.senate.gov/public/_cache/files/6/1/61973854-b159-4999-b07c-6927d43e4cea/D824D3F3F48242285FC9A07EAA08DA33.hoffman-testimony.pdf')]"
48,5/3/19,11:30 AM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=66482FF4-6009-4029-8740-3B5D3B87E380,Investing in Idaho: Exploring Ways to Encourage Small Business Innovation and Start-Ups,,SBC,2022-03-22,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz050319&auto_play=false,"['Joseph Shepard', 'Tom Kealey', 'Jay Larsen', 'Will Fowler', 'Brett Palmer']","['https://www.sbc.senate.gov/public/_cache/files/b/8/b81b1b34-1ce3-4f85-9dfb-e3f77544362b/CC0639863D01D5DCB3081C511171E452.shepard-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/4/2/42b1c569-4caa-4b28-ae2a-6308b5ee2442/A46F5793588EB1F9CFB5313CD8102406.kealey-testimony.pdf', '', 'https://www.sbc.senate.gov/public/_cache/files/4/e/4e76f940-98d2-499b-87aa-51e5b61a4a7f/D1920A5502C40BCD9A2B1CB6C983C665.fowler-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/b/e/bed12562-df00-42ac-bb38-a74ab3842ff6/FBCB3D4745ED5B5464CED09A65257AB4.palmer-testimony.pdf']","[('Joseph Shepard', 'https://www.sbc.senate.gov/public/_cache/files/b/8/b81b1b34-1ce3-4f85-9dfb-e3f77544362b/CC0639863D01D5DCB3081C511171E452.shepard-testimony.pdf'), ('Tom Kealey', 'https://www.sbc.senate.gov/public/_cache/files/4/2/42b1c569-4caa-4b28-ae2a-6308b5ee2442/A46F5793588EB1F9CFB5313CD8102406.kealey-testimony.pdf'), ('Jay Larsen', ''), ('Will Fowler', 'https://www.sbc.senate.gov/public/_cache/files/4/e/4e76f940-98d2-499b-87aa-51e5b61a4a7f/D1920A5502C40BCD9A2B1CB6C983C665.fowler-testimony.pdf'), ('Brett Palmer', 'https://www.sbc.senate.gov/public/_cache/files/b/e/bed12562-df00-42ac-bb38-a74ab3842ff6/FBCB3D4745ED5B5464CED09A65257AB4.palmer-testimony.pdf')]"
49,5/1/19,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=D4041B16-DA2E-41C5-8B87-404F30583A69,Reauthorization of the SBA’s Entrepreneurial Development Programs,,SBC,2022-03-22,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz050119&auto_play=false,"['Allen Gutierrez', 'Hannibal Ware', 'Michael Myhre', 'Kenneth W. Yancey Jr.', 'Kiesha Haughton', 'Darcella Craven']","['https://www.sbc.senate.gov/public/_cache/files/8/b/8bba37a8-ab65-4eb0-9f09-1b1d8a0acbf2/4E6BBA0433F7136699E46137A848C439.gutierrez-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/c/0/c00fc013-d431-48d6-a855-546a15feec77/B5969A68F967E73707495AF186EE06A5.ware-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/e/e/ee8c5d55-250b-4d90-be86-717151c381ab/07E53E27C6E0290E3ED92BB65278E4C2.myhre-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/8/1/817dc875-fdde-4a68-af8c-efce46a5c8f5/13FDC3AFA786AAF5420FE7C8B9432E3D.yancey-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/5/0/50f161fd-955b-4ddf-b819-d4ae8903dd0a/3A4B9507BBD350B262023FC1F20A6268.haughton-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/d/e/deb0caf7-dcef-4d8a-a06c-40961b92bcf4/0A31FBE304D1B0B291F12C52034336DE.craven-testimony.pdf']","[('Allen Gutierrez', 'https://www.sbc.senate.gov/public/_cache/files/8/b/8bba37a8-ab65-4eb0-9f09-1b1d8a0acbf2/4E6BBA0433F7136699E46137A848C439.gutierrez-testimony.pdf'), ('Hannibal Ware', 'https://www.sbc.senate.gov/public/_cache/files/c/0/c00fc013-d431-48d6-a855-546a15feec77/B5969A68F967E73707495AF186EE06A5.ware-testimony.pdf'), ('Michael Myhre', 'https://www.sbc.senate.gov/public/_cache/files/e/e/ee8c5d55-250b-4d90-be86-717151c381ab/07E53E27C6E0290E3ED92BB65278E4C2.myhre-testimony.pdf'), ('Kenneth W. Yancey Jr.', 'https://www.sbc.senate.gov/public/_cache/files/8/1/817dc875-fdde-4a68-af8c-efce46a5c8f5/13FDC3AFA786AAF5420FE7C8B9432E3D.yancey-testimony.pdf'), ('Kiesha Haughton', 'https://www.sbc.senate.gov/public/_cache/files/5/0/50f161fd-955b-4ddf-b819-d4ae8903dd0a/3A4B9507BBD350B262023FC1F20A6268.haughton-testimony.pdf'), ('Darcella Craven', 'https://www.sbc.senate.gov/public/_cache/files/d/e/deb0caf7-dcef-4d8a-a06c-40961b92bcf4/0A31FBE304D1B0B291F12C52034336DE.craven-testimony.pdf')]"
50,4/10/19,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=ABD47938-0D63-4C12-A660-9C2FD732F42F,Reauthorization of the SBA’s International Trade Programs,,SBC,2022-03-22,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz041019&auto_play=false,"['David M. Glaccum', 'Manny Mencia', 'Signe Pringle', 'Daniel Pische', 'Scott Gornall']","['https://www.sbc.senate.gov/public/_cache/files/3/d/3ddd8824-dd0d-4aa8-a685-b9d476e1f31c/A65FDA27FFD3A05E72145099A748FB29.glaccum-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/2/2/2243f734-2048-4f16-8886-30cccab01f08/6596B9EAA75D60554BBDE6AC430CEA2E.mencia-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/4/e/4e91acac-42ad-42ba-91d3-14a1fe7895c5/2E1043003F169A13A0E1CAC8352698C4.pringle-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/7/3/739346be-a5ab-49d1-a347-a1a6e49a9d77/552D336102BCFFBE18466F44D19AAEA1.pische-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/9/2/92f3061d-c49f-43d4-8026-cefc228717e8/774D31AACD150DEA75936FD596CDA0B3.gornall-testimony.pdf']","[('David M. Glaccum', 'https://www.sbc.senate.gov/public/_cache/files/3/d/3ddd8824-dd0d-4aa8-a685-b9d476e1f31c/A65FDA27FFD3A05E72145099A748FB29.glaccum-testimony.pdf'), ('Manny Mencia', 'https://www.sbc.senate.gov/public/_cache/files/2/2/2243f734-2048-4f16-8886-30cccab01f08/6596B9EAA75D60554BBDE6AC430CEA2E.mencia-testimony.pdf'), ('Signe Pringle', 'https://www.sbc.senate.gov/public/_cache/files/4/e/4e91acac-42ad-42ba-91d3-14a1fe7895c5/2E1043003F169A13A0E1CAC8352698C4.pringle-testimony.pdf'), ('Daniel Pische', 'https://www.sbc.senate.gov/public/_cache/files/7/3/739346be-a5ab-49d1-a347-a1a6e49a9d77/552D336102BCFFBE18466F44D19AAEA1.pische-testimony.pdf'), ('Scott Gornall', 'https://www.sbc.senate.gov/public/_cache/files/9/2/92f3061d-c49f-43d4-8026-cefc228717e8/774D31AACD150DEA75936FD596CDA0B3.gornall-testimony.pdf')]"
51,4/5/19,1:00 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=3E07A8E2-F040-4873-8285-4480A3D632B0,"Keeping Small, Premium Cigar Businesses Rolling",,SBC,2022-03-22,,"['Charles Maresca', 'Brad Rodu', 'Jeff Borysiewicz', 'Drew Newman']","['https://www.sbc.senate.gov/public/_cache/files/d/e/de05a476-2766-4d96-8fcf-7b43b1ad93b8/7AABBADE29075997DA86BA50F97A87FA.maresca-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/c/3/c3c45d8e-2c0e-44d7-bdb7-ceb1b36f1197/0A50A2401E890C1297806CB4D0A019CA.rodu-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/4/a/4a81f90a-a55a-4b75-8f5f-4e0053e0c3d5/0A658681D983565A808DD4C00F409C57.borysiewicz-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/c/c/cc8a3daa-1bb2-4c33-ade2-434a1b748c43/D0428BA63C5B4D38269DB80A518FB2DA.newman-testimony.pdf']","[('Charles Maresca', 'https://www.sbc.senate.gov/public/_cache/files/d/e/de05a476-2766-4d96-8fcf-7b43b1ad93b8/7AABBADE29075997DA86BA50F97A87FA.maresca-testimony.pdf'), ('Brad Rodu', 'https://www.sbc.senate.gov/public/_cache/files/c/3/c3c45d8e-2c0e-44d7-bdb7-ceb1b36f1197/0A50A2401E890C1297806CB4D0A019CA.rodu-testimony.pdf'), ('Jeff Borysiewicz', 'https://www.sbc.senate.gov/public/_cache/files/4/a/4a81f90a-a55a-4b75-8f5f-4e0053e0c3d5/0A658681D983565A808DD4C00F409C57.borysiewicz-testimony.pdf'), ('Drew Newman', 'https://www.sbc.senate.gov/public/_cache/files/c/c/cc8a3daa-1bb2-4c33-ade2-434a1b748c43/D0428BA63C5B4D38269DB80A518FB2DA.newman-testimony.pdf')]"
52,4/3/19,2:45 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=5D08DA7B-9EE4-4903-B503-9FC2D7806648,Reauthorization of the SBA’s Access to Capital Programs,,SBC,2022-03-22,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz040319&auto_play=false,"['William Manger', 'Julie Huston', 'Patricia Kibbe', 'Robert Villarreal', 'Connie Evans']","['https://www.sbc.senate.gov/public/_cache/files/c/3/c3854cdf-d1f1-4e54-a1a6-80e90888d8df/34CFD5236B3E07C321DDAAA1469CEB99.manger-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/2/c/2ca62da2-09f2-487e-96a7-3c30a5c48623/5551C49B4DC1EC58E3082622F008E8F9.huston-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/8/e/8e0f29d4-0234-47b7-93d2-53b763c682b7/894CFDC7F8A8EF1C4C101C787D931DFA.kibbe-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/9/0/90b615c6-f1bd-4f73-8e45-d68881ac3b25/D6D06F5E4484CFCCA036B58C1ABF1B4B.villarreal-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/0/8/0831a50e-d4ab-448e-bb76-61103094f04c/4D943BC5486A39B818E1F760E895888D.evans-testimony.pdf']","[('William Manger', 'https://www.sbc.senate.gov/public/_cache/files/c/3/c3854cdf-d1f1-4e54-a1a6-80e90888d8df/34CFD5236B3E07C321DDAAA1469CEB99.manger-testimony.pdf'), ('Julie Huston', 'https://www.sbc.senate.gov/public/_cache/files/2/c/2ca62da2-09f2-487e-96a7-3c30a5c48623/5551C49B4DC1EC58E3082622F008E8F9.huston-testimony.pdf'), ('Patricia Kibbe', 'https://www.sbc.senate.gov/public/_cache/files/8/e/8e0f29d4-0234-47b7-93d2-53b763c682b7/894CFDC7F8A8EF1C4C101C787D931DFA.kibbe-testimony.pdf'), ('Robert Villarreal', 'https://www.sbc.senate.gov/public/_cache/files/9/0/90b615c6-f1bd-4f73-8e45-d68881ac3b25/D6D06F5E4484CFCCA036B58C1ABF1B4B.villarreal-testimony.pdf'), ('Connie Evans', 'https://www.sbc.senate.gov/public/_cache/files/0/8/0831a50e-d4ab-448e-bb76-61103094f04c/4D943BC5486A39B818E1F760E895888D.evans-testimony.pdf')]"
53,3/27/19,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=B732C261-9DC3-40FB-859F-0EAA7C657C24,Small Business Committee to hold a Business Meeting,,SBC,2022-03-22,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz032719&auto_play=false,[],[],[]
54,3/13/19,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=2244D0B2-41A2-469C-8650-7856E534138B,Cyber Crime: An Existential Threat to Small Business,,SBC,2022-03-22,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz031319&auto_play=false,"['Charles Romine', 'Maria Roat', 'Karen A. Harper', 'Elizabeth Hyman', 'Stacey Smith']","['https://www.sbc.senate.gov/public/_cache/files/e/3/e3caa50f-985e-42aa-b553-6391aed8ff38/3E9439632907B0CDA5B87435FB38ADEC.romine-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/f/f/ff53cd00-f337-4197-906e-3b81e423c522/EC55113D47C2CC6B670E4C59C734F771.roat-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/8/d/8dadc224-49a2-46aa-8f8c-d631355cc640/BE0C39048C3D60699604057BF01ACE64.harper-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/7/2/72127450-e169-4a4c-9701-965358ccc1b1/F07D4D6C48E8C539E647CC032953B1FE.hyman-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/7/b/7b565c53-eb25-4e75-a3e0-5d9f2c8f4ec4/51D66C66E6D32AD59AEED780DC69896A.smith-testimony.pdf']","[('Charles Romine', 'https://www.sbc.senate.gov/public/_cache/files/e/3/e3caa50f-985e-42aa-b553-6391aed8ff38/3E9439632907B0CDA5B87435FB38ADEC.romine-testimony.pdf'), ('Maria Roat', 'https://www.sbc.senate.gov/public/_cache/files/f/f/ff53cd00-f337-4197-906e-3b81e423c522/EC55113D47C2CC6B670E4C59C734F771.roat-testimony.pdf'), ('Karen A. Harper', 'https://www.sbc.senate.gov/public/_cache/files/8/d/8dadc224-49a2-46aa-8f8c-d631355cc640/BE0C39048C3D60699604057BF01ACE64.harper-testimony.pdf'), ('Elizabeth Hyman', 'https://www.sbc.senate.gov/public/_cache/files/7/2/72127450-e169-4a4c-9701-965358ccc1b1/F07D4D6C48E8C539E647CC032953B1FE.hyman-testimony.pdf'), ('Stacey Smith', 'https://www.sbc.senate.gov/public/_cache/files/7/b/7b565c53-eb25-4e75-a3e0-5d9f2c8f4ec4/51D66C66E6D32AD59AEED780DC69896A.smith-testimony.pdf')]"
55,3/6/19,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=86670155-B42D-48C4-A379-9C96B52933E6,Small Business and the American Worker,,SBC,2022-03-22,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz030619&auto_play=false,"['Oren Cass', 'Betsey Stevenson', 'Caryn York', 'John Lettieri']","['https://www.sbc.senate.gov/public/_cache/files/4/0/40689b76-80d1-48b8-aa60-3e50e82cb2da/0A806FDC7B1EB24F3A0D732C23566022.cass-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/c/6/c6868948-6db4-4172-bd4b-04e9fd8636b7/AB711703262D73A17C407B9FA8389979.stevenson-testimony-revised.pdf', 'https://www.sbc.senate.gov/public/_cache/files/9/3/9398060f-6177-43b5-9ba2-1051d45767d4/28C94BFE219C5B7D57F6D578562313C7.york-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/4/3/43087d40-038b-4740-a736-be856d11f7cd/B834E9B1D18594DE7F7B1FDF853D591F.lettieri-testimony.pdf']","[('Oren Cass', 'https://www.sbc.senate.gov/public/_cache/files/4/0/40689b76-80d1-48b8-aa60-3e50e82cb2da/0A806FDC7B1EB24F3A0D732C23566022.cass-testimony.pdf'), ('Betsey Stevenson', 'https://www.sbc.senate.gov/public/_cache/files/c/6/c6868948-6db4-4172-bd4b-04e9fd8636b7/AB711703262D73A17C407B9FA8389979.stevenson-testimony-revised.pdf'), ('Caryn York', 'https://www.sbc.senate.gov/public/_cache/files/9/3/9398060f-6177-43b5-9ba2-1051d45767d4/28C94BFE219C5B7D57F6D578562313C7.york-testimony.pdf'), ('John Lettieri', 'https://www.sbc.senate.gov/public/_cache/files/4/3/43087d40-038b-4740-a736-be856d11f7cd/B834E9B1D18594DE7F7B1FDF853D591F.lettieri-testimony.pdf')]"
56,2/27/19,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=CD9AE57D-003A-465B-B482-9F2135A6AC7C,Made in China 2025 and the Future of American Industry,,SBC,2022-03-22,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz022719&auto_play=false,"['Brad Setser', 'Robert Atkinson', 'Andrew Rush', 'Bonnie S. Glaser']","['https://www.sbc.senate.gov/public/_cache/files/3/b/3bd85987-d8b4-48b3-a53e-8b49d2060821/4E39BD152B9F358A5E4254D80A512D8B.setser-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/7/9/79588189-a504-4ed6-b957-b352dc4e667d/D7A920E31D3A3C416BDE757AEB24A032.atkinson-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/a/8/a8d31696-4d2d-43b8-8664-e196a9d823dc/A58DF54E7276D4433DEA2C9DAD009F45.rush-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/0/9/090fe492-3ed9-4a1a-b6c1-ebdecec39858/1AB7520770B9032F388CC9E94C79321B.glaser-testimony.pdf']","[('Brad Setser', 'https://www.sbc.senate.gov/public/_cache/files/3/b/3bd85987-d8b4-48b3-a53e-8b49d2060821/4E39BD152B9F358A5E4254D80A512D8B.setser-testimony.pdf'), ('Robert Atkinson', 'https://www.sbc.senate.gov/public/_cache/files/7/9/79588189-a504-4ed6-b957-b352dc4e667d/D7A920E31D3A3C416BDE757AEB24A032.atkinson-testimony.pdf'), ('Andrew Rush', 'https://www.sbc.senate.gov/public/_cache/files/a/8/a8d31696-4d2d-43b8-8664-e196a9d823dc/A58DF54E7276D4433DEA2C9DAD009F45.rush-testimony.pdf'), ('Bonnie S. Glaser', 'https://www.sbc.senate.gov/public/_cache/files/0/9/090fe492-3ed9-4a1a-b6c1-ebdecec39858/1AB7520770B9032F388CC9E94C79321B.glaser-testimony.pdf')]"
57,2/13/19,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=45FADC82-439A-4572-8710-95047648F312,Oversight of the U.S. Small Business Administration,,SBC,2022-03-22,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz021319&auto_play=false,['Linda E. McMahon'],['https://www.sbc.senate.gov/public/_cache/files/e/4/e48c5835-2f34-4cae-b52b-2dc5c6d92ea7/5E9F1E5C23F40C98E4D36B067A1131B7.senate-sbc-mcmahon-2.13.19.pdf'],"[('Linda E. McMahon', 'https://www.sbc.senate.gov/public/_cache/files/e/4/e48c5835-2f34-4cae-b52b-2dc5c6d92ea7/5E9F1E5C23F40C98E4D36B067A1131B7.senate-sbc-mcmahon-2.13.19.pdf')]"
58,2/7/19,1:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=408C5C56-7AB5-4479-8082-A5B51023CA54,The Committee on Small Business and Entrepreneurship will hold a Business Meeting,,SBC,2022-03-22,,[],[],[]
