,Date,Time,URL,Title,Location,Committee,Date Scraped,video_url,witnesses,transcripts,witness_transcripts
0,,,,,,SBC,2022-11-02,,,,
1,9/21/22,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=51EB574E-DA83-4AE3-8B27-E34140854B2F,Oversight of SBA’s State Trade Expansion Program,,SBC,2022-11-02,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz092122&auto_play=false,"['Gabriel Esparza', 'Shaun Akhavan', 'Grace Preston']","['https://www.sbc.senate.gov/public/_cache/files/0/d/0dc29a76-3c18-4cef-88d2-d8c325f2dcd3/27617CFF7D1C16B692D221C24FE8C9C6.esparza-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/8/8/88945713-baf4-40c5-a7b3-cf3c2996d8c4/3DD74DCB0C4B444A531872A9DD8AC114.akhavan-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/0/e/0e84205d-d728-4581-972d-a549e9d9a55b/90C8211B54929E6A76487AA12207D4F6.preston-testimony.pdf']","[('Gabriel Esparza', 'https://www.sbc.senate.gov/public/_cache/files/0/d/0dc29a76-3c18-4cef-88d2-d8c325f2dcd3/27617CFF7D1C16B692D221C24FE8C9C6.esparza-testimony.pdf'), ('Shaun Akhavan', 'https://www.sbc.senate.gov/public/_cache/files/8/8/88945713-baf4-40c5-a7b3-cf3c2996d8c4/3DD74DCB0C4B444A531872A9DD8AC114.akhavan-testimony.pdf'), ('Grace Preston', 'https://www.sbc.senate.gov/public/_cache/files/0/e/0e84205d-d728-4581-972d-a549e9d9a55b/90C8211B54929E6A76487AA12207D4F6.preston-testimony.pdf')]"
3,8/2/22,10:00 AM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=0A1DC5C1-7CE6-41C2-BA68-8E2EF7335FC7,Oversight of SBA’s COVID Economic Injury Disaster Loan Program,,SBC,2022-11-02,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz080222&auto_play=false,"['Patrick Kelley', '']","['', '']","[('Patrick Kelley', ''), ('', '')]"
5,7/27/22,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=8BDF5E57-2CE4-4AF6-8B87-22D79AFE7216,A New Start: Opportunities and Barriers to Entrepreneurship for Returning Citizens and Justice Impacted Individuals,,SBC,2022-11-02,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz072722&auto_play=false,"['Dan Caudill', 'Coss Marte', 'Damon Phillips', 'Rob Perez']","['https://www.sbc.senate.gov/public/_cache/files/8/8/8857fcd7-c3b4-4208-8fba-df5d9eb290d9/E74788CF5ED0995BC0090CCC99BC5427.caudill-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/c/8/c8d0cd83-39e2-4d61-85fa-ecb2a787d622/B80AF041423B299703D39319E468DB2B.marte-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/2/1/21085b47-5d86-4cc7-84a9-29dc58e395c5/DE2D78519F7B2E60D8CB5D186A861908.phillips-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/2/d/2d935a6e-adea-4924-ba24-5e82b74a408c/7DD18A1A85D11DEAC3FD4D4BB01387A0.perez-testimony.pdf']","[('Dan Caudill', 'https://www.sbc.senate.gov/public/_cache/files/8/8/8857fcd7-c3b4-4208-8fba-df5d9eb290d9/E74788CF5ED0995BC0090CCC99BC5427.caudill-testimony.pdf'), ('Coss Marte', 'https://www.sbc.senate.gov/public/_cache/files/c/8/c8d0cd83-39e2-4d61-85fa-ecb2a787d622/B80AF041423B299703D39319E468DB2B.marte-testimony.pdf'), ('Damon Phillips', 'https://www.sbc.senate.gov/public/_cache/files/2/1/21085b47-5d86-4cc7-84a9-29dc58e395c5/DE2D78519F7B2E60D8CB5D186A861908.phillips-testimony.pdf'), ('Rob Perez', 'https://www.sbc.senate.gov/public/_cache/files/2/d/2d935a6e-adea-4924-ba24-5e82b74a408c/7DD18A1A85D11DEAC3FD4D4BB01387A0.perez-testimony.pdf')]"
6,7/13/22,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=9AE9E497-2D18-44C8-BBFB-526C4A59083F,Oversight of SBA's Office of Disaster Assistance,,SBC,2022-11-02,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz071322&auto_play=false,['Francisco Sanchez'],['https://www.sbc.senate.gov/public/_cache/files/5/9/59ce84c5-c8d2-447a-bec6-1e10d38a84c6/2B75D8E57FDB2C5448066436333549AB.sanchez-testimony.pdf'],"[('Francisco Sanchez', 'https://www.sbc.senate.gov/public/_cache/files/5/9/59ce84c5-c8d2-447a-bec6-1e10d38a84c6/2B75D8E57FDB2C5448066436333549AB.sanchez-testimony.pdf')]"
8,6/8/22,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=745726FB-DEBD-4F12-9519-919759FD4E53,"The Small Business Workforce Challenge: Causes, Impacts and Solutions",,SBC,2022-11-02,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz060822&auto_play=false,"['Annelies M. Goger', 'Rachel Greszler', 'John Arensmeyer', 'Michael Faulkender Ph.D']","['https://www.sbc.senate.gov/public/_cache/files/3/5/35f9d7b0-ef21-461e-a815-fd908548a821/4B36E5CCEB220FBB1AE8DA752E6E9036.goger-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/a/5/a5a8c228-6ef0-47b9-8de1-3a8468e68d29/6370354B22A6372350A860EB1F51CEA0.greszler-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/7/0/70d9c6c0-835b-4f79-9a1b-26e71f20c812/90CAA0C973180BB917407D14BAACB9B3.arensmeyer-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/2/d/2d36e757-8839-4ba1-9e9e-917e81b9745b/56079B2AF850A8CAC0487F559EB9841C.faulkender-testimony.pdf']","[('Annelies M. Goger', 'https://www.sbc.senate.gov/public/_cache/files/3/5/35f9d7b0-ef21-461e-a815-fd908548a821/4B36E5CCEB220FBB1AE8DA752E6E9036.goger-testimony.pdf'), ('Rachel Greszler', 'https://www.sbc.senate.gov/public/_cache/files/a/5/a5a8c228-6ef0-47b9-8de1-3a8468e68d29/6370354B22A6372350A860EB1F51CEA0.greszler-testimony.pdf'), ('John Arensmeyer', 'https://www.sbc.senate.gov/public/_cache/files/7/0/70d9c6c0-835b-4f79-9a1b-26e71f20c812/90CAA0C973180BB917407D14BAACB9B3.arensmeyer-testimony.pdf'), ('Michael Faulkender Ph.D', 'https://www.sbc.senate.gov/public/_cache/files/2/d/2d36e757-8839-4ba1-9e9e-917e81b9745b/56079B2AF850A8CAC0487F559EB9841C.faulkender-testimony.pdf')]"
10,5/18/22,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=5AB6208F-5F3C-4937-9F99-D375A8724C5A,Small Business Committee to hold a Business Meeting,,SBC,2022-11-02,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz051822&auto_play=false,[],[],[]
12,4/27/22,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=03DEDD0F-CACE-4288-BE7E-C57DFA9D0DB8,Oversight of the U.S. Small Business Administration,,SBC,2022-11-02,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz042722&auto_play=false,['Isabella Guzman'],['https://www.sbc.senate.gov/public/_cache/files/4/f/4ffa21f7-dd08-4ea4-82c5-83f7af542937/671A6BC46D659BFCB37D4E2E9FFDB9FD.guzman-testimony.pdf'],"[('Isabella Guzman', 'https://www.sbc.senate.gov/public/_cache/files/4/f/4ffa21f7-dd08-4ea4-82c5-83f7af542937/671A6BC46D659BFCB37D4E2E9FFDB9FD.guzman-testimony.pdf')]"
14,3/30/22,1:45 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=F5C3AC9C-28D1-4421-B0A0-C21448480EF2,The Supply Chain Crisis and the Implications for Small Businesses,,SBC,2022-11-02,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz033022&auto_play=false,"['Cheetie Kumar', 'Jason Lam', 'Sridhar Kota', 'Joel Griffith']","['https://www.sbc.senate.gov/public/_cache/files/e/a/ead8380b-b47f-4f60-ad88-3ef99a22196a/97AFAB7797BB3E2EB0DA4DD56AD2254F.kumar-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/d/7/d7e8acba-77e1-4c83-85b9-51a7bb68fafa/D7CDA95CAE9261A0C785AD77EA84B0B8.lam-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/a/5/a5ef096a-e41b-48d1-b249-4b5c70183e1e/BF76F9D06AECFFCA1ADFC2FE970CB31F.kota-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/b/9/b93c2ee9-cfec-40f7-b717-8dba675e3b3d/95D11CA780B9F04F29E0E4B9173DCE9A.griffith-testimony.pdf']","[('Cheetie Kumar', 'https://www.sbc.senate.gov/public/_cache/files/e/a/ead8380b-b47f-4f60-ad88-3ef99a22196a/97AFAB7797BB3E2EB0DA4DD56AD2254F.kumar-testimony.pdf'), ('Jason Lam', 'https://www.sbc.senate.gov/public/_cache/files/d/7/d7e8acba-77e1-4c83-85b9-51a7bb68fafa/D7CDA95CAE9261A0C785AD77EA84B0B8.lam-testimony.pdf'), ('Sridhar Kota', 'https://www.sbc.senate.gov/public/_cache/files/a/5/a5ef096a-e41b-48d1-b249-4b5c70183e1e/BF76F9D06AECFFCA1ADFC2FE970CB31F.kota-testimony.pdf'), ('Joel Griffith', 'https://www.sbc.senate.gov/public/_cache/files/b/9/b93c2ee9-cfec-40f7-b717-8dba675e3b3d/95D11CA780B9F04F29E0E4B9173DCE9A.griffith-testimony.pdf')]"
15,3/16/22,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=AE9199BE-80BB-479E-86C1-77CCFBAA43A3,"Small Business Franchising: An Overview of the Industry, SBA’s Role, and Legislative Proposals",,SBC,2022-11-02,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz031622&auto_play=false,"['Catherine Cortez Masto (D-NV)', 'Robert W Emerson', 'Aaron Yelowitz', 'Leanne Stapf', 'Bryan Tipton']","['https://www.sbc.senate.gov/public/_cache/files/0/4/045efada-fa35-4418-a9d2-ea5c00e2f500/7C14417162926186FC6424DCFA2C3E39.cortez-masto-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/1/b/1b2956d1-3471-4ea6-8210-658d4f5448b0/05C4749937F732750106369414EA9D2B.emerson-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/5/2/52b292fb-45c2-4f6f-9832-f5764ee3666e/FC619EE4B6671BBF518D712A8E7B3521.yelowitz-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/c/7/c7896643-f672-4a1d-9c33-23e5ca8c0035/38FB8AF4C27B4910CE96DB6D12F10DEC.stapf-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/3/2/32f827bf-b722-4cc9-a1ee-9756559f7e53/189786BDBFDF2AFE72A3DA7972443B9C.tipton-testimony.pdf']","[('Catherine Cortez Masto (D-NV)', 'https://www.sbc.senate.gov/public/_cache/files/0/4/045efada-fa35-4418-a9d2-ea5c00e2f500/7C14417162926186FC6424DCFA2C3E39.cortez-masto-testimony.pdf'), ('Robert W Emerson', 'https://www.sbc.senate.gov/public/_cache/files/1/b/1b2956d1-3471-4ea6-8210-658d4f5448b0/05C4749937F732750106369414EA9D2B.emerson-testimony.pdf'), ('Aaron Yelowitz', 'https://www.sbc.senate.gov/public/_cache/files/5/2/52b292fb-45c2-4f6f-9832-f5764ee3666e/FC619EE4B6671BBF518D712A8E7B3521.yelowitz-testimony.pdf'), ('Leanne Stapf', 'https://www.sbc.senate.gov/public/_cache/files/c/7/c7896643-f672-4a1d-9c33-23e5ca8c0035/38FB8AF4C27B4910CE96DB6D12F10DEC.stapf-testimony.pdf'), ('Bryan Tipton', 'https://www.sbc.senate.gov/public/_cache/files/3/2/32f827bf-b722-4cc9-a1ee-9756559f7e53/189786BDBFDF2AFE72A3DA7972443B9C.tipton-testimony.pdf')]"
17,2/15/22,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=E791B84A-2E08-4B47-80A9-B5986E8CA4C6,Small Business Committee to hold a Business Meeting,,SBC,2022-11-02,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz021522&auto_play=false,[],[],[]
0,,,,,,SBC,2022-10-24,,,,
12,2/1/22,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=15796716-90A3-4DC0-93CD-42451E9B7408,Review of SBA Entrepreneurial Development Programs and Initiatives,,SBC,2022-09-14,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz020122&auto_play=false,"['Mark Madrid', 'C.E. “Tee” Rowe', 'Michael Hendrix', 'Corinne Hodges', 'Chris Edwards', 'Bridget Weston', 'Hannah Cox']","['https://www.sbc.senate.gov/public/_cache/files/f/e/fe7084e2-d33d-4b77-879f-818f64964c36/9919CD601E685CAA1B08FE69A6E7976D.madrid-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/6/e/6e688793-2d97-4e04-aed0-02553cf3b573/5CF978A6ABD1E2245743A5CB89CB36C4.rowe-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/6/6/66bbbafc-bb02-4378-8d34-14f4277c43fa/733DF0F11C3A1A7496F8BA997A9210A8.hendrix-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/4/1/413e374f-329d-44ed-8d4b-23fec1510e34/7CC189C12070F1BA5AB634A7581AF5D9.hodges-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/b/1/b1b2484d-f78d-4f70-aa23-04be5d1e0e4b/09CF33BAA5DA38C84DEFDC9C566B5316.edwards-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/b/3/b386d8f2-0015-4c47-b3cd-908f736a7149/CE60943B25A0D6E47A78E2DB09C42DB9.weston-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/4/a/4aefc044-0e35-4c28-aca4-e6b48e489796/A5C8515C4105F8BCF9CDD699D41476D4.cox-testimony.pdf']","[('Mark Madrid', 'https://www.sbc.senate.gov/public/_cache/files/f/e/fe7084e2-d33d-4b77-879f-818f64964c36/9919CD601E685CAA1B08FE69A6E7976D.madrid-testimony.pdf'), ('C.E. “Tee” Rowe', 'https://www.sbc.senate.gov/public/_cache/files/6/e/6e688793-2d97-4e04-aed0-02553cf3b573/5CF978A6ABD1E2245743A5CB89CB36C4.rowe-testimony.pdf'), ('Michael Hendrix', 'https://www.sbc.senate.gov/public/_cache/files/6/6/66bbbafc-bb02-4378-8d34-14f4277c43fa/733DF0F11C3A1A7496F8BA997A9210A8.hendrix-testimony.pdf'), ('Corinne Hodges', 'https://www.sbc.senate.gov/public/_cache/files/4/1/413e374f-329d-44ed-8d4b-23fec1510e34/7CC189C12070F1BA5AB634A7581AF5D9.hodges-testimony.pdf'), ('Chris Edwards', 'https://www.sbc.senate.gov/public/_cache/files/b/1/b1b2484d-f78d-4f70-aa23-04be5d1e0e4b/09CF33BAA5DA38C84DEFDC9C566B5316.edwards-testimony.pdf'), ('Bridget Weston', 'https://www.sbc.senate.gov/public/_cache/files/b/3/b386d8f2-0015-4c47-b3cd-908f736a7149/CE60943B25A0D6E47A78E2DB09C42DB9.weston-testimony.pdf'), ('Hannah Cox', 'https://www.sbc.senate.gov/public/_cache/files/4/a/4aefc044-0e35-4c28-aca4-e6b48e489796/A5C8515C4105F8BCF9CDD699D41476D4.cox-testimony.pdf')]"
13,11/17/21,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=124C3C90-21B7-4E78-BCA3-CD5778194DC1,Small Business Committee to hold a Business Meeting,,SBC,2022-07-20,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz111721&auto_play=false,[],[],[]
14,10/27/21,2:45 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=1C1C3856-4AFF-4AC7-BFC5-6BA638AF1D96,Women Entrepreneurs: An Economic Growth Engine for America,,SBC,2022-07-20,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz102721&auto_play=false,"['Candace Waterman', 'Tammira Lucas']","['https://www.sbc.senate.gov/public/_cache/files/f/f/ffa6dcbd-53a4-48d8-843c-ae3575d205bc/7CFE18F8C8854800EE883A58ABD1CBE9.waterman-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/f/b/fb110bff-1bbe-4c6b-924e-680c6072c5b7/BEC76D2EAE898525916C7DFE2264AD0F.lucas-testimony.pdf']","[('Candace Waterman', 'https://www.sbc.senate.gov/public/_cache/files/f/f/ffa6dcbd-53a4-48d8-843c-ae3575d205bc/7CFE18F8C8854800EE883A58ABD1CBE9.waterman-testimony.pdf'), ('Tammira Lucas', 'https://www.sbc.senate.gov/public/_cache/files/f/b/fb110bff-1bbe-4c6b-924e-680c6072c5b7/BEC76D2EAE898525916C7DFE2264AD0F.lucas-testimony.pdf')]"
15,9/22/21,2:15 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=7E1ABEC3-0F6C-47FC-913A-4EB0CF043FD2,A Review of the SBIR-STTR Program,,SBC,2022-07-06,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz092221&auto_play=false,"['Jere W. Glover', 'Robert Kavetsky']","['https://www.sbc.senate.gov/public/_cache/files/2/e/2eca1e5b-43ae-40f2-be69-8c7179c115a8/5B42BFB776BEB8E5F50377A33A659047.glover-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/4/2/4258b3d6-a60c-4da2-89bd-cd3066edd7c8/DFFBC372B70598CAC32625804E448A42.kavetsky-testimony.pdf']","[('Jere W. Glover', 'https://www.sbc.senate.gov/public/_cache/files/2/e/2eca1e5b-43ae-40f2-be69-8c7179c115a8/5B42BFB776BEB8E5F50377A33A659047.glover-testimony.pdf'), ('Robert Kavetsky', 'https://www.sbc.senate.gov/public/_cache/files/4/2/4258b3d6-a60c-4da2-89bd-cd3066edd7c8/DFFBC372B70598CAC32625804E448A42.kavetsky-testimony.pdf')]"
16,9/21/21,10:00 AM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=564D670D-BAC2-48EE-A77B-6E94DCB271B4,Small Business Committee to hold a Business Meeting,,SBC,2022-05-31,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz092121&auto_play=false,[],[],[]
17,6/16/21,3:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=111EB8FA-2E9E-4700-8F08-C927655DC2ED,Small Business Committee to hold a Business Meeting,,SBC,2022-05-11,,[],[],[]
18,6/9/21,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=18B1A3EC-5BAD-4ED9-B7E1-DCCAF3034157,Review of the Small Business Investment Company Program,,SBC,2022-04-13,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz060921&auto_play=false,"['Stacey Wittelsberger', 'Ivelisse Simon']","['https://www.sbc.senate.gov/public/_cache/files/b/5/b558f465-9c91-463c-920f-3a1cc52cc059/8168674586E54A22E002EBE8EFDE168F.wittelsberger-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/0/7/07766a4d-1824-49f1-b47c-fc2402945954/C3C6889DD346F33BBC0B42412BE2E99F.simon-testimony.pdf']","[('Stacey Wittelsberger', 'https://www.sbc.senate.gov/public/_cache/files/b/5/b558f465-9c91-463c-920f-3a1cc52cc059/8168674586E54A22E002EBE8EFDE168F.wittelsberger-testimony.pdf'), ('Ivelisse Simon', 'https://www.sbc.senate.gov/public/_cache/files/0/7/07766a4d-1824-49f1-b47c-fc2402945954/C3C6889DD346F33BBC0B42412BE2E99F.simon-testimony.pdf')]"
19,5/26/21,1:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=D4D2E8B1-15C9-4BFB-A866-02563C00CD27,The Pandemic Response and the Small Business Economy: An Update from the U.S. Small Business Administration,,SBC,2022-03-24,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz052621&auto_play=false,['Isabel Guzman'],['https://www.sbc.senate.gov/public/_cache/files/d/1/d14ad738-78ab-464a-b827-20d915b5eade/122F7A9DEBA3F3E584B3BE4A1EF50D9E.guzman-testimony.pdf'],"[('Isabel Guzman', 'https://www.sbc.senate.gov/public/_cache/files/d/1/d14ad738-78ab-464a-b827-20d915b5eade/122F7A9DEBA3F3E584B3BE4A1EF50D9E.guzman-testimony.pdf')]"
20,5/19/21,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=155BE2A6-5F42-4BDE-9999-9282208D1BDE,Realizing the Vision of Parren Mitchell – Untapping the Potential of Minority and Women Contracting.,,SBC,2022-03-22,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz051921&auto_play=false,"['Rosa Q. Caldas', 'Euripides ""Ruby"" Rubio']","['https://www.sbc.senate.gov/public/_cache/files/9/3/93aa39c9-e13b-475b-94a1-7d47fd6b5115/AB5FBBA79C4BF6ED21E96EEF9D153702.caldas-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/3/1/314fde1e-699d-4fb4-bb08-aae3750d985a/00AD16AC52D1FAB9237A154C78545E5F.rubio-testimony.pdf']","[('Rosa Q. Caldas', 'https://www.sbc.senate.gov/public/_cache/files/9/3/93aa39c9-e13b-475b-94a1-7d47fd6b5115/AB5FBBA79C4BF6ED21E96EEF9D153702.caldas-testimony.pdf'), ('Euripides ""Ruby"" Rubio', 'https://www.sbc.senate.gov/public/_cache/files/3/1/314fde1e-699d-4fb4-bb08-aae3750d985a/00AD16AC52D1FAB9237A154C78545E5F.rubio-testimony.pdf')]"
21,4/21/21,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=94F474D7-4DB9-4927-B9B9-24DA6753257F,Nomination of Dilawar Syed to be Deputy Administrator of the Small Business Administration,,SBC,2022-03-22,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz042121&auto_play=false,['Dilawar Syed'],['https://www.sbc.senate.gov/public/_cache/files/5/7/57387c28-e46f-4616-834e-d7222feee167/CD62D69D4B567675E67913493FAAFE31.syed-testimony.pdf'],"[('Dilawar Syed', 'https://www.sbc.senate.gov/public/_cache/files/5/7/57387c28-e46f-4616-834e-d7222feee167/CD62D69D4B567675E67913493FAAFE31.syed-testimony.pdf')]"
22,3/24/21,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=0F6355E2-3296-4AA9-8CA8-05C71EE75060,Oversight of SBA’s COVID-19 Relief Programs,,SBC,2022-03-22,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz032421&auto_play=false,"['Patrick Kelley', 'James Rivera', 'Hannibal ""Mike"" Ware', 'William B. Shear']","['https://www.sbc.senate.gov/public/_cache/files/5/1/511a71b1-7bcb-469f-adaf-07f343db8277/D98AD0D83EF145D552CDAB3A4343F624.kelley-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/8/3/831f380a-da0f-4c6f-855c-e17c99df7164/A122259E66F251F5DAA3E417B243E4FD.rivera-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/d/8/d8c0ac46-e533-419c-9f10-622b876b727f/59424DBE5797A635036DBD08E2D56277.ware-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/c/2/c204a492-3763-409a-a125-10a598aa7ebc/F41967590EA715051FB2C4132B3F6B02.shear-testimony.pdf']","[('Patrick Kelley', 'https://www.sbc.senate.gov/public/_cache/files/5/1/511a71b1-7bcb-469f-adaf-07f343db8277/D98AD0D83EF145D552CDAB3A4343F624.kelley-testimony.pdf'), ('James Rivera', 'https://www.sbc.senate.gov/public/_cache/files/8/3/831f380a-da0f-4c6f-855c-e17c99df7164/A122259E66F251F5DAA3E417B243E4FD.rivera-testimony.pdf'), ('Hannibal ""Mike"" Ware', 'https://www.sbc.senate.gov/public/_cache/files/d/8/d8c0ac46-e533-419c-9f10-622b876b727f/59424DBE5797A635036DBD08E2D56277.ware-testimony.pdf'), ('William B. Shear', 'https://www.sbc.senate.gov/public/_cache/files/c/2/c204a492-3763-409a-a125-10a598aa7ebc/F41967590EA715051FB2C4132B3F6B02.shear-testimony.pdf')]"
23,3/17/21,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=1FFAEDC5-0691-4271-8874-7E6D185A4DE6,"The Paycheck Protection Program: Performance, Impact, and Next Steps",,SBC,2022-03-22,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz031721&auto_play=false,"['Lisa Mensah', 'Joel Griffith', 'John K. Hoey', 'Brad Polumbo']","['https://www.sbc.senate.gov/public/_cache/files/f/e/fe1926a8-ef31-4541-8bfe-99bffef61a7c/7DBA325C2B6C53A055608FEF0E922F83.mensah-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/d/3/d3703a7a-c478-49f3-b6fc-78205924e319/E36F0480EA6D154ADCDDFE66D679E7CC.griffith-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/1/c/1c9f7095-ded2-4ce3-a8b1-7b63b375724c/6124A1FF45C050CD6AB120FB10BE46D3.hoey-testimony.pdf', 'https://www.sbc.senate.gov/public/_cache/files/e/6/e6c466c7-a799-4fc0-a6a8-f9e80ad570d0/5B6B7325B9EE50D959DC5E09BA03F4F4.polumbo-testimony.pdf']","[('Lisa Mensah', 'https://www.sbc.senate.gov/public/_cache/files/f/e/fe1926a8-ef31-4541-8bfe-99bffef61a7c/7DBA325C2B6C53A055608FEF0E922F83.mensah-testimony.pdf'), ('Joel Griffith', 'https://www.sbc.senate.gov/public/_cache/files/d/3/d3703a7a-c478-49f3-b6fc-78205924e319/E36F0480EA6D154ADCDDFE66D679E7CC.griffith-testimony.pdf'), ('John K. Hoey', 'https://www.sbc.senate.gov/public/_cache/files/1/c/1c9f7095-ded2-4ce3-a8b1-7b63b375724c/6124A1FF45C050CD6AB120FB10BE46D3.hoey-testimony.pdf'), ('Brad Polumbo', 'https://www.sbc.senate.gov/public/_cache/files/e/6/e6c466c7-a799-4fc0-a6a8-f9e80ad570d0/5B6B7325B9EE50D959DC5E09BA03F4F4.polumbo-testimony.pdf')]"
24,2/24/21,2:30 PM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=F4836D5C-11FA-45F4-A081-54BF22F85908,Small Business Committee to hold a Business Meeting,,SBC,2022-03-22,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz022421&auto_play=false,[],[],[]
25,2/13/21,9:15 AM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=60C77835-275D-4703-AC37-CF0EFD221766,Small Business Committee to hold a Business Meeting,,SBC,2022-03-22,,[],[],[]
26,2/3/21,10:30 AM,https://www.sbc.senate.gov/public/index.cfm/hearings?ID=4F65B401-1ED4-42E2-9548-998C44A6C6F6,Nomination of Isabella Casillas Guzman to be Administrator of the Small Business Administration,,SBC,2022-03-22,https://www.senate.gov/isvp/?type=live&comm=smbiz&filename=smbiz020321&auto_play=false,['Isabella Casillas Guzman'],['https://www.sbc.senate.gov/public/_cache/files/d/6/d67d0eff-b378-446a-ab08-24afe0f22f3f/CFD5CAD056970235A99D32E50B5985FD.guzman-testimony.pdf'],"[('Isabella Casillas Guzman', 'https://www.sbc.senate.gov/public/_cache/files/d/6/d67d0eff-b378-446a-ab08-24afe0f22f3f/CFD5CAD056970235A99D32E50B5985FD.guzman-testimony.pdf')]"
