Date,Time,URL,Title,Location,Committee,Date Scraped,video_url
10/05/11,10:00AM,https://www.foreign.senate.gov/hearings/2011/10/05/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
09/21/11,10:00AM,https://www.foreign.senate.gov/hearings/2011/09/21/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
09/13/11,02:15PM,https://www.foreign.senate.gov/hearings/2011/09/13/business-meeting,Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,
09/08/11,02:30PM,https://www.foreign.senate.gov/hearings/afghanistan-right-sizing-the-development-footprint,Full Committee Hearing:Afghanistan: Right Sizing the Development Footprint,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
09/07/11,10:00AM,https://www.foreign.senate.gov/hearings/2011/09/07/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
08/03/11,10:00AM,https://www.foreign.senate.gov/hearings/responding-to-drought-and-famine-in-the-horn-of-africa,Subcommittee Hearing:Responding to Drought and Famine in the Horn of Africa,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
08/03/11,10:00AM,https://www.foreign.senate.gov/hearings/2011/08/03/nomination,POSTPONED:Nomination:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
08/02/11,02:30PM,https://www.foreign.senate.gov/hearings/2011/08/02/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
07/26/11,02:30PM,https://www.foreign.senate.gov/hearings/2011/07/26/business-meeting,Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,
07/21/11,10:30AM,https://www.foreign.senate.gov/hearings/2011/07/21/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
07/20/11,10:00AM,https://www.foreign.senate.gov/hearings/2011/07/20/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
07/19/11,02:30PM,https://www.foreign.senate.gov/hearings/us-policy-in-yemen,Full Committee Hearing:U.S. Policy in Yemen,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
07/19/11,10:00AM,https://www.foreign.senate.gov/hearings/2011/07/19/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
07/14/11,10:30AM,https://www.foreign.senate.gov/hearings/two-new-sudans-a-roadmap-forward,Full Committee Hearing:Two New Sudans: A Roadmap Forward,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
07/13/11,03:00PM,https://www.foreign.senate.gov/hearings/2011/07/13/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/30/11,10:00AM,https://www.foreign.senate.gov/hearings/the-state-of-democracy-in-the-americas,Full Committee Hearing:The State of Democracy in the Americas,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/29/11,10:00AM,https://www.foreign.senate.gov/hearings/2011/06/29/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/28/11,02:30PM,https://www.foreign.senate.gov/hearings/2011/06/28/business-meeting,Business Meeting,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/28/11,10:00AM,https://www.foreign.senate.gov/hearings/libya-and-war-powers,Full Committee Hearing:Libya and War Powers,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/23/11,02:15PM,https://www.foreign.senate.gov/hearings/rebuilding-haiti-in-the-martelly-era,Subcommittee Hearing:Rebuilding Haiti in the Martelly Era,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/23/11,10:10AM,https://www.foreign.senate.gov/hearings/evaluating-goals-and-progress-in-afghanistan-and-pakistan,Full Committee Hearing:Evaluating Goals and Progress in Afghanistan and Pakistan,106 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/23/11,10:00AM,https://www.foreign.senate.gov/hearings/2011/06/23/business-meeting,Business Meeting,106 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/21/11,10:00AM,https://www.foreign.senate.gov/hearings/2011/06/21/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/16/11,10:00AM,https://www.foreign.senate.gov/hearings/2011/06/16/business-meeting,POSTPONED:Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,
06/09/11,10:00AM,https://www.foreign.senate.gov/hearings/2011/06/09/business-meeting,POSTPONED:Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,
06/09/11,10:00AM,https://www.foreign.senate.gov/hearings/intelligence-update-on-libya,TOP_SECRET:Full Committee Hearing:Intelligence Update on Libya,217 Senate Vistors Center ,Foreign,2021-09-07,
06/08/11,02:30PM,https://www.foreign.senate.gov/hearings/2011/06/08/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/08/11,09:30AM,https://www.foreign.senate.gov/hearings/2011/06/08/nomination-1,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/07/11,10:00AM,https://www.foreign.senate.gov/hearings/2011/06/07/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/26/11,10:15AM,https://www.foreign.senate.gov/hearings/2011/05/26/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/24/11,02:30PM,https://www.foreign.senate.gov/hearings/2011/05/24/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/24/11,09:00AM,https://www.foreign.senate.gov/hearings/al-qaeda-the-taliban-and-other-extremist-groups-in-afghanistan-and-pakistan,"Full Committee Hearing:Al Qaeda, the Taliban & Other Extremist Groups in Afghanistan and Pakistan",419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/19/11,03:30PM,https://www.foreign.senate.gov/hearings/next-steps-in-cote-divoire,Subcommittee Hearing:Next Steps in Côte d'Ivoire,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/19/11,02:00PM,https://www.foreign.senate.gov/hearings/a-military-update-on-libya,CANCELLED:Full Committee Hearing:A Military Update on Libya,217 Senate Vistors Center ,Foreign,2021-09-07,
05/19/11,10:00AM,https://www.foreign.senate.gov/hearings/2011/05/19/evaluating-goals-and-progress-in-afghanistan-and-pakistan,POSTPONED:Full Committee Hearing:Evaluating Goals and Progress in Afghanistan and Pakistan,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/18/11,02:30PM,https://www.foreign.senate.gov/hearings/administration-priorities-for-europe-in-the-112th-congress,Full Committee Hearing:Administration Priorities for Europe in the 112th Congress,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/17/11,02:15PM,https://www.foreign.senate.gov/hearings/2011/05/17/business-meeting,Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,
05/17/11,09:30AM,https://www.foreign.senate.gov/hearings/strategic-implications-of-pakistan-and-the-region,Full Committee Hearing:Strategic Implications of Pakistan and the Region,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/12/11,09:15AM,https://www.foreign.senate.gov/hearings/assessing-the-situation-in-libya,Full Committee Hearing:Assessing the Situation in Libya,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/11/11,10:00AM,https://www.foreign.senate.gov/hearings/human-rights-and-democratic-reform-in-iran,Subcommittee Hearing:Human Rights and Democratic Reform in Iran,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/10/11,10:00AM,https://www.foreign.senate.gov/hearings/steps-needed-for-a-successful-2014-transition-in-afghanistan,Full Committee Hearing:Steps Needed for a Successful 2014 Transition in Afghanistan,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/05/11,10:00AM,https://www.foreign.senate.gov/hearings/assessing-us-policy-and-its-limits-in-pakistan,Full Committee Hearing:Assessing U.S. Policy and Its Limits in Pakistan,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/04/11,02:45PM,https://www.foreign.senate.gov/hearings/2011/05/04/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/03/11,10:00AM,https://www.foreign.senate.gov/hearings/afghanistan-what-is-an-acceptable-end-state-and-how-do-we-get-there,"Full Committee Hearing:Afghanistan: What is an Acceptable End-State, and How Do We Get There?",419 Dirksen Senate Office Building ,Foreign,2021-09-07,
04/14/11,02:30PM,https://www.foreign.senate.gov/hearings/assessing-the-fy2012-budget-for-africa,Full Committee Hearing:Assessing the FY2012 Budget for Africa,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
04/13/11,02:00PM,https://www.foreign.senate.gov/hearings/international-development-policy-priorities-in-the-fy-2012-budget,Full Committee Hearing:International Development Policy Priorities in the FY 2012 Budget,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
04/12/11,02:15PM,https://www.foreign.senate.gov/hearings/2011/04/12/business-meeting,Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,
04/07/11,02:15PM,https://www.foreign.senate.gov/hearings/combating-human-trafficking-in-asia,Subcommittee Hearing:Combating Human Trafficking in Asia,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
04/06/11,02:30PM,https://www.foreign.senate.gov/hearings/2011/04/06/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
04/06/11,10:00AM,https://www.foreign.senate.gov/hearings/perspectives-on-the-crisis-in-libya,Full Committee Hearing:Perspectives on the Crisis in Libya ,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
04/05/11,02:30PM,https://www.foreign.senate.gov/hearings/2011/04/05/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
04/05/11,10:15AM,https://www.foreign.senate.gov/hearings/2011/04/05/nomination-1,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
03/31/11,02:00PM,https://www.foreign.senate.gov/hearings/2011/03/31/assessing-the-situation-in-libya,Full Committee Hearing:Assessing the Situation in Libya,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
03/31/11,10:00AM,https://www.foreign.senate.gov/hearings/a-shared-responsibility-counternarcotics-and-citizen-security-in-the-americas,Subcommittee Hearing:A Shared Responsibility: Counternarcotics and Citizen Security in the Americas,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
03/29/11,02:30PM,https://www.foreign.senate.gov/hearings/2011/03/29/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
03/17/11,02:00PM,https://www.foreign.senate.gov/hearings/2011/03/17/nomination,POSTPONED:Nomination:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
03/17/11,10:00AM,https://www.foreign.senate.gov/hearings/popular-uprisings-in-the-middle-east-the-implications-for-us-policy,Full Committee Hearing:Popular Uprisings in the Middle East: The Implications for U.S. Policy,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
03/16/11,02:30PM,https://www.foreign.senate.gov/hearings/afghanistan-progress-and-expectations,TOP_SECRET:Full Committee Hearing:Afghanistan: Progress and Expectations,217 Senate Vistors Center ,Foreign,2021-09-07,
03/16/11,10:15AM,https://www.foreign.senate.gov/hearings/2011/03/16/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
03/16/11,09:00AM,https://www.foreign.senate.gov/hearings/2011/03/16/intelligence-update-on-libya,CODEWORD:Full Committee Hearing:Intelligence Update on Libya,217 Senate Vistors Center ,Foreign,2021-09-07,
03/03/11,02:30PM,https://www.foreign.senate.gov/hearings/navigating-a-turbulent-global-economy-implications-for-the-united-states,Full Committee Hearing:Navigating a Turbulent Global Economy – Implications for the United States,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
03/02/11,09:30AM,https://www.foreign.senate.gov/hearings/national-security-and-foreign-policy-priorities-in-the-fy-2012-international-affairs-budget,Full Committee Hearing:National Security & Foreign Policy Priorities in the FY 2012 International Affairs Budget,106 Dirksen Senate Office Building ,Foreign,2021-09-07,
03/01/11,10:00AM,https://www.foreign.senate.gov/hearings/breaking-the-cycle-of-north-korea-provocations,Full Committee Hearing:Breaking the Cycle of North Korea Provocations,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
02/28/11,05:30PM,https://www.foreign.senate.gov/hearings/2011/02/28/business-meeting,Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,
02/17/11,02:00PM,https://www.foreign.senate.gov/hearings/us-policy-toward-latin-america,Subcommittee Hearing:U.S. Policy Toward Latin America,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
02/15/11,03:00PM,https://www.foreign.senate.gov/hearings/2011/02/15/business-meeting,POSTPONED:Business Meeting,S-116 United States Capitol ,Foreign,2021-09-07,
02/01/11,10:00AM,https://www.foreign.senate.gov/hearings/iraq-the-challenging-transition-to-a-civilian-mission,Full Committee Hearing:Iraq: The Challenging Transition to a Civilian Mission,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
01/27/11,02:15PM,https://www.foreign.senate.gov/hearings/crackdown-in-belarus-responding-to-the-lukashenko-regime,Subcommittee Hearing:Crackdown in Belarus: Responding to the Lukashenko Regime,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
12/14/10,02:15PM,https://www.foreign.senate.gov/hearings/2010/12/14/business-meeting,Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,
12/09/10,09:30AM,https://www.foreign.senate.gov/hearings/2010/12/09/nomination,Nomination:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
12/07/10,02:15PM,https://www.foreign.senate.gov/hearings/2010/12/07/business-meeting,POSTPONED:Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,
12/01/10,02:30PM,https://www.foreign.senate.gov/hearings/latin-america-in-2010-opportunities-challenges-and-the-future-of-us-policy-in-the-hemisphere,"Full Committee Hearing:Latin America in 2010: Opportunities, Challenges, and the Future of U.S. Policy in the Hemisphere",419 Dirksen Senate Office Building ,Foreign,2021-09-07,
11/18/10,04:30PM,https://www.foreign.senate.gov/hearings/jamming-the-ied-assembly-line-impeding-the-flow-of-ammonium-nitrate-in-south-and-central-asia,Full Committee Hearing:Jamming the IED Assembly Line: Impeding the Flow of Ammonium Nitrate in South and Central Asia,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
11/18/10,09:30AM,https://www.foreign.senate.gov/hearings/us-global-competitiveness-and-national-economic-security,POSTPONED:Full Committee Hearing:U.S. Global Competitiveness and National Economic Security,419 Dirksen Sennate Office Building ,Foreign,2021-09-07,
11/17/10,09:30AM,https://www.foreign.senate.gov/hearings/2010/11/17/nomination,Nomination:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
09/30/10,02:30PM,https://www.foreign.senate.gov/hearings/2010/09/30/latin-america-in-2010-opportunities-challenges-and-the-future-of-us-policy-in-the-hemisphere,"POSTPONED:Full Committee Hearing:Latin America in 2010: Opportunities, Challenges, and the Future of U.S. Policy in the Hemisphere",419 Dirksen Senate Office Building ,Foreign,2021-09-07,
09/29/10,02:15PM,https://www.foreign.senate.gov/hearings/2010/09/29/business-meeting,POSTPONED:Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,
09/29/10,10:00AM,https://www.foreign.senate.gov/hearings/the-al-megrahi-release-one-year-later,Full Committee Hearing:The Al-Megrahi Release: One Year Later,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
09/23/10,02:00PM,https://www.foreign.senate.gov/hearings/challenges-to-water-and-security-in-southeast-asia,Full Committee Hearing:Challenges to Water and Security in Southeast Asia,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
09/23/10,09:45AM,https://www.foreign.senate.gov/hearings/2010/09/23/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
09/22/10,03:00PM,https://www.foreign.senate.gov/hearings/2010/09/22/nomination,Nomination:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
09/22/10,11:00AM,https://www.foreign.senate.gov/hearings/2010/09/22/nomination-1,Nomination:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
09/22/10,10:00AM,https://www.foreign.senate.gov/hearings/2010/09/22/nomination-2,Nomination:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
09/21/10,02:30PM,https://www.foreign.senate.gov/hearings/2010/09/21/business-meeting,Business Meeting,S-116  Capitol Building ,Foreign,2021-09-07,
09/16/10,09:30AM,https://www.foreign.senate.gov/hearings/2010/09/16/business-meeting,Business Meeting,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
09/15/10,10:00AM,https://www.foreign.senate.gov/hearings/banking-on-reform-capital-increase-proposals-from-the-multilateral-development-banks,Full Committee Hearing:Banking on Reform: Capital Increase Proposals from the Multilateral Development Banks,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
08/05/10,10:30AM,https://www.foreign.senate.gov/hearings/2010/08/05/nomination,Nomination:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
08/04/10,09:00AM,https://www.foreign.senate.gov/hearings/2010/08/04/business-meeting,CANCELLED:Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,
08/03/10,02:15PM,https://www.foreign.senate.gov/hearings/2010/08/03/business-meeting,Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,
07/29/10,02:30PM,https://www.foreign.senate.gov/hearings/2010/07/29/the-al-megrahi-release-one-year-later,POSTPONED:Full Committee Hearing:The Al-Megrahi Release: One Year Later,216 Hart Senate Office Building ,Foreign,2021-09-07,
07/28/10,10:00AM,https://www.foreign.senate.gov/hearings/2010/07/28/nomination,Nomination:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
07/27/10,02:30PM,https://www.foreign.senate.gov/hearings/2010/07/27/nomination,Nomination:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
07/27/10,09:30AM,https://www.foreign.senate.gov/hearings/perspectives-on-reconciliation-options-in-afghanistan,Full Committee Hearing:Perspectives on Reconciliation Options in Afghanistan,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
07/22/10,10:00AM,https://www.foreign.senate.gov/hearings/2010/07/22/nomination,Nomination:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
07/21/10,02:30PM,https://www.foreign.senate.gov/hearings/2010/07/21/nomination,Nomination:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
07/20/10,02:30PM,https://www.foreign.senate.gov/hearings/2010/07/20/nomination,Nomination:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
07/15/10,02:30PM,https://www.foreign.senate.gov/hearings/the-new-start-treaty-treaty-doc-111-5-maintaining-a-safe-secure-and-effective-nuclear-arsenal,"Full Committee Hearing:The New START Treaty (Treaty Doc. 111-5): Maintaining a Safe, Secure and Effective Nuclear Arsenal",419 Dirksen Senate Office Building ,Foreign,2021-09-07,
07/14/10,02:00PM,https://www.foreign.senate.gov/hearings/afghanistan-governance-and-the-civilian-strategy,Full Committee Hearing:Afghanistan: Governance and the Civilian Strategy,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
07/14/10,09:30AM,https://www.foreign.senate.gov/hearings/the-new-start-treaty-treaty-doc-111-5-monitoring-and-verification-of-treaty-compliance,TOP_SECRET:Full Committee Hearing:The New START Treaty (Treaty Doc. 111-5): Monitoring and Verification of Treaty Compliance,SVC-217 Capitol Building ,Foreign,2021-09-07,
07/13/10,02:30PM,https://www.foreign.senate.gov/hearings/2010/07/13/nomination,Nomination:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
07/01/10,10:00AM,https://www.foreign.senate.gov/hearings/2010/07/01/navigating-a-turbulent-global-economy-implications-for-the-united-states,POSTPONED:Full Committee Hearing:Navigating a Turbulent Global Economy – Implications for the United States,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/29/10,02:30PM,https://www.foreign.senate.gov/hearings/2010/06/29/nominations,Nomination:Nominations,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/24/10,02:30PM,https://www.foreign.senate.gov/hearings/the-new-start-treaty-treaty-doc-111-5-benefits-and-risks,Full Committee Hearing:The New START Treaty (Treaty Doc. 111-5): Benefits and Risks,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/24/10,10:00AM,https://www.foreign.senate.gov/hearings/the-new-start-treaty-treaty-doc-111-5-implementation-inspections-and-assistance,Full Committee Hearing:The New START Treaty (Treaty Doc. 111-5): Implementation--Inspections and Assistance,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/23/10,02:30PM,https://www.foreign.senate.gov/hearings/finding-common-ground-with-a-rising-china,Full Committee Hearing:Finding Common Ground with a Rising China,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/22/10,09:30AM,https://www.foreign.senate.gov/hearings/iran-policy-in-the-aftermath-of-un-sanctions,Full Committee Hearing:Iran Policy in the Aftermath of UN Sanctions,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/16/10,09:30AM,https://www.foreign.senate.gov/hearings/the-new-start-treaty-treaty-doc-111-5-views-from-the-pentagon,Full Committee Hearing:The New START Treaty (Treaty Doc. 111-5): Views from the Pentagon,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/15/10,02:30PM,https://www.foreign.senate.gov/hearings/the-new-start-treaty-treaty-doc-111-5-the-negotiations,Full Committee Hearing:The New START Treaty  (Treaty Doc. 111-5):  The Negotiations,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/10/10,10:00AM,https://www.foreign.senate.gov/hearings/strategic-arms-control-and-national-security,Full Committee Hearing:Strategic Arms Control and National Security,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
06/08/10,03:00PM,https://www.foreign.senate.gov/hearings/assessing-the-strength-of-hezbollah,Subcommittee Hearing:Assessing the Strength of Hezbollah,419 Dirksen Senate Office Bldg. ,Foreign,2021-09-07,
06/08/10,10:00AM,https://www.foreign.senate.gov/hearings/2010/06/08/the-new-start-treaty-treaty-doc-111-5-the-negotiations,CLOSED_SECRET:Full Committee Hearing:The New START Treaty (Treaty Doc. 111-5): The Negotiations,SVC-217 Capitol Building ,Foreign,2021-09-07,
05/26/10,02:30PM,https://www.foreign.senate.gov/hearings/assessing-challenges-and-opportunities-for-peace-in-sudan,Full Committee Hearing:Assessing Challenges and Opportunities for Peace in Sudan,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/25/10,02:15PM,https://www.foreign.senate.gov/hearings/2010/05/25/business-meeting,Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,
05/25/10,09:30AM,https://www.foreign.senate.gov/hearings/the-role-of-strategic-arms-control-in-a-post-cold-war-world-the-new-start-treaty-treaty-doc-111-5,"Full Committee Hearing:The Role of Strategic Arms Control in a Post-Cold War World (The New START Treaty, Treaty Doc. 111-5)",419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/20/10,09:15AM,https://www.foreign.senate.gov/hearings/nato-report-of-the-group-of-experts,Full Committee Hearing:NATO: Report of the Group of Experts,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/19/10,02:30PM,https://www.foreign.senate.gov/hearings/the-history-and-lessons-of-start,Full Committee Hearing:The History and Lessons of START,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/19/10,10:00AM,https://www.foreign.senate.gov/hearings/after-the-earthquake-empowering-haiti-to-rebuild-better,Full Committee Hearing:After the Earthquake: Empowering Haiti to Rebuild Better,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/18/10,10:00AM,https://www.foreign.senate.gov/hearings/the-new-start-treaty,Full Committee Hearing:The New START Treaty,106 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/12/10,10:30AM,https://www.foreign.senate.gov/hearings/sudan-a-critical-moment-for-the-cpa-darfur-and-the-region,"Full Committee Hearing:Sudan: A Critical Moment for the CPA, Darfur and the Region",419 Dirksen Senate Office Building ,Foreign,2021-09-07,
05/06/10,09:30AM,https://www.foreign.senate.gov/hearings/the-meaning-of-marjah,Full Committee Hearing:The Meaning of Marjah,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
04/29/10,02:30PM,https://www.foreign.senate.gov/hearings/2010/04/29/the-historical-and-modern-context-for-us-russian-arms-control,Full Committee Hearing:The Historical and Modern Context for U.S.-Russian Arms Control,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
04/27/10,02:15PM,https://www.foreign.senate.gov/hearings/2010/04/27/business-meeting-1,Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,
04/22/10,10:30AM,https://www.foreign.senate.gov/hearings/promoting-global-food-security-next-steps-for-congress-and-the-administration,Full Committee Hearing:Promoting Global Food Security: Next Steps for Congress and the Administration,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
04/15/10,11:00AM,https://www.foreign.senate.gov/hearings/us-japan-relations,Full Committee Hearing:U.S.-Japan Relations,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
04/14/10,02:30PM,https://www.foreign.senate.gov/hearings/unfinished-business-in-southeast-europe-opportunities-and-challenges-in-the-western-balkans,Full Committee Hearing:Unfinished Business in Southeast Europe: Opportunities and Challenges in the Western Balkans,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
04/13/10,02:15PM,https://www.foreign.senate.gov/hearings/2010/04/13/business-meeting,Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,
03/23/10,02:15PM,https://www.foreign.senate.gov/hearings/2010/03/23/business-meeting,POSTPONED:Business Meeting,S-116 Capitol Building ,Foreign,2021-09-07,
03/17/10,10:00AM,https://www.foreign.senate.gov/hearings/2010/03/17/nomination,Nomination:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
03/16/10,09:30AM,https://www.foreign.senate.gov/hearings/2010/03/16/nomination,Unknown:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
03/11/10,02:30PM,https://www.foreign.senate.gov/hearings/2010/03/11/nomination,Nomination:Nomination,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
03/10/10,03:00PM,https://www.foreign.senate.gov/hearings/the-future-of-us-public-diplomacy,Full Committee Hearing:The Future of U.S. Public Diplomacy,430 Dirksen Senate Office Building ,Foreign,2021-09-07,
03/10/10,09:30AM,https://www.foreign.senate.gov/hearings/building-on-success-new-directions-in-global-health,Full Committee Hearing:Building on Success: New Directions in Global Health,216 Hart Senate Office Building ,Foreign,2021-09-07,
03/04/10,10:00AM,https://www.foreign.senate.gov/hearings/middle-east-peace-ground-truths-challenges-ahead,"Full Committee Hearing:Middle East Peace: Ground Truths, Challenges Ahead",419 Dirksen Senate Office Building ,Foreign,2021-09-07,
02/24/10,02:30PM,https://www.foreign.senate.gov/hearings/foreign-policy-priorities-in-the-fy11-international-affairs-budget,Full Committee Hearing:Foreign Policy Priorities in the FY11 International Affairs Budget,419 Dirksen Senate Office Building  ,Foreign,2021-09-07,
02/24/10,02:30PM,https://www.foreign.senate.gov/hearings/2010/02/24/business-meeting,Business Meeting,419 Dirksen Senate Office Building  ,Foreign,2021-09-07,
02/23/10,03:00PM,https://www.foreign.senate.gov/hearings/afghan-women-and-girls-building-the-future-of-afghanistan,Full Committee Hearing:Afghan Women and Girls: Building the Future of Afghanistan,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
02/23/10,10:15AM,https://www.foreign.senate.gov/hearings/examining-the-us-nigeria-relationship-in-a-time-of-transition,Subcommittee Hearing:Examining the U.S.--Nigeria Relationship in a Time of Transition,419 Dirksen Senate Office Building ,Foreign,2021-09-07,
02/11/10,10:00AM,https://www.foreign.senate.gov/hearings/2010/02/11/the-future-of-us-public-diplomacy,POSTPONED:Full Committee Hearing:The Future of U.S. Public Diplomacy,419 Dirksen Senate Office Building  ,Foreign,2021-09-07,
