,Date,Time,URL,Title,Location,Committee,Date Scraped,witnesses,transcripts,witness_transcripts,video_url,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1
20,12/15/21,10:00AM,https://www.banking.senate.gov/hearings/disaster-recovery-assistance_-authorization-of-the-community-development-block-grant--disaster-recovery-program,Full Committee Hearing:Disaster Recovery Assistance - Authorization of the Community Development Block Grant – Disaster Recovery Program,Dirksen Senate Office Building 538,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Ranking Member Patrick J. Toomey', 'Michael A. Sprayberry', 'Matt Mayer', 'Carlos Martin']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2012-15-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2012-15-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Sprayberry%20Testimony%2012-15-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Mayer%20Testimony%2012-15-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Martin%20Testimony%2012-9-211.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2012-15-21.pdf'), ('Ranking Member Patrick J. Toomey', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2012-15-21.pdf'), ('Michael A. Sprayberry', 'https://www.banking.senate.gov/imo/media/doc/Sprayberry%20Testimony%2012-15-21.pdf'), ('Matt Mayer', 'https://www.banking.senate.gov/imo/media/doc/Mayer%20Testimony%2012-15-21.pdf'), ('Carlos Martin', 'https://www.banking.senate.gov/imo/media/doc/Martin%20Testimony%2012-9-211.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=E8AE8038-5056-A066-60AF-9C1674DF000B,16.0,16.0,15.0,15
21,12/14/21,10:15AM,https://www.banking.senate.gov/hearings/stablecoins-how-do-they-work-how-are-they-used-and-what-are-their-risks,"Full Committee Hearing:Stablecoins: How Do They Work, How Are They Used, and What Are Their Risks?",Dirksen Senate Office Building 538,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Ranking Member Patrick J. Toomey', 'Alexis Goldstein', 'Jai Massari', 'Dante Disparte', 'Professor Hilary J. Allen']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2012-14-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2012-14-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Goldstein%20Testimony%2012-14-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Massari%20Testimony%2012-14-211.pdf', 'https://www.banking.senate.gov/imo/media/doc/Disparte%20Testimony%2012-14-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Allen%20Testimony%2012-14-211.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2012-14-21.pdf'), ('Ranking Member Patrick J. Toomey', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2012-14-21.pdf'), ('Alexis Goldstein', 'https://www.banking.senate.gov/imo/media/doc/Goldstein%20Testimony%2012-14-21.pdf'), ('Jai Massari', 'https://www.banking.senate.gov/imo/media/doc/Massari%20Testimony%2012-14-211.pdf'), ('Dante Disparte', 'https://www.banking.senate.gov/imo/media/doc/Disparte%20Testimony%2012-14-21.pdf'), ('Professor Hilary J. Allen', 'https://www.banking.senate.gov/imo/media/doc/Allen%20Testimony%2012-14-211.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=E7B38943-5056-A066-609B-09E666288F4F,17.0,17.0,16.0,16
22,12/07/21,10:00AM,https://www.banking.senate.gov/hearings/11/30/2021/nomination-hearing,Nomination Hearing:Nomination Hearing,Dirksen Senate Office Building 538,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Ranking Member Patrick J. Toomey', 'Parisa Salehi', 'Brian Michael Tomney']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2012-7-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2012-7-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Salehi%20Testimony%2012-7-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Tomney%20Testimony%2012-7-21.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2012-7-21.pdf'), ('Ranking Member Patrick J. Toomey', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2012-7-21.pdf'), ('Parisa Salehi', 'https://www.banking.senate.gov/imo/media/doc/Salehi%20Testimony%2012-7-21.pdf'), ('Brian Michael Tomney', 'https://www.banking.senate.gov/imo/media/doc/Tomney%20Testimony%2012-7-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=7D3492FD-5056-A066-6001-CD67B4C44C9F,18.0,18.0,17.0,17
23,11/30/21,10:00AM,https://www.banking.senate.gov/hearings/cares-act-oversight-of-treasury-and-the-federal-reserve-building-a-resilient-economy,Full Committee Hearing:CARES Act Oversight of Treasury and the Federal Reserve: Building a Resilient Economy,Dirksen Senate Office Building G50,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Ranking Member Patrick J. Toomey', 'Janet L. Yellen', 'Jerome H. Powell']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Opening%20Statement%2011-30-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2011-30-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Yellen%20Testimony%2011-30-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Powell%20Testimony%2011-30-21.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Opening%20Statement%2011-30-21.pdf'), ('Ranking Member Patrick J. Toomey', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2011-30-21.pdf'), ('Janet L. Yellen', 'https://www.banking.senate.gov/imo/media/doc/Yellen%20Testimony%2011-30-21.pdf'), ('Jerome H. Powell', 'https://www.banking.senate.gov/imo/media/doc/Powell%20Testimony%2011-30-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=036D8F83-5056-A066-6077-D9C340EFC2DF,19.0,19.0,18.0,18
24,11/18/21,09:30AM,https://www.banking.senate.gov/hearings/11/10/2021/nomination-hearing,Nomination Hearing:Nomination Hearing,Dirksen Senate Office Building 538,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Ranking Member Patrick J. Toomey', 'Saule T. Omarova']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2011-18-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statment%2011-18-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Omarova%20Testimony%2011-18-211.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2011-18-21.pdf'), ('Ranking Member Patrick J. Toomey', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statment%2011-18-21.pdf'), ('Saule T. Omarova', 'https://www.banking.senate.gov/imo/media/doc/Omarova%20Testimony%2011-18-211.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=77CF171E-5056-A066-6027-AD3ABBC40573,20.0,20.0,19.0,19
25,11/02/21,10:00AM,https://www.banking.senate.gov/hearings/the-libor-transition-protecting-consumers-and-investors,Full Committee Hearing:The Libor Transition: Protecting Consumers and Investors,Dirksen Senate Office Building 538,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Ranking Member Patrick J. Toomey', 'Thomas Wipf', 'Andrew Pizor', 'J. Christopher Giancarlo', 'Michael R. Bright']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2011-2-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2011-2-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Wipf%20Testimony%2011-2-211.pdf', 'https://www.banking.senate.gov/imo/media/doc/Pizor%20Testimony%2011-2-211.pdf', 'https://www.banking.senate.gov/imo/media/doc/Giancarlo%20Testimony%2011-2-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Bright%20Testimony%2011-2-21.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2011-2-21.pdf'), ('Ranking Member Patrick J. Toomey', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2011-2-21.pdf'), ('Thomas Wipf', 'https://www.banking.senate.gov/imo/media/doc/Wipf%20Testimony%2011-2-211.pdf'), ('Andrew Pizor', 'https://www.banking.senate.gov/imo/media/doc/Pizor%20Testimony%2011-2-211.pdf'), ('J. Christopher Giancarlo', 'https://www.banking.senate.gov/imo/media/doc/Giancarlo%20Testimony%2011-2-21.pdf'), ('Michael R. Bright', 'https://www.banking.senate.gov/imo/media/doc/Bright%20Testimony%2011-2-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=798C6295-5056-A066-608A-CECE8B739888,21.0,21.0,20.0,20
26,10/28/21,10:00AM,https://www.banking.senate.gov/hearings/new-era-for-consumer-protection-the-consumer-financial-protection-bureaus-semi-annual-report-to-congress,Full Committee Hearing:New Era for Consumer Protection: The Consumer Financial Protection Bureau’s Semi-Annual Report to Congress,Dirksen Senate Office Building 538,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Ranking Member Patrick J. Toomey', 'Rohit Chopra']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2010-28-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2010-28-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Chopra%20Testimony%2010-28-211.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2010-28-21.pdf'), ('Ranking Member Patrick J. Toomey', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2010-28-21.pdf'), ('Rohit Chopra', 'https://www.banking.senate.gov/imo/media/doc/Chopra%20Testimony%2010-28-211.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=6EC3C5C4-5056-A066-60E8-4DFCF5F0B391,22.0,22.0,21.0,21
27,10/26/21,10:00AM,https://www.banking.senate.gov/hearings/10/19/2021/nomination-hearing,Nomination Hearing:Nomination Hearing,Dirksen Senate Office Building 538,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Ranking Member Patrick J. Toomey', 'Reta Jo Lewis', 'Elizabeth de Leon Bhargava']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2010-26-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2010-26-211.pdf', 'https://www.banking.senate.gov/imo/media/doc/Lewis%20Testimony%2010-26-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Bhargava%20Testimony%2010-26-21.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2010-26-21.pdf'), ('Ranking Member Patrick J. Toomey', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2010-26-211.pdf'), ('Reta Jo Lewis', 'https://www.banking.senate.gov/imo/media/doc/Lewis%20Testimony%2010-26-21.pdf'), ('Elizabeth de Leon Bhargava', 'https://www.banking.senate.gov/imo/media/doc/Bhargava%20Testimony%2010-26-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=0A442F15-5056-A066-6077-2A1D71AA6DAF,23.0,23.0,22.0,22
28,10/21/21,10:00AM,https://www.banking.senate.gov/hearings/how-private-equity-landlords-are-changing-the-housing-market,Full Committee Hearing:How Private Equity Landlords are Changing the Housing Market,Dirksen Senate Office Building 538,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Ranking Member Patrick J. Toomey', 'Sofia Lopez', 'Holly Hook', 'Norbert Michel', 'Michael Hendrix', 'Desiree Fields']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2010-21-216.pdf', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2010-21-211.pdf', 'https://www.banking.senate.gov/imo/media/doc/Lopez%20Testimony%2010-21-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Hook%20Testimony%2010-21-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Michel%20Testimony%2010-21-211.pdf', 'https://www.banking.senate.gov/imo/media/doc/Hendrix%20Testimony%2010-21-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Fields%20Testimony%2010-21-21.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2010-21-216.pdf'), ('Ranking Member Patrick J. Toomey', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2010-21-211.pdf'), ('Sofia Lopez', 'https://www.banking.senate.gov/imo/media/doc/Lopez%20Testimony%2010-21-21.pdf'), ('Holly Hook', 'https://www.banking.senate.gov/imo/media/doc/Hook%20Testimony%2010-21-21.pdf'), ('Norbert Michel', 'https://www.banking.senate.gov/imo/media/doc/Michel%20Testimony%2010-21-211.pdf'), ('Michael Hendrix', 'https://www.banking.senate.gov/imo/media/doc/Hendrix%20Testimony%2010-21-21.pdf'), ('Desiree Fields', 'https://www.banking.senate.gov/imo/media/doc/Fields%20Testimony%2010-21-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=0D7B2EB6-5056-A066-60C8-844BB4F20B06,24.0,24.0,23.0,23
29,10/20/21,02:00PM,https://www.banking.senate.gov/hearings/protecting-companies-and-communities-from-private-equity-abuse,Subcommittee Hearing:Protecting Companies and Communities from Private Equity Abuse,Dirksen Senate Office Building 538,Banking,2022-03-22,"['Shirley Smith', 'Peggy Malone', 'Michael Frerichs', 'Eileen Appelbaum', 'Doug Holtz-Eakin', 'David R. Burton']","['https://www.banking.senate.gov/imo/media/doc/Smith%20Testimony%2010-20-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Malone%20Testimony%2010-20-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Frerichs%20Testimony%2010-20-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Appelbaum%20Testimony%2010-20-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Holtz-Eakin%20Testimony%2010-20-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Burton%20Testimony%2010-20-21.pdf']","[('Shirley Smith', 'https://www.banking.senate.gov/imo/media/doc/Smith%20Testimony%2010-20-21.pdf'), ('Peggy Malone', 'https://www.banking.senate.gov/imo/media/doc/Malone%20Testimony%2010-20-21.pdf'), ('Michael Frerichs', 'https://www.banking.senate.gov/imo/media/doc/Frerichs%20Testimony%2010-20-21.pdf'), ('Eileen Appelbaum', 'https://www.banking.senate.gov/imo/media/doc/Appelbaum%20Testimony%2010-20-21.pdf'), ('Doug Holtz-Eakin', 'https://www.banking.senate.gov/imo/media/doc/Holtz-Eakin%20Testimony%2010-20-21.pdf'), ('David R. Burton', 'https://www.banking.senate.gov/imo/media/doc/Burton%20Testimony%2010-20-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=DBF5DF80-5056-A066-60D5-01F0AC25C5A6,25.0,25.0,24.0,24
30,10/19/21,10:00AM,https://www.banking.senate.gov/hearings/international-policy-update-the-treasury-departments-sanctions-policy-review-and-other-issues,Full Committee Hearing:International Policy Update: The Treasury Department’s Sanctions Policy Review and Other Issues,Dirksen Senate Office Building 538,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Ranking Member Patrick J. Toomey', 'Wally Adeyemo']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2010-19-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2010-19-21.pdf', ""https://www.banking.senate.gov/imo/media/doc/Adeyemo's%20Testimony%2010-19-21.pdf""]","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2010-19-21.pdf'), ('Ranking Member Patrick J. Toomey', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2010-19-21.pdf'), ('Wally Adeyemo', ""https://www.banking.senate.gov/imo/media/doc/Adeyemo's%20Testimony%2010-19-21.pdf"")]",https://www.banking.senate.gov/hearings/watch?hearingid=9835F0E2-5056-A066-603B-95CAF9521929,26.0,26.0,25.0,25
31,10/07/21,10:00AM,https://www.banking.senate.gov/hearings/09/30/2021/nomination-hearing,Nomination Hearing:Nomination Hearing,Dirksen Senate Office Building 538,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Ranking Member Patrick J. Toomey', 'Matthew Axelrod', 'Alanna McCargo', 'James Arthur Jemison II', 'Mark Colon']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2010-7-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2010-7-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Axelrod%20Testimony%2010-7-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/McCargo%20Testimony%2010-7-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Jemison%20Testimony%2010-7-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Colon%20Testimony%2010-7-21.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2010-7-21.pdf'), ('Ranking Member Patrick J. Toomey', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2010-7-21.pdf'), ('Matthew Axelrod', 'https://www.banking.senate.gov/imo/media/doc/Axelrod%20Testimony%2010-7-21.pdf'), ('Alanna McCargo', 'https://www.banking.senate.gov/imo/media/doc/McCargo%20Testimony%2010-7-21.pdf'), ('James Arthur Jemison II', 'https://www.banking.senate.gov/imo/media/doc/Jemison%20Testimony%2010-7-21.pdf'), ('Mark Colon', 'https://www.banking.senate.gov/imo/media/doc/Colon%20Testimony%2010-7-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=32E19BE3-5056-A066-60FD-B3FDDDE4AA17,27.0,27.0,26.0,26
32,10/05/21,09:45AM,https://www.banking.senate.gov/hearings/afghanistans-future-assessing-the-national-security-humanitarian-and-economic-implications-of-the-taliban-takeover,"Full Committee Hearing:Afghanistan’s Future: Assessing the National Security, Humanitarian and Economic Implications of the Taliban Takeover",Dirksen Senate Office Building 538,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Ranking Member Patrick J. Toomey', 'Adam M. Smith', 'Sue Eckert', 'Naheed Farid', 'Thomas Joscelyn']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2010-5-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2010-5-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Smith%20Testimony%2010-5-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Eckert%20Testimony%2010-5-212.pdf', 'https://www.banking.senate.gov/imo/media/doc/Farid%20Testimony%2010-5-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Joscelyn%20Testimony%2010-5-21.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%2010-5-21.pdf'), ('Ranking Member Patrick J. Toomey', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%2010-5-21.pdf'), ('Adam M. Smith', 'https://www.banking.senate.gov/imo/media/doc/Smith%20Testimony%2010-5-21.pdf'), ('Sue Eckert', 'https://www.banking.senate.gov/imo/media/doc/Eckert%20Testimony%2010-5-212.pdf'), ('Naheed Farid', 'https://www.banking.senate.gov/imo/media/doc/Farid%20Testimony%2010-5-21.pdf'), ('Thomas Joscelyn', 'https://www.banking.senate.gov/imo/media/doc/Joscelyn%20Testimony%2010-5-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=CFF25E8B-5056-A066-602D-CC2F3A05C2FD,28.0,28.0,27.0,27
33,09/30/21,09:30AM,https://www.banking.senate.gov/hearings/09/23/2021/nomination-hearing,Nomination Hearing:Nomination Hearing,Dirksen Senate Office Building 106,Banking,2022-03-22,"['Chairman Sherrod Brown', 'Ranking Member Patrick J. Toomey', 'Owen Edward Herrnstadt', 'Judith DelZoppo Pryor', 'Todd M. Harper']","['https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%209-30-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%209-30-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Herrnstadt%20Testimony%209-30-211.pdf', 'https://www.banking.senate.gov/imo/media/doc/Pryor%20Testimony%209-30-21.pdf', 'https://www.banking.senate.gov/imo/media/doc/Harper%20Testimony%209-30-21.pdf']","[('Chairman Sherrod Brown', 'https://www.banking.senate.gov/imo/media/doc/Brown%20Statement%209-30-21.pdf'), ('Ranking Member Patrick J. Toomey', 'https://www.banking.senate.gov/imo/media/doc/Toomey%20Statement%209-30-21.pdf'), ('Owen Edward Herrnstadt', 'https://www.banking.senate.gov/imo/media/doc/Herrnstadt%20Testimony%209-30-211.pdf'), ('Judith DelZoppo Pryor', 'https://www.banking.senate.gov/imo/media/doc/Pryor%20Testimony%209-30-21.pdf'), ('Todd M. Harper', 'https://www.banking.senate.gov/imo/media/doc/Harper%20Testimony%209-30-21.pdf')]",https://www.banking.senate.gov/hearings/watch?hearingid=D200425E-5056-A066-60BC-31368CC598DE,29.0,29.0,28.0,28
