,id,Witnesses,count
917,27133,Tom Perrelli,5
918,23230,Robert Smith,5
920,15138,Kent Conrad,5
921,13035,John J. Sullivan,5
922,21999,Reuven S. Avi-Yonah,5
923,28165,William H. Mcraven,5
924,3107,Cal Dooley,5
925,18390,Michael Bennet,5
926,1800,Baird Webel,5
927,2916,Bruce Fein,5
928,3086,C. Stewart Verdery,5
929,8169,Ernest J. Moniz,5
930,16778,M.D,5
931,14266,Julie Brill,5
932,11256,Jane Holl Lute,5
933,8434,Following The Open Session.,5
934,14443,Karen Friedman,5
935,13254,John Payton,5
936,3202,Carl Artman,5
937,19144,Mihir A. Desai,5
938,9867,Heather Conley,5
939,19942,Nils J. Diaz,5
940,23268,Robert Turner,5
941,13092,John Lawson,5
942,21964,Rena Steinzor,5
943,5112,Dana Stroul,5
944,6773,Dick Thornburgh,5
945,19785,Neil Barofsky,5
946,7094,Doris Meissner,5
947,14431,Karen Davis,5
948,8344,Faan,5
949,1819,Barbara Bovbjerg,5
950,2769,Brian Michael Jenkins,5
951,20785,Paul Wellstone,5
952,11180,Jamie M. Morin,5
953,24559,Sen Jim Inhofe,5
954,14345,Justin Brookman,5
955,1872,Barbara Roper,5
956,18221,Melanne Verveer,5
957,9943,Henry A. Kissinger,5
958,2988,Bruce Walker,5
959,6960,Donald Kohn,5
960,2983,Bruce Swartz,5
961,19828,Neomi Rao,5
962,6965,Donald L. Cook,5
963,26174,Terry Goddard,5
964,27017,Todd Zinser,5
965,23092,Robert Mcswain,5
966,16856,Major General Don T. Riley,5
967,2945,Bruce Knight,5
968,1938,Barry Sabin,5
969,19802,Neil M. Barofsky,5
970,6880,Don Nickles,5
971,13286,John R. Bass,5
972,3066,C. Forrest Faison Iii,5
973,8171,Ernest L. Stevens,5
974,19800,Neil Kornze,5
975,14318,Julie Williams,5
976,15101,Kenneth P. Green,5
977,419,Admiral Thomas Collins,5
978,414,Admiral Robert J. Papp Jr.,5
979,13266,John Podesta,5
980,418,Admiral Thad W. Allen,5
981,20821,Peg Seminario,5
982,11986,Jeremy Konyndyk,5
983,16822,Madeleine K. Albright,5
984,8288,Eve Hill,5
985,27180,Tomasz P. Malinowski,5
986,8105,Eric Toder,5
987,22214,Richard Glenn,5
988,6683,Diana Aviv,5
989,3401,Caroline Smith Dewaal,5
990,24756,Sheila Jackson Lee,5
991,14950,Ken Cook,5
992,12233,Jim Kolbe,5
993,11820,Jeh Johnson,5
994,2069,Benjamin Zycher,5
995,14107,Joy J. Ilem,5
996,19034,Michael Wessel,5
997,22254,Richard Holbrooke,5
998,14953,Ken Cuccinelli,5
999,22914,Robert Hartwig,5
1000,21806,Raymond M. Jefferson,5
1001,9813,Harry K. Thomas,5
1002,16104,Leon Panetta,5
1003,504,Alan Davidson,5
1004,15278,Kevin Mandia,5
1005,257,Aaron Payment,5
1006,24750,Sheila Crowley,5
1007,14939,Kemp Chester,5
1008,21760,Ray Takeyh,5
1009,3451,Carter F. Ham,5
1010,1503,Anthony S. Fauci,5
1011,2771,Brian Miller,5
1012,6442,Debra Ness,5
1013,4777,Craig S. Faller,5
1014,12603,John Arensmeyer,5
1015,8671,Fred P. Hochberg,5
1016,23495,Roger Pilon,5
1017,3423,Carolyn N. Lerner,5
1018,3421,Carolyn Maloney,5
1019,8675,Fred Smith,5
1020,13374,John Sinclair,5
1021,16679,Lydia Parnes,5
1022,28313,William R. Brownfield,5
1023,22928,Robert Hormats,5
1024,24907,Sloan D. Gibson,5
1025,16906,Maneesha Mithal,5
1026,12146,Jill Sommers,5
1027,4992,Dan Blair,5
1028,7142,Doug Holtz-Eakin,5
1029,26271,The Office Of Senate Security In The Capitol Visitor Center,5
1030,11288,Janet Heinrich,5
1031,16907,Manisha Singh,5
1032,3252,Carla Hayden,5
1033,18429,Michael Calabrese,5
1034,19342,Mitch Mcconnell,5
1035,26267,The Nominee Will Be Present.,5
1036,13009,John Howard,5
1037,24880,Simon Johnson,5
1038,5141,Daniel Bertoni,5
1039,23335,Roberta S. Jacobson,5
1040,19994,Nora Volkow,5
1041,8553,Frank J. Cilluffo,5
1042,501,Alan D. Bersin,5
1043,6576,Dennis Lormel,5
1044,20548,Paul Cicio,5
1045,24905,Slade Gorton,5
1046,2051,Benjamin H. Grumbles,5
1047,15241,Kevin Hassett,5
1048,21836,Rear Admiral Chris Buchanan,5
1049,14149,Juan Carlos Zarate,5
1050,1610,Arne Duncan,5
1051,6614,Denny Law,5
1052,12165,Jim Bridenstine,5
1053,8079,Eric S. Edelman,5
1054,6601,Dennis Smith,5
1055,1629,Arnold W. Bunch,5
1056,16725,Lynn Scarlett,5
1057,8555,Frank J. Grass,5
1058,26488,Thomas J. Mccool,5
1059,1332,Ann Sullivan,5
1060,17101,Mari Carmen Aponte,5
1061,10608,James A. Lewis,5
1062,26654,Thomas V. Inglesby,5
1063,5627,David C. Williams,5
1064,2358,Bisa Williams,5
1065,9376,Gordon England,5
1066,4215,Christopher C. Krebs,5
1067,5759,David Gootnick,5
1068,7520,Edward Bolen,5
1069,17904,Marybeth Peters,5
1070,13622,Jonathan Band,5
1071,7599,Edward Mcgaffigan,5
1072,17889,Mary Tyler Moore,5
1073,4152,Christine E. Wormuth,5
1074,187,.,5
1075,9367,Godfrey Enjady,5
1076,25156,Stephen Goss,5
1077,4000,Chip Barclay,5
1078,13736,Jonodev Osceola Chaudhuri,5
1079,5534,David Allen,5
1080,5530,David Aguilar,5
1081,18553,Michael Froman,5
1082,25197,Stephen L. Johnson,5
1083,25254,Stephen R. Lyons,5
1084,21245,Phillip L. Swagel,5
1085,27849,Wayne Allard,5
1086,12705,John C. Inglis,5
1087,10353,J. Michael Chavarria,5
1088,22686,Robert Bixby,5
1089,17107,Maria Cantwell (D-Wash.),5
1090,5822,David J. Glawe,5
1091,27966,Will Shafroth,5
1092,24690,Sharon Pinkerton,5
1093,20445,Patrick Murray,5
1094,17111,Maria Contreras-Sweet,5
1095,5636,David Certner,5
1096,17077,Margaret Wrightson,5
1097,21175,Philip Hogen,5
1098,2383,Bob Barr,5
1099,20371,Patrick Conway,5
1100,14665,Kathleen King,5
1101,4157,Christine H. Fox,5
1102,9616,Griffin P. Rodgers,5
1103,10406,J.D. Foster,5
1104,18676,Michael J. Sullivan,5
1105,15696,Larry J. Echo Hawk,5
1106,20271,Pat Roberts,5
1107,21167,Philip Gordon,5
1108,12779,John D. Hawke,5
1109,25300,Stephen W. Wilsonf,5
1110,27816,Warren B. Rudman,5
1111,18591,Michael Greenberger,5
1112,14700,Kathryn Allen,5
1113,18689,Michael Johanns,5
1114,646,Alex Azar,5
1115,2474,Bobby L. Harnage,5
1116,13619,Jonathan B. Perlin Msha Facp,5
1117,10052,Hollister K. Petraeus,5
1118,24011,Sally Katzen,5
1119,10345,J. Mark Iwry,5
1120,18660,Michael J. Missal,5
1121,4365,Christopher Wray,5
1122,14654,Kathleen H. Hicks,5
1123,9269,Gigi Sohn,5
1124,21089,Peter Swire,5
1125,12802,John Dean,5
1126,26561,Thomas Melito,5
1127,17945,Matt Jadacki,5
1128,5362,Dante Desiderio,5
1129,22584,Rob Portman,5
1130,24006,Sally Greenberg,5
1131,9535,Gregory C. Wilshusen,5
1132,4309,Christopher P. Currie,5
1133,24068,Samantha Power,5
1134,25212,Stephen M. Lord,5
1135,7740,Elissa Slotkin,5
1136,16236,Lieutenant General Brent Scowcroft,5
1137,26490,Thomas J. Moore,5
1138,11565,Jeff Flake,5
1139,25145,Stephen G. Burns,5
1140,26607,Thomas Quaadman,5
1141,20420,Patrick Kennedy,5
1142,26276,Thea M. Lee,4
1143,6628,Derek H. Chollet,4
1144,3329,Carol Bonosaro,4
1145,842,Allison Clements,4
1146,17590,Mark Zuckerberg,4
1147,28119,William F. Readdy,4
1148,4168,Christine M. Griffin,4
1149,6625,Derek Chollet,4
1150,20018,Norman Bay,4
1151,865,Alonzo A. Coby,4
1152,5153,Daniel Castro,4
1153,24447,Scott Paul,4
1154,5618,David C. John,4
1155,19065,Michele Jeanne Sison,4
1156,14464,Karen Kornbluh,4
1157,23417,Rodney E. Hood,4
1158,17557,Mark V. Rosenker,4
1159,8602,Frank Rusco,4
1160,7674,Elaine C. Duke,4
1161,2050,Benjamin Grumbles,4
1162,8562,Frank Kendall,4
1163,22931,Robert Hunter,4
1164,16710,Lynn Goldman,4
1165,8560,Frank Keating,4
1166,21216,Philip S. Goldberg,4
1167,9834,Harvey E. Johnson,4
1168,6602,Dennis Sternberg,4
1169,20003,Norm Coleman,4
1170,17325,Mark E. Ferguson Iii,4
1171,17572,Mark Warner,4
1172,9417,Grace-Marie Turner,4
1173,6597,Dennis Ross,4
1174,24235,Sarah Bloom Raskin,4
1175,6607,Dennis V. Mcginn,4
1176,27231,Tony West,4
1177,4178,Christine Todd Whitman,4
1178,24585,Ses,4
1179,23396,Rod J. Rosenstein,4
1180,10986,James Newsome,4
1181,14173,Judith A. Mchale,4
1182,28294,William O. Jenkins,4
1183,6619,Derek B. Stewart,4
1184,8585,Frank Opelka,4
1185,4989,Dan Ashe,4
1186,1612,Arng,4
1187,4182,Christine Wormuth,4
1188,10237,Ira Rheingold,4
1189,21215,Philip S. Davidson,4
1190,28121,William F. Tuerk,4
1191,25224,Stephen Moore,4
1192,14750,Kathy L. Dillaman,4
1193,28341,William Scanlon,4
1194,18555,Michael G. Carroll,4
1195,9396,Gordon S. Heddell,4
1196,25870,Susan R. Johnson,4
1197,7554,Edward Hamberger,4
1198,18443,Michael Chodos,4
1199,17292,Mark Chandler,4
1200,8016,Eric G. Postel,4
1201,6419,Deborah Taylor Tate,4
1202,13656,Jonathan Gruber,4
1203,22874,Robert G. Taub,4
1204,6427,Debra A. Draper,4
1205,22521,Rick Schostek,4
1206,25781,Susan Dynarski,4
1207,8697,Frederick D. Barton,4
1208,22270,Richard J. Hillman,4
1209,25782,Susan E. Dudley,4
1210,16664,Luke M. Mccollum,4
1211,20051,Norton A. Schwartzf,4
1212,62,"""Eileen OConnor""",4
1213,22529,Rick Surratt,4
1214,20048,Norman Y. Mineta,4
1215,6403,Deborah Matz,4
1216,16649,Luis Cdebaca,4
1217,12184,Jim Demint,4
1218,27352,Tulinabo Salama Mushingi,4
1219,2106,Bernard Sanders,4
1220,4900,D.D.S.,4
1221,534,Alan Larson,4
1222,10134,Howard Shelanski,4
1223,11515,Jeanette Manfra,4
1224,23564,Ron Hira,4
1225,18342,Michael A. Rocco,4
1226,22871,Robert G. Pickel,4
1227,10274,Isobel Coleman,4
1228,5707,David F. Helvey,4
1229,5194,Daniel Green,4
1230,9338,Glenn Hackbarth,4
1231,12297,Jim Walsh,4
1232,12689,John C. Coffee,4
1233,527,Alan Korn,4
1234,14052,Joshua D. Wright,4
1235,10908,James Lambright,4
1236,10527,Jacob Lew,4
1237,11529,Jeanne Pryor,4
1238,25803,Susan Grant,4
1239,18647,Michael J. Green,4
1240,15269,Kevin M. Brown,4
1241,10507,Jackie Johnson-Pata,4
1242,3382,Carole Lankford,4
1243,7681,Elaine Duke,4
1244,19362,Mitt Romney,4
1245,22921,Robert Henke,4
1246,22225,Richard Griffin,4
1247,21075,Peter S. Silva,4
1248,1567,Arati Prabhakar,4
1249,12206,Jim Harper,4
1250,21811,Raymond Scheppach,4
1251,10254,Irwin Redlener,4
1252,10498,Jack Vanderhei,4
1253,8625,Franklin D. Raines,4
1254,25129,Stephen E. Shay,4
1255,3352,Carol M. Browner,4
1256,17979,Matthew Albence,4
1257,883,Alys Cohen,4
1258,20633,Paul J. Hommert,4
1259,358,Adam Levitin,4
1260,28289,William Noonan,4
1261,24082,Samuel A. Greavesf,4
1262,4970,Dallas Tonsager,4
1263,14756,Kathy Roth-Douquet,4
1264,21254,Phillip Swagel,4
1265,894,Amanda Dory,4
1266,7207,Douglas Elmendorf,4
1267,55,"""Diarmuid OScannlain""",4
1268,15917,Lawrence E. Strickling,4
1269,16068,Len Nichols,4
1270,2079,Berin Szoka,4
1271,24593,Seth Harris,4
1272,9796,Harry C. Alford,4
1273,18638,Michael J. Fisher,4
1274,6486,Demetrios Marantis,4
1275,18439,Michael Carvin,4
1276,14684,Kathleen Q. Abernathy,4
1277,26270,The Nominees Will Be Present.,4
1278,3943,Cheryl A. Causley,4
1279,4335,Christopher S. Yoo,4
1280,28350,William Shear,4
1281,17455,Mark Mills,4
1282,4311,Christopher P. Maier,4
1283,13056,John Kelly,4
1284,5542,David Aufhauser,4
1285,27095,Tom Iseman,4
1286,18218,Melanie Pustay,4
1287,17452,Mark Merritt,4
1288,25160,Stephen Hahn,4
1289,15757,Larry Willis,4
1290,19571,Nadja West,4
1291,17451,Mark Menezes,4
1292,4701,Cory Booker,4
1293,9556,Gregory J. Junemann,4
1294,25116,Stephen D. Mull,4
1295,4271,Christopher Koch,4
1296,10433,Jack Blum,4
1297,26991,Todd Mccracken,4
1298,153,"""Stephen OKeeffe""",4
1299,771,Alina Polyakova,4
1300,12780,John D. Holum,4
1301,11914,Jennifer Mascott,4
1302,17457,Mark Morgan,4
1303,28172,William H. Webster,4
1304,10210,Ilya Shapiro,4
1305,795,Allan H. Meltzer,4
1306,15125,Kenneth Wainstein,4
1307,28204,William J. Henderson,4
1308,24566,Sen. Mike Rounds,4
1309,1964,Bathsheba Nell Crocker,4
1310,23196,Robert S. Ford,4
1311,12011,Jerome Powell,4
1312,27897,Wendy R. Sherman,4
1313,3081,C. Robert Kehlerf,4
1314,23185,Robert Roach Jr.,4
1315,17369,Mark Greenberg,4
1316,1961,Basil Barimo,4
1317,8357,Facs,4
1318,1806,Barack Obama,4
1319,16806,Ma,4
1320,4314,Christopher Painter,4
1321,15751,Larry Thompson,4
1322,23149,Robert Perciasepe,4
1323,8177,Ernest W. Dubester,4
1324,4273,Christopher Krebs,4
1325,27008,Todd T. Semonite,4
1326,152,"""Stephanie OSullivan""",4
1327,11961,Jere Glover,4
1328,26139,Terrence J. O’Shaughnessyf,4
1329,27037,Tom Buis,4
1330,13559,Jon Dudas,4
1331,2996,Bryan Clark,4
1332,23106,Robert Mueller,4
1333,2990,Bruce Watzman,4
1334,17411,Mark Krikorian,4
1335,404,Admiral Harold Gehman,4
1336,16285,Linda Capuano,4
1337,23097,Robert Middleton,4
1338,19830,Newt Gingrich,4
1339,8228,Eugene A. Ludwig,4
1340,20432,Patrick M. Shanahan,4
1341,10178,Ian C. Kelly,4
1342,749,Alice Fisher,4
1343,14370,Justin Siberell,4
1344,6939,Donald Fehr,4
1345,22098,Richard Anderson,4
1346,23052,Robert M. Groves,4
1347,22151,Richard Carmona,4
1348,22071,Richard A. Falkenrath,4
1349,21135,Phil Gramm,4
1350,6909,Donald Alexander,4
1351,20816,Pedro R. Pierluisi,4
1352,15083,Kenneth M. Pollack,4
1353,19857,Nicholas Quinn Rosenkranz,4
1354,28496,Zalmay Khalilzad,4
1355,13061,John King,4
1356,24804,Sherrilyn Ifill,4
1357,11196,Jamie Webster,4
1358,10185,Ian Jefferies,4
1359,27942,Wilbur Ross,4
1360,11190,Jamie Rappaport Clark,4
1361,7642,Edwin Lyman,4
1362,19844,Nicholas Eberstadt,4
1363,16837,Maggie Hassan,4
1364,6935,Donald F. Boesch,4
1365,6936,Donald F. Kettl,4
1366,14286,Julie L. Williams,4
1367,13578,Jon M. Davis,4
1368,8093,Eric Smith,4
1369,8384,Fatih Birol,4
1370,1693,Arturo S. Rodriguez,4
1371,12744,John Coffee,4
1372,12107,Jessica L. Wright,4
1373,17344,Mark Feierstein,4
1374,3222,Carl Imhoff,4
1375,19127,Michèle A. Flournoy,4
1376,28140,William G. Schubert,4
1377,24135,Sandra B. Henriquez,4
1378,465,Akhil Amar,4
1379,4745,Craig Fugate,4
1380,718,Alfonso E. Lenhardt,4
1381,23308,Robert Wiebe,4
1382,2874,Brooke Coleman,4
1383,24218,Sara Nelson,4
1384,27174,Tom Wheeler,4
1385,21942,Regina Schofield,4
1386,8453,Frances Fragos Townsend,4
1387,1716,Ashish K. Jha,4
1388,24575,Senior Official,4
1389,9572,Gregory M. Cohen,4
1390,14451,Karen Harned,4
1391,14204,Judith Scott-Clayton,4
1392,4752,Craig Hill,4
1393,8094,Eric Solomon,4
1394,23365,Robin Nazzaro,4
1395,26577,Thomas O. Mcgarity,4
1396,3255,Carla L. Provost,4
1397,13614,Jonathan Adelstein,4
1398,837,Allison A. Hickey,4
1399,18425,Michael C. Manazir,4
1400,17336,Mark Emmert,4
1401,3241,Carl Venne,4
1402,20861,Pete Buttigieg,4
1403,10473,Jack N. Gerard,4
1404,13611,Jonathan A. Perlin,4
1405,28296,William Ostendorff,4
1406,19963,Nisha Desai Biswal,4
1407,8487,Francisco Sanchez,4
1408,24879,Simon Henshaw,4
1409,8484,Francis X. Taylor,4
1410,16752,M. Elaine Bunn,4
1411,1997,Ben Carson,4
1412,4214,Christopher C. Bogdanf,4
1413,23300,Robert Weissman,4
1414,7654,Eileen Claussen,4
1415,13315,John Rao,4
1416,26968,Todd D. Robinson,4
1417,4661,Conrad G. Schneider,4
1418,3136,Camille Olson,4
1419,9884,Heather Wilson,4
1420,20842,Penny Pritzker,4
1421,18601,Michael H. Posner,4
1422,5560,David B. Shear,4
1423,14276,Julie Gerberding,4
1424,26966,Todd C. Owen,4
1425,6807,Dixon R. Smith,4
1426,18367,Michael B. Donley,4
1427,382,Adam Thierer,4
1428,3121,Calvin Scovel,4
1429,13312,John R. Thune,4
1430,16792,M.P.P.,4
1431,21098,Peter V. Neffenger,4
1432,8153,Erin C. Conaton,4
1433,18363,Michael Astrue,4
1434,23248,Robert Strassburger,4
1435,28297,William P. Barr,4
1436,28477,Yvonne Jones,4
1437,15005,Kenneth A. Myers Iii,4
1438,22982,Robert Khuzami,4
1439,11872,Jennifer Granholm,4
1440,15166,Kerry Baker,4
1441,26958,Tod D. Woltersf,4
1442,9455,Greg Baer,4
1443,23280,Robert Vito,4
1444,27159,Tom Tarantino,4
1445,4644,Connie Evans,4
1446,5567,David Balto,4
1447,10464,Jack Kemp,4
1448,13596,Jon T. Rymer,4
1449,21965,Rene A. Campos,4
1450,3163,Captain Duane Woerth,4
1451,10091,Howard Beales,4
1452,5576,David Beaulieu,4
1453,8137,Erik Milito,4
1454,17141,Marianna Lacanfora,4
1455,17666,Martin Eakes,4
1456,6976,Donald Laverdure,4
1457,2664,Brett Palmer,4
1458,28234,William Kovacic,4
1459,17053,Margaret Hamburg,4
1460,20147,Orlando J. Cabrera,4
1461,4021,Chris Calabrese,4
1462,17194,Mario Cordero,4
1463,21596,Ramin Toloui,4
1464,23767,Ross Eisenberg,4
1465,6123,David Schenker,4
1466,22699,Robert Bryce,4
1467,20664,Paul L. Francis,4
1468,24976,Stacy Cummings,4
1469,11494,Jean D. Peduzzi-Nelson,4
1470,21604,Rand Beers,4
1471,13499,John Wilson,4
1472,16219,Lewis Morris,4
1473,10695,James Cole,4
1474,15441,Kirsten E. Gillibrand,4
1475,20515,Paul Anastas,4
1476,16996,Marcia Greenberger,4
1477,9086,George Gray,4
1478,11399,Jason J. Fichtner,4
1479,649,Alex Brill,4
1480,3869,Charles W. Grim,4
1481,11698,Jeffrey D. Deboer,4
1482,24626,Shane Liermann,4
1483,5793,David Hayes,4
1484,7459,Ed.D,4
1485,20512,Paul A. Volcker,4
1486,16999,Marcia L. Fudge,4
1487,13494,John White,4
1488,22360,Richard Nephew,4
1489,27518,Vicki Christiansen,4
1490,6115,David Sandalow,4
1491,7911,Ely Ratner,4
1492,18269,Melvin Monette,4
1493,3684,Charles D. Luckey,4
1494,16989,Marcia Crosse,4
1495,3642,Charles A. Richard,4
1496,26825,Timothy G. Massad,4
1497,10821,James H. Anderson,4
1498,1319,Ann Marie Buerkle,4
1499,3829,Charles Romine,4
1500,5941,David M. Rodriguez,4
1501,5764,David Greene,4
1502,28026,William Bransford,4
1503,11761,Jeffrey N. Shane,4
1504,26390,Thomas Dorr,4
1505,16583,Louis Freeh,4
1506,7816,Elizabeth Mcgrath,4
1507,22501,Rick Johnson,4
1508,6977,Donald Lu,4
1509,25638,Steven T. Miller,4
1510,18872,Michael R. Bloomberg,4
1511,6180,David T. Johnson,4
1512,672,Alex Pollock,4
1513,17839,Mary L. Landrieu (D-La),4
1514,11752,Jeffrey Levi,4
1515,20462,Patrick R. Donahoe,4
1516,9095,George Hawkins,4
1517,16482,Lloyd J. Austin Iii,4
1518,27991,William A. Laplante,4
1519,1302,Ann Calvaresi Barr,4
1520,20305,Patricia Friend,4
1521,19463,Mr. Eugene E. Aloise,4
1522,22338,Richard M. Stana,4
1523,1118,Andrew Kimbrell,4
1524,2166,Betsey Stevenson,4
1525,5946,David M. Stone,4
1526,26821,Timothy F. Geithner,4
1527,15536,Kurt M. Campbell,4
1528,22694,Robert Brackett,4
1529,3731,Charles G. Curie,4
1530,4945,Dale Kunkel,4
1531,10327,J. David Cox R.N.,4
1532,2629,Brent James,4
1533,7845,Elizabeth Zimmerman,4
1534,18520,Michael Enzi,4
1535,24350,Scott Busby,4
1536,25484,Steven Aftergood,4
1537,9001,Gene Sperling,4
1538,28255,William M. Isaac,4
1539,28254,William M. Fraser Iiif,4
1540,13481,John Walke,4
1541,23807,Roy Kienitz,4
1542,6061,David Quam,4
1543,25527,Steven E. Winberg,4
1544,19445,Mpa,4
1545,6071,David R. Mclenachen,4
1546,21497,R.Ph.,4
1547,1197,Andrew Von Eschenbach,4
1548,10743,James E. Gilleran,4
1549,14588,Katherine Archuleta,4
1550,9019,Gentry O. Smith,4
1551,5997,David Montgomery,4
1552,16427,Lisa Mensah,4
1553,2547,Bradley Belt,4
1554,12529,Joel Griffith,4
1555,3831,Charles Rossotti,4
1556,10030,Hilary Shelton,4
1557,26506,Thomas Joscelyn,4
1558,20725,Paul Rinaldi,4
1559,10625,James B. Gulliford,4
1560,13845,Joseph G. Jordan,4
1561,10735,James Dobbins,4
1562,5991,David Miller,4
1563,3836,Charles S. Ciccolella,4
1564,11480,Jayetta Z. Hecker,4
1565,10613,James A. Winnefeld Jr.,4
1566,159,"""Tara OToole""",4
1567,5378,Darin Bergquist,4
1568,5839,David J. Trachtenberg,4
1569,11486,Jayson Ahern,4
1570,5292,Daniel R. Simmons,4
1571,5803,David Hirschmann,4
1572,5962,David Malpass,4
1573,9243,Gerard Anderson,4
1574,21568,Ralph Deleon Guerrero Torres,4
1575,19436,Morton H. Halperin,4
1576,26756,Tim Mcclain,4
1577,24335,Scott Bergmann,4
1578,7497,Edmund Hawley,4
1579,25558,Steven K. Berry,4
1580,27532,Vickie Patton,4
1581,15521,Krysta Harden,4
1582,17781,Mary Catherine Phee,4
1583,4005,Chip Poncy,4
1584,17028,Margaret A. Hamburg,4
1585,16530,Loretta Lynch,4
1586,14574,Kateri Callahan,4
1587,16029,Lee Lofthus,4
1588,20719,Paul R. Lawrence,4
1589,25375,Steve Heminger,4
1590,18821,Michael O. Finley,4
1591,5973,David Maxwell,4
1592,4476,Clark Kent Ervin,4
1593,8978,Gayle Smith,4
1594,20477,Patrick W. Dunne (Ret.),4
1595,20170,P. Daniel Smith,4
1596,5972,David Maurstad,4
1597,20168,Owen O. West,4
1598,21364,Professor John C. Coffee,4
1599,13722,Jonathan Woodson,4
1600,5330,Daniel W. Yohannes,4
1601,28015,William Barr,4
1602,7817,Elizabeth Milito,4
1603,5851,David Jones,4
1604,12338,Jo Ann Rooney,4
1605,3553,Cecil D. Haney,4
1606,25700,Stuart W. Bowen,4
1607,16963,Marc Racicot,4
1608,4083,Chris Oliver,4
1609,9135,George Nesterczuk,4
1610,1408,Anne Richard,4
1611,26358,Thomas Blanton,4
1612,554,Alan R. Shaffer,4
1613,1411,Anne S. Ferro,4
1614,23932,Ryan D. Mccarthy,4
1615,7426,Ed Fogels,4
1616,26354,Thomas Barthold,4
1617,2581,Brandon Wales,4
1618,23613,Ronald Batory,4
1619,21005,Peter K. Levine,4
1620,15904,Lawrance L. Evans,4
1621,10856,James Inhofe,4
1622,25297,Stephen W. Preston,4
1623,12357,Joan Claybrook,4
1624,4073,Chris Maisch,4
1625,18925,Michael S. Gibson,4
1626,12354,Joan B. Claybrook,4
1627,11780,Jeffrey Runge,4
1628,5736,David G. Huizenga,4
1629,3564,Cecilia Rouse,4
1630,27411,Usn (Retired),4
1631,22726,Robert Cardillo,4
1632,23627,Ronald D. Vitiello,4
1633,21438,R. Clarke Cooper,4
1634,13418,John Tahsuda Iii,4
1635,13682,Jonathan Nez,4
1636,9677,H. Sally Smith,4
1637,19391,Monica C. Regalbuto,4
1638,27401,Usaf (Ret),4
1639,6327,Deanne Loonin,4
1640,10544,Jacqueline S. Gillan,4
1641,25400,Steve Largent,4
1642,22867,Robert G. Joseph,4
1643,1438,Annie Caputo,4
1644,3522,Cathleen A. Berrick,4
1645,16448,Lisa Shames,4
1646,10009,Herbert R. Mcmaster,4
1647,11332,Janice L. Jacobs,4
1648,7430,Ed Hamberger,4
1649,542,Alan Mikkelsen,4
1650,12970,John H. Pendleton,4
1651,13671,Jonathan Leibowitz,4
1652,12971,John H. Thompson,4
1653,25739,Sung Kim,4
1654,11331,Janice Kephart,4
1655,6347,Debbie Smith,4
1656,18718,Michael L. Dominguez,4
1657,21709,Raphael Warnock,4
1658,23595,Ron Williams,4
1659,14620,Katherine Siggerud,4
1660,17157,Marie Johns,4
1661,19604,Nancy E. Lindborg,4
1662,21427,R. Alexander Acosta,4
1663,5876,David Kopel,4
1664,16956,Marc Morial,4
1666,20329,Patricia Mcginnis,4
1667,21428,R. Alta Charo,4
1668,4543,Clint Watts,4
1669,26350,Thomas B. Modly,4
1670,10110,Howard Husock,4
1671,10377,J. Robert Flores,4
1672,6286,Dean C. Garfield,4
1673,17878,Mary Schroeder,4
1674,9033,Geoffrey H. Fettus,4
1676,22727,Robert Carey,4
1677,5898,David L. Mann,4
1678,24271,Sarah Margon,4
1679,26844,Timothy J. Muris,4
1680,17719,Marty Shuravloff,4
